,0.3,0.5,0.7
0.001,0.38849425082494277,0.37425816481189383,0.2772769300602483
0.0022531645569620253,0.37606271866340474,0.36182606879526663,0.2638156014870826
0.0035063291139240506,0.37183232681422973,0.3584893520449968,0.261297628611248
0.004759493670886076,0.3698441685582285,0.3572609706949168,0.25940474661976376
0.006012658227848101,0.36849766479884805,0.3565369357269565,0.25860981528797283
0.0072658227848101265,0.36741118442830617,0.3552601092084757,0.2573176819103531
0.008518987341772151,0.3665095993310354,0.3544536304514162,0.2561444199204925
0.009772151898734177,0.3658399388392223,0.35356262894618984,0.25503731030291726
0.011025316455696203,0.3655374628375782,0.3532670478952342,0.2546679196424954
0.01227848101265823,0.3651721012937523,0.3529734719124567,0.2544128366884541
0.013531645569620252,0.36482398023261153,0.35217947104650854,0.25362567914870426
0.014784810126582278,0.36458660294268813,0.3519311255287619,0.2535189199793368
0.016037974683544304,0.36428741574460916,0.35168874514943116,0.25344005389631036
0.01729113924050633,0.36416585296142295,0.3515127891922564,0.2533901099738428
0.018544303797468353,0.36362868224627926,0.3509715736418207,0.2527918580059395
0.01979746835443038,0.36328453196456206,0.35048062370709804,0.25212869209603395
0.021050632911392406,0.3631430538221264,0.35041144542880803,0.252059672516656
0.022303797468354432,0.3631520163662242,0.350322104445147,0.25197619666247845
0.023556962025316458,0.36314485136675545,0.3502649791052655,0.2519565786141525
0.02481012658227848,0.3630891312863607,0.3501972829243841,0.25192908126734614
0.026063291139240507,0.3629811069477804,0.3501390695557806,0.25186889616284214
0.027316455696202533,0.3628634350597638,0.3500854788449429,0.25185938891050674
0.028569620253164556,0.36280649786691316,0.35004749668173674,0.2518291399487341
0.029822784810126582,0.3627248540866722,0.3499810318193446,0.2517874817752392
0.031075949367088608,0.36266061177623354,0.3499139705990762,0.25176394278624525
0.032329113924050634,0.3626046750384126,0.3498780372622482,0.2517386084674983
0.03358227848101266,0.36256346935932704,0.34987738081818154,0.25171964481192116
0.03483544303797469,0.3625748199113317,0.3498591841770396,0.25170366949801687
0.036088607594936706,0.36254336020780215,0.3498308113209079,0.2517073684849454
0.03734177215189873,0.3625277653078467,0.3497903780414036,0.251686686271298
0.03859493670886076,0.36250860877179286,0.34977430561415807,0.2516678405369864
0.039848101265822784,0.36246344204506986,0.34977327318998863,0.25155070744670505
0.04110126582278481,0.3624217020266451,0.3497437878715389,0.251558682858598
0.04235443037974684,0.36236030015251114,0.3497066187075194,0.25156776570726086
0.04360759493670886,0.3623237222045391,0.3496966784446139,0.25154299256097
0.04486075949367089,0.36231717874890135,0.34964532200008386,0.251539586231332
0.046113924050632915,0.36231728093261245,0.34963421285934226,0.2515224691033425
0.047367088607594934,0.3622982746970327,0.34962706848522407,0.2515212874494334
0.04862025316455696,0.36227824712428336,0.34962195536610563,0.25152401213030146
0.04987341772151899,0.3622410325144981,0.34961041900068973,0.2514055119045125
0.05112658227848101,0.36222225022688553,0.34959974127565574,0.25135093476397613
0.05237974683544304,0.3622039614271382,0.3495983910023211,0.251338690198775
0.053632911392405065,0.36218014649014685,0.34959283954583487,0.2512683258466926
0.05488607594936709,0.362187985641739,0.3495828269626039,0.2512629787902591
0.05613924050632911,0.36218150021302253,0.3495913328495385,0.25125842313491276
0.05739240506329114,0.36216255241058154,0.3495730606760859,0.25124146670544417
0.05864556962025316,0.3621355142395623,0.3495852005035487,0.2511671848954946
