,0.3,0.5,0.7
0.05989873417721519,0.36211667370015654,0.3495965189588807,0.2511641013685924
0.061151898734177215,0.36208898846944515,0.34959407120102226,0.25112408969889805
0.06240506329113924,0.3620765374612439,0.34957519793733494,0.2511207694281235
0.06365822784810127,0.36207776858353596,0.34955848787289395,0.25111384568512873
0.06491139240506329,0.36204975829085667,0.3495439718138811,0.2511223690944267
0.06616455696202532,0.36203024177933174,0.34955057599447126,0.2511289507205191
0.06741772151898734,0.36202740115227566,0.3495436962774003,0.25112300650205394
0.06867088607594937,0.3620180113474779,0.34950119934574486,0.25111695354124697
0.06992405063291139,0.36201145592138473,0.3494507718476844,0.2511108629733916
0.07117721518987341,0.3620125162570013,0.3494000147817464,0.2511112633013513
0.07243037974683544,0.361994838580467,0.34934597458210237,0.2511202110397107
0.07368354430379746,0.36199061788268133,0.3493354352400454,0.25112098238665237
0.0749367088607595,0.36198417375173797,0.3493235261210569,0.25111702215882764
0.07618987341772152,0.36198071697531337,0.3493090951629766,0.2511207895294622
0.07744303797468355,0.3619740753726357,0.34930737475595364,0.25111447587844604
0.07869620253164557,0.36195913235057914,0.3492593614251293,0.2511118993157803
0.0799493670886076,0.36194215050252726,0.34925750059335325,0.25112305707229526
0.08120253164556962,0.3619415013766122,0.3491952097704916,0.2511339780090886
0.08245569620253164,0.361935193979925,0.34921876760244575,0.25113143773684304
0.08370886075949367,0.3619240604653184,0.3492148690670525,0.25113467951628893
0.08496202531645569,0.3619226391827864,0.3492146307115105,0.25113582302786475
0.08621518987341772,0.3619077170655626,0.3492209761827379,0.25114446045095734
0.08746835443037974,0.3618916237855033,0.34923078826653803,0.25114790255269215
0.08872151898734178,0.36189640327911676,0.3492448810887744,0.2511451426134157
0.0899746835443038,0.3618822167407895,0.34923922438575367,0.25114374640216586
0.09122784810126583,0.3618588824615739,0.34919997880111026,0.2511479494076211
0.09248101265822785,0.3618427881023918,0.34920684465219815,0.2511585651196251
0.09373417721518987,0.36183828891849773,0.34920498217801577,0.2511594747314978
0.0949873417721519,0.3618462799159837,0.34920444140136203,0.25115853826055734
0.09624050632911392,0.36183529443654067,0.34921062585614343,0.2511655625463535
0.09749367088607595,0.36183289474413155,0.3492135402823814,0.25116619608587015
0.09874683544303797,0.36182213772892535,0.3492037086980466,0.2511783778050999
0.1,0.3618267280257286,0.34920549250488275,0.2511802204683593
