,0.3,0.5,0.7
0.06741772151898734,0.3610025639474373,0.3514659349349423,0.2596305880138476
0.06867088607594937,0.3612559870712755,0.3514906544663926,0.2597694108379698
0.06992405063291139,0.36110260828346413,0.3514938096211206,0.26002664080881377
0.07117721518987341,0.3607018626429547,0.3514744258598761,0.2603735890553069
0.07243037974683544,0.3605356575792341,0.35142525310603495,0.26068793089456366
0.07368354430379746,0.3607302177149062,0.35128933933103207,0.2609097191355819
0.0749367088607595,0.36095727478907036,0.35108000809837103,0.2612100503532825
0.07618987341772152,0.3609336793767123,0.35099283649019736,0.26144099671709586
0.07744303797468355,0.3608941074046463,0.3509824618948768,0.2616737189395782
0.07869620253164557,0.36135399560933373,0.35103441590786233,0.26196470199652905
0.0799493670886076,0.36137598835419404,0.35102426260652186,0.2630523799486464
0.08120253164556962,0.36142912918454495,0.35115249052812325,0.2632979773254587
0.08245569620253164,0.3616734007182246,0.35093869700692787,0.26346224295321724
0.08370886075949367,0.36164896856215,0.35075107167588077,0.26346480378225073
0.08496202531645569,0.3620243487537598,0.3507802981970447,0.2635516852544918
0.08621518987341772,0.36232088194255707,0.35098283721426593,0.26358083156644174
0.08746835443037974,0.36230391615571444,0.35115188698096805,0.26313769814373367
0.08872151898734178,0.36196773453837855,0.351226395652923,0.26323948405628045
0.0899746835443038,0.362207680189939,0.35122951822595694,0.2636934028133455
0.09122784810126583,0.36215334327737503,0.3515994603196903,0.2640413067925147
0.09248101265822785,0.36213407855559127,0.3515764187651507,0.2642245076738716
0.09373417721518987,0.3619948303341294,0.3515730098583007,0.2644639301086967
0.0949873417721519,0.36210200083024585,0.3518592084308438,0.26450833071729
0.09624050632911392,0.36213968398424573,0.3519556522316456,0.264593358942041
0.09749367088607595,0.3621627148823067,0.35202915795949924,0.2646476543575442
0.09874683544303797,0.3621609670217985,0.3520255815150015,0.2647672275200753
0.1,0.3624553744691755,0.35215628534216575,0.26504883461151846
