penalty;method;value;score;sim;env;training
0.025;rcp;1.0;in_pi;20230554;ENSG00000108424;pooled
0.025;dwrcp;0.9152834525025536;in_pi;20230554;ENSG00000108424;pooled
0.025;rcp;3.6264746654044044;pi_width;20230554;ENSG00000108424;pooled
0.025;dwrcp;1.459729510943271;pi_width;20230554;ENSG00000108424;pooled
