penalty;method;value;score;sim;env;training
0.025;rcp;1.0;in_pi;20230555;ENSG00000124207;observational
0.025;dwrcp;0.9722222222222222;in_pi;20230555;ENSG00000124207;observational
0.025;rcp;3.2164606272816636;pi_width;20230555;ENSG00000124207;observational
0.025;dwrcp;1.6241834131339958;pi_width;20230555;ENSG00000124207;observational
