penalty;method;value;score;sim;env;training
0.005;rcp;1.0;in_pi;20230533;ENSG00000119414;pooled
0.005;dwrcp;0.9291718034890987;in_pi;20230533;ENSG00000119414;pooled
0.005;rcp;3.5170154183594944;pi_width;20230533;ENSG00000119414;pooled
0.005;dwrcp;1.156911196042759;pi_width;20230533;ENSG00000119414;pooled
