penalty;method;value;score;sim;env;training
0.01;rcp;1.0;in_pi;20230559;ENSG00000105618;pooled
0.01;dwrcp;0.7430555555555556;in_pi;20230559;ENSG00000105618;pooled
0.01;rcp;3.6537511329947234;pi_width;20230559;ENSG00000105618;pooled
0.01;dwrcp;1.2354446784737987;pi_width;20230559;ENSG00000105618;pooled
