penalty;method;value;score;sim;env;training
0.015;rcp;1.0;in_pi;20230548;ENSG00000175792;pooled
0.015;dwrcp;0.9034690799396682;in_pi;20230548;ENSG00000175792;pooled
0.015;rcp;3.619834209217942;pi_width;20230548;ENSG00000175792;pooled
0.015;dwrcp;1.9655770737702936;pi_width;20230548;ENSG00000175792;pooled
