penalty;method;value;score;sim;env;training
0.02;rcp;0.9978354978354979;in_pi;20230574;ENSG00000198952;pooled
0.02;dwrcp;0.9329004329004329;in_pi;20230574;ENSG00000198952;pooled
0.02;rcp;3.6220127854027355;pi_width;20230574;ENSG00000198952;pooled
0.02;dwrcp;1.3561555904133586;pi_width;20230574;ENSG00000198952;pooled
