penalty;method;value;score;sim;env;training
0.01;rcp;1.0;in_pi;20230570;ENSG00000163754;observational
0.01;dwrcp;0.9295774647887325;in_pi;20230570;ENSG00000163754;observational
0.01;rcp;3.212692813940783;pi_width;20230570;ENSG00000163754;observational
0.01;dwrcp;1.2578127563314112;pi_width;20230570;ENSG00000163754;observational
