penalty;method;value;score;sim;env;training
0.02;rcp;1.0;in_pi;20230537;ENSG00000112118;pooled
0.02;dwrcp;0.9385767790262172;in_pi;20230537;ENSG00000112118;pooled
0.02;rcp;3.6141883004928466;pi_width;20230537;ENSG00000112118;pooled
0.02;dwrcp;1.422830627180312;pi_width;20230537;ENSG00000112118;pooled
