penalty;method;value;score;sim;env;training
0.04;rcp;0.9931506849315068;in_pi;20230540;ENSG00000197734;pooled
0.04;dwrcp;0.7773972602739726;in_pi;20230540;ENSG00000197734;pooled
0.04;rcp;3.552259411340421;pi_width;20230540;ENSG00000197734;pooled
0.04;dwrcp;1.8785869415604577;pi_width;20230540;ENSG00000197734;pooled
