penalty;method;value;score;sim;env;training
0.015;rcp;1.0;in_pi;20230562;ENSG00000083896;pooled
0.015;dwrcp;0.9673913043478262;in_pi;20230562;ENSG00000083896;pooled
0.015;rcp;3.622409919416514;pi_width;20230562;ENSG00000083896;pooled
0.015;dwrcp;1.6875189180960248;pi_width;20230562;ENSG00000083896;pooled
