penalty;method;value;score;sim;env;training
0.01;rcp;1.0;in_pi;20230532;ENSG00000072756;pooled
0.01;dwrcp;0.9224137931034483;in_pi;20230532;ENSG00000072756;pooled
0.01;rcp;3.5199735017142024;pi_width;20230532;ENSG00000072756;pooled
0.01;dwrcp;2.331783692911367;pi_width;20230532;ENSG00000072756;pooled
