penalty;method;value;score;sim;env;training
0.04;rcp;1.0;in_pi;20230555;ENSG00000124207;pooled
0.04;dwrcp;0.9761904761904762;in_pi;20230555;ENSG00000124207;pooled
0.04;rcp;3.6127121827818174;pi_width;20230555;ENSG00000124207;pooled
0.04;dwrcp;1.6854836448881407;pi_width;20230555;ENSG00000124207;pooled
