penalty;method;value;score;sim;env;training
0.001;rcp;1.0;in_pi;20230539;ENSG00000120948;observational
0.001;dwrcp;0.930750526928621;in_pi;20230539;ENSG00000120948;observational
0.001;rcp;3.2252904321564335;pi_width;20230539;ENSG00000120948;observational
0.001;dwrcp;1.1149524236137447;pi_width;20230539;ENSG00000120948;observational
