penalty;method;value;score;sim;env;training
0.001;rcp;1.0;in_pi;20230557;ENSG00000197780;observational
0.001;dwrcp;0.8571428571428571;in_pi;20230557;ENSG00000197780;observational
0.001;rcp;3.2096364773242154;pi_width;20230557;ENSG00000197780;observational
0.001;dwrcp;1.2468907051285898;pi_width;20230557;ENSG00000197780;observational
