penalty;method;value;score;sim;env;training
0.025;rcp;1.0;in_pi;20230564;ENSG00000174243;observational
0.025;dwrcp;0.9345238095238095;in_pi;20230564;ENSG00000174243;observational
0.025;rcp;3.240315509082098;pi_width;20230564;ENSG00000174243;observational
0.025;dwrcp;1.540630519599953;pi_width;20230564;ENSG00000174243;observational
