penalty;method;value;score;sim;env;training
0.001;rcp;1.0;in_pi;20230542;ENSG00000174780;pooled
0.001;dwrcp;0.95;in_pi;20230542;ENSG00000174780;pooled
0.001;rcp;3.643778103999261;pi_width;20230542;ENSG00000174780;pooled
0.001;dwrcp;2.3761699077254943;pi_width;20230542;ENSG00000174780;pooled
