penalty;method;value;score;sim;env;training
0.001;rcp;0.9978813559322034;in_pi;20230568;ENSG00000152253;pooled
0.001;dwrcp;0.8709325609668883;in_pi;20230568;ENSG00000152253;pooled
0.001;rcp;3.5651911371582754;pi_width;20230568;ENSG00000152253;pooled
0.001;dwrcp;1.7821379626357512;pi_width;20230568;ENSG00000152253;pooled
