lambda,test_mse
34,0.19182992
34,0.282166868
34,0.114788078
34,0.197261825
34,0.234484211
35,0.196283489
35,0.53289479
35,0.207705513
35,0.203206435
35,0.784709454
35,0.215043887
35,0.120535314
35,0.509620607
35,0.267790854
35,0.361815572
35,0.113964789
35,0.255758643
35,0.450385153
35,0.222500816
35,0.155240491
35,0.120268181
35,0.502547503
35,0.323245525
35,0.379459411
35,0.266885668
35,0.22365275
35,0.439974278
35,0.367390841
35,0.147136375
35,0.251557767
35,0.402878851
35,0.149370953
35,0.257047445
35,0.121035598
35,0.115540646
35,0.119034559
35,0.133737475
35,0.143058151
35,0.112140305
35,0.566439033
35,0.162247479
35,0.182606906
35,0.507357299
35,0.307005525
35,0.111749798
35,0.476582915
35,0.336583793
35,0.158741117
35,0.367699325
35,0.127857581
35,0.190953538
35,0.291752368
35,0.1145055
35,0.195136502
35,0.24373287
36,0.196074858
36,0.536933243
36,0.206070602
36,0.198723421
36,0.857911646
36,0.219792485
36,0.120615937
36,0.502835274
36,0.278707832
36,0.35592255
36,0.114570454
36,0.258486539
36,0.453145653
36,0.219003841
36,0.152460411
36,0.116424024
36,0.496764779
36,0.319557101
36,0.377485573
36,0.278578967
36,0.222878188
36,0.457212508
36,0.386344343
36,0.146051258
36,0.265231669
36,0.429934412
36,0.149770647
36,0.265950888
36,0.119330645
36,0.117859654
36,0.117353186
36,0.131930038
36,0.142710045
36,0.114299685
36,0.574718475
36,0.160051882
36,0.188882157
36,0.52296561
36,0.306665957
36,0.111799896
36,0.478248894
36,0.338070929
36,0.154701278
36,0.386835486
36,0.12778841
36,0.197569504
36,0.293897152
36,0.114316292
36,0.193738744
36,0.246061772
37,0.19104521
37,0.547238827
37,0.223800167
37,0.195688188
37,0.826621056
37,0.229771763
37,0.123523898
37,0.5270226
37,0.278220952
37,0.374275565
37,0.114585273
37,0.256210536
37,0.460743695
37,0.221317872
37,0.155572623
37,0.116759241
37,0.517274857
37,0.326284438
37,0.37805742
37,0.286582083
37,0.233427778
37,0.499581486
37,0.392795712
37,0.150235802
37,0.262936771
37,0.482085824
37,0.149717554
37,0.264723063
37,0.11801286
37,0.115291104
37,0.119232252
37,0.132206082
37,0.144812495
37,0.113625042
37,0.610853195
37,0.159741431
37,0.191137299
37,0.538986921
37,0.309718966
37,0.111284256
37,0.476908028
37,0.337738663
37,0.158824787
37,0.382557243
37,0.128698379
37,0.185800433
37,0.300808191
37,0.112003215
37,0.195740208
37,0.247568458
38,0.179391012
38,0.501460433
38,0.204224408
38,0.206925735
38,0.774014771
38,0.224067733
38,0.12603882
38,0.45036751
38,0.239509434
38,0.340507984
38,0.115314484
38,0.243179634
38,0.452629447
38,0.240878686
38,0.152324185
38,0.117025599
38,0.484519601
38,0.29515326
38,0.346318752
38,0.255150795
38,0.206366703
38,0.417280555
38,0.350371718
38,0.159224987
38,0.239435926
38,0.390726447
38,0.155497789
38,0.249710172
38,0.118609674
38,0.122599266
38,0.114102051
38,0.138104796
38,0.139150798
38,0.114546984
38,0.516354144
38,0.168290913
38,0.189650357
38,0.466969013
38,0.310143888
38,0.113309987
38,0.445364177
38,0.328789741
38,0.154324606
38,0.355975479
38,0.131463319
38,0.180280983
38,0.284892052
38,0.116929471
38,0.203809932
38,0.236553565
39,0.19566676
39,0.555964172
39,0.215493992
39,0.198725417
39,0.777426064
39,0.221351653
39,0.121811703
39,0.52172488
39,0.270212442
39,0.367106348
39,0.113420956
39,0.25746575
39,0.448580742
39,0.219775707
39,0.152919814
39,0.119637474
39,0.516844332
39,0.326790214
39,0.382280588
39,0.277259052
39,0.232324094
39,0.4797346
39,0.393716842
39,0.146767139
39,0.262609899
39,0.453035533
39,0.14869079
39,0.247225478
39,0.1188327
39,0.116369769
39,0.116016023
39,0.133112416
39,0.140161797
39,0.112579256
39,0.596502364
39,0.161897257
39,0.185918629
39,0.528351247
39,0.307167619
39,0.110737562
39,0.485311836
39,0.338184655
39,0.156590685
39,0.363041192
39,0.128109321
39,0.191249073
39,0.291790575
39,0.114679821
39,0.191135585
39,0.245919302
40,0.199080542
40,0.562375546
40,0.224128723
40,0.196708247
40,0.871141732
40,0.225046471
40,0.124044895
40,0.539614022
40,0.276149184
40,0.369330287
40,0.114091039
40,0.25835368
40,0.468723387
40,0.220809847
40,0.154527247
40,0.116885498
40,0.512731493
40,0.331964165
40,0.37661615
40,0.300265253
40,0.234802127
40,0.48336947
40,0.409871072
40,0.148569494
40,0.269609511
40,0.454719335
40,0.14851588
40,0.276697278
40,0.117737539
40,0.115398034
40,0.118021175
40,0.133691862
40,0.143031895
40,0.112934314
40,0.625782371
40,0.165390357
40,0.192001224
40,0.541908383
40,0.300627857
40,0.110936172
40,0.474586904
40,0.338196427
40,0.158451736
40,0.383131325
40,0.12798585
40,0.199467361
40,0.302913487
40,0.112739645
40,0.195621267
40,0.247100145
41,0.18431288
41,0.525937557
41,0.200797692
41,0.198588639
41,0.760193288
41,0.220961854
41,0.127660304
41,0.490789562
41,0.246598825
41,0.345870852
41,0.114202924
41,0.24345243
41,0.439589739
41,0.23580125
41,0.153301209
41,0.119146906
41,0.493088543
41,0.317915946
41,0.360189527
41,0.269893289
41,0.216245383
41,0.465251446
41,0.383957803
41,0.149115458
41,0.259790659
41,0.431666583
41,0.15012528
41,0.247337118
41,0.121580981
41,0.120695792
41,0.113171265
41,0.138260767
41,0.140762612
41,0.112703815
41,0.567984462
41,0.167066321
41,0.186457187
41,0.502060533
41,0.308578998
41,0.113879777
41,0.458978415
41,0.334893912
41,0.154555351
41,0.360048562
41,0.131357372
41,0.186115533
41,0.283802569
41,0.117153436
41,0.201738685
41,0.238444895
42,0.185939983
42,0.524992824
42,0.20965378
42,0.201563314
42,0.782513916
42,0.219969079
42,0.121935636
42,0.481922388
42,0.247893885
42,0.348616213
42,0.115637533
42,0.255256742
42,0.454987258
42,0.229267538
42,0.149518654
42,0.116001979
42,0.489549816
42,0.307528704
42,0.36582759
42,0.265441626
42,0.216460183
42,0.438514501
42,0.370391369
42,0.154170856
42,0.243862003
42,0.416129917
42,0.151236773
42,0.260805011
42,0.122207791
42,0.117859088
42,0.114651121
42,0.135460377
42,0.142456397
42,0.113393635
42,0.562399805
42,0.161743805
42,0.19137983
42,0.496134907
42,0.311793268
42,0.112414174
42,0.469008148
42,0.331001252
42,0.153217643
42,0.347228527
42,0.130669415
42,0.190855667
42,0.282266587
42,0.115970366
42,0.202281415
42,0.233930558
43,0.194305047
43,0.530013978
43,0.210003808
43,0.201272532
43,0.770236075
43,0.221592978
43,0.126235262
43,0.504697621
43,0.253670245
43,0.352009624
43,0.11240904
43,0.251462311
43,0.447902292
43,0.226976514
43,0.149811953
43,0.120897084
43,0.481852174
43,0.312875777
43,0.366940856
43,0.267263681
43,0.228937194
43,0.464099377
43,0.357754081
43,0.15297173
43,0.253523082
43,0.437957257
43,0.151617199
43,0.252748787
43,0.121043347
43,0.117305458
43,0.114733368
43,0.1349231
43,0.141845107
43,0.111015774
43,0.567954242
43,0.161281511
43,0.187124416
43,0.504670858
43,0.31055069
43,0.109219573
43,0.479541868
43,0.336850703
43,0.1531315
43,0.374628872
43,0.12826179
43,0.187691793
43,0.276249051
43,0.114494979
43,0.198498815
43,0.245963678
44,0.208227813
44,0.529875219
44,0.210025653
44,0.201279551
44,0.805306673
44,0.218951285
44,0.120610811
44,0.495141745
44,0.253507346
44,0.359861314
44,0.112750664
44,0.257830262
44,0.458180547
44,0.230665728
44,0.148112744
44,0.119393103
44,0.503469408
44,0.312747151
44,0.362606138
44,0.262489438
44,0.229507864
44,0.450635642
44,0.365623325
44,0.147996262
44,0.247707441
44,0.426452398
44,0.149915859
44,0.257194936
44,0.120201886
44,0.118019812
44,0.115469024
44,0.135371923
44,0.146269649
44,0.111858383
44,0.561408043
44,0.165326625
44,0.194935545
44,0.503730476
44,0.306726813
44,0.112109475
44,0.470767826
44,0.334395796
44,0.163339674
44,0.36697486
44,0.127437279
44,0.19600679
44,0.283608317
44,0.117034964
44,0.198483825
44,0.238145202
45,0.18756716
45,0.534499109
45,0.204159781
45,0.198901907
45,0.761741102
45,0.220704153
45,0.129794195
45,0.50401634
45,0.25350529
45,0.351588964
45,0.114896603
45,0.25658682
45,0.448762238
45,0.227269679
45,0.154782787
45,0.120936126
45,0.498821139
45,0.319390684
45,0.376124501
45,0.275770664
45,0.217636585
45,0.443620175
45,0.37706089
45,0.148019567
45,0.264158219
45,0.400843024
45,0.150719389
45,0.249814868
45,0.117568769
45,0.117890261
45,0.113101438
45,0.138211653
45,0.143612415
45,0.112420022
45,0.574006796
45,0.163481325
45,0.192769125
45,0.510476649
45,0.310244083
45,0.11174725
45,0.482956558
45,0.33636713
45,0.152994901
45,0.383415103
45,0.130775735
45,0.186297998
45,0.289521068
45,0.11238008
45,0.198082238
45,0.238499761
46,0.191623703
46,0.533598542
46,0.201189145
46,0.199182063
46,0.765910745
46,0.227961183
46,0.122452825
46,0.501075208
46,0.257914633
46,0.358896047
46,0.114660136
46,0.253017008
46,0.455574989
46,0.226936519
46,0.153252006
46,0.117690429
46,0.482814252
46,0.311942041
46,0.362376392
46,0.260647207
46,0.221911207
46,0.459945768
46,0.372800529
46,0.151655763
46,0.242808327
46,0.419408947
46,0.150426403
46,0.250936598
46,0.120499335
46,0.11724402
46,0.11311575
46,0.135202661
46,0.140630931
46,0.113550171
46,0.565056682
46,0.16309686
46,0.189885661
46,0.504555345
46,0.309434891
46,0.111702502
46,0.478081793
46,0.334544271
46,0.153224632
46,0.35436511
46,0.129040316
46,0.18790628
46,0.290393203
46,0.115793817
46,0.197015986
46,0.2398974
47,0.173345089
47,0.517212033
47,0.195842177
47,0.203012198
47,0.766895235
47,0.22159791
47,0.125912011
47,0.497654527
47,0.253911167
47,0.342581213
47,0.116500802
47,0.25439921
47,0.439904183
47,0.235627636
47,0.154552668
47,0.118036531
47,0.502889037
47,0.313198686
47,0.360986888
47,0.27425766
47,0.209419996
47,0.447159082
47,0.380470246
47,0.153669417
47,0.255911767
47,0.418084234
47,0.151762053
47,0.246753171
47,0.118137829
47,0.120739952
47,0.112127893
47,0.139071211
47,0.138727546
47,0.114815779
47,0.577162921
47,0.163495421
47,0.196587235
47,0.497665614
47,0.311088383
47,0.116258405
47,0.451102018
47,0.334863067
47,0.152828082
47,0.363179117
47,0.132353976
47,0.175484464
47,0.29334408
47,0.117320552
47,0.205951661
47,0.239069611
48,0.180535555
48,0.533469975
48,0.205053493
48,0.204038292
48,0.732487917
48,0.225614026
48,0.129745573
48,0.509586751
48,0.257821143
48,0.346328348
48,0.117960632
48,0.254518956
48,0.438976765
48,0.230164915
48,0.157007515
48,0.117557071
48,0.493951946
48,0.315311342
48,0.379841566
48,0.25991109
48,0.213816226
48,0.472099513
48,0.370599598
48,0.154060066
48,0.243815809
48,0.445355892
48,0.153514728
48,0.253005266
48,0.116506137
48,0.120136194
48,0.113002047
48,0.13736859
48,0.140753552
48,0.116503403
48,0.590504408
48,0.16670455
48,0.192599908
48,0.515123844
48,0.315720826
48,0.114967681
48,0.446755171
48,0.336098313
48,0.150191218
48,0.370916277
48,0.134119973
48,0.17754963
48,0.274514556
48,0.112383768
48,0.201965943
48,0.23498188
49,0.177102968
49,0.538781106
49,0.207823798
49,0.197129995
49,0.760517061
49,0.222738922
49,0.126683548
49,0.505463183
49,0.256154269
49,0.357030064
49,0.113991261
49,0.25363031
49,0.455318213
49,0.23003599
49,0.152132809
49,0.116889499
49,0.486704737
49,0.314847767
49,0.378760338
49,0.269086391
49,0.223245293
49,0.462681025
49,0.37550658
49,0.152011558
49,0.252921253
49,0.432131052
49,0.149172053
49,0.249664977
49,0.118118644
49,0.116577849
49,0.115480892
49,0.134610862
49,0.137245625
49,0.11294993
49,0.580463767
49,0.167791978
49,0.181637123
49,0.51360172
49,0.310016155
49,0.11065051
49,0.456947625
49,0.331380725
49,0.152454987
49,0.377637714
49,0.129536942
49,0.174523294
49,0.283883572
49,0.113062158
49,0.196322978
49,0.239247277
50,0.194476157
50,0.550162494
50,0.208813399
50,0.198320672
50,0.812086046
50,0.231201768
50,0.125220254
50,0.515971303
50,0.263023704
50,0.360937446
50,0.114918359
50,0.263841063
50,0.456475258
50,0.221887141
50,0.152967557
50,0.11910747
50,0.523316622
50,0.321202636
50,0.375038683
50,0.289846718
50,0.222353667
50,0.487135798
50,0.400284916
50,0.14945142
50,0.274774611
50,0.452475637
50,0.149109766
50,0.268687129
50,0.117099375
50,0.119323492
50,0.113756649
50,0.135350227
50,0.141256452
50,0.113495849
50,0.5858832
50,0.161540732
50,0.195022717
50,0.522413015
50,0.308785439
50,0.110561423
50,0.492506057
50,0.331212848
50,0.158403516
50,0.370488971
50,0.129869685
50,0.184585989
50,0.296902776
50,0.113757551
50,0.192841426
50,0.249835938
51,0.185617566
51,0.517734706
51,0.203078359
51,0.200492457
51,0.715963125
51,0.221332446
51,0.125992805
51,0.474740714
51,0.242090777
51,0.343855053
51,0.115377761
51,0.246246547
51,0.43299821
51,0.232272089
51,0.15158394
51,0.117210805
51,0.481617004
51,0.309430629
51,0.359743774
51,0.260855824
51,0.217299983
51,0.451106399
51,0.356852382
51,0.153473645
51,0.248618767
51,0.412745535
51,0.152454838
51,0.23921667
51,0.117405578
51,0.119846366
51,0.11178685
51,0.139505744
51,0.141086459
51,0.115021721
51,0.550141096
51,0.166960344
51,0.191979587
51,0.483656943
51,0.31871143
51,0.114067346
51,0.458921313
51,0.332195312
51,0.15213275
51,0.351221591
51,0.133143708
51,0.182465568
51,0.27597627
51,0.117108919
51,0.204299659
51,0.233431473
52,0.183773503
52,0.528719842
52,0.203778565
52,0.202435642
52,0.738616586
52,0.226730034
52,0.12665385
52,0.498557597
52,0.244508415
52,0.349893808
52,0.116889454
52,0.249350801
52,0.440462768
52,0.231228828
52,0.152748063
52,0.117055364
52,0.473611563
52,0.308079243
52,0.36434868
52,0.263129026
52,0.217660338
52,0.476772577
52,0.357740194
52,0.153031245
52,0.246950775
52,0.441996962
52,0.151071459
52,0.24347657
52,0.122260898
52,0.118608177
52,0.113143511
52,0.139237851
52,0.13892594
52,0.116292648
52,0.570945084
52,0.164104015
52,0.198658481
52,0.50472647
52,0.315777451
52,0.114139117
52,0.454582632
52,0.335727811
52,0.154719219
52,0.35700348
52,0.133235753
52,0.179893285
52,0.271816462
52,0.113232762
52,0.202468276
52,0.236466497
53,0.188565001
53,0.544805408
53,0.201120093
53,0.19741115
53,0.762398839
53,0.236382768
53,0.12649712
53,0.509904385
53,0.256774127
53,0.351376176
53,0.114554361
53,0.253639579
53,0.442111403
53,0.225495875
53,0.153459862
53,0.118317872
53,0.496542454
53,0.315365553
53,0.372427821
53,0.280219227
53,0.220661789
53,0.490552902
53,0.39518863
53,0.14784649
53,0.261844218
53,0.465917647
53,0.148612559
53,0.257676601
53,0.118707322
53,0.115592003
53,0.112453923
53,0.137648448
53,0.140186116
53,0.115503728
53,0.593568385
53,0.154830888
53,0.188791633
53,0.524070084
53,0.312005073
53,0.111282423
53,0.463616341
53,0.332640022
53,0.150851563
53,0.368001729
53,0.131513894
53,0.178568631
53,0.287019163
53,0.113148905
53,0.195432171
53,0.238731086
54,0.181260392
54,0.525611401
54,0.201369017
54,0.202661157
54,0.757003188
54,0.227463573
54,0.1233906
54,0.492410898
54,0.249774933
54,0.351402134
54,0.11369729
54,0.245920062
54,0.439091623
54,0.227903724
54,0.150224432
54,0.118010968
54,0.487984598
54,0.303635567
54,0.350526392
54,0.278071284
54,0.217001393
54,0.456583709
54,0.394585162
54,0.152163059
54,0.25258106
54,0.429751098
54,0.149397656
54,0.243283749
54,0.116967902
54,0.116375923
54,0.11284861
54,0.136273921
54,0.138713509
54,0.113563217
54,0.560401976
54,0.166931868
54,0.203600287
54,0.506360412
54,0.311353296
54,0.111926079
54,0.458702713
54,0.329021245
54,0.150950044
54,0.350643575
54,0.13164562
54,0.179112434
54,0.285019547
54,0.114514604
54,0.195513636
54,0.23383908
55,0.187395573
55,0.531064153
55,0.21144551
55,0.19859007
55,0.732064724
55,0.232464224
55,0.128401309
55,0.492253572
55,0.256172627
55,0.339548647
55,0.116841957
55,0.250607669
55,0.438929439
55,0.228066653
55,0.152037203
55,0.117071815
55,0.471982241
55,0.313435435
55,0.366442472
55,0.254166275
55,0.221201479
55,0.461425543
55,0.35232538
55,0.150957763
55,0.233625233
55,0.433505177
55,0.153402433
55,0.251233935
55,0.119939119
55,0.117851019
55,0.10915754
55,0.138940364
55,0.14177838
55,0.116276838
55,0.577741683
55,0.165911809
55,0.193973988
55,0.509703457
55,0.314984381
55,0.114129364
55,0.443727463
55,0.33630994
55,0.151760966
55,0.360810906
55,0.133551493
55,0.185101658
55,0.2629776
55,0.1136702
55,0.198859647
55,0.231612563
56,0.189268336
56,0.550340354
56,0.211160511
56,0.199469909
56,0.788092732
56,0.239476353
56,0.12403594
56,0.528026104
56,0.252863944
56,0.35503459
56,0.114059068
56,0.256621093
56,0.439324588
56,0.224780411
56,0.154460281
56,0.117669068
56,0.483602345
56,0.328849554
56,0.385346651
56,0.266475707
56,0.223878041
56,0.493286043
56,0.366557956
56,0.149220735
56,0.246088311
56,0.471036345
56,0.14768751
56,0.264378011
56,0.119263597
56,0.119064413
56,0.113120817
56,0.135710388
56,0.142382473
56,0.114609547
56,0.605902851
56,0.1653772
56,0.199814439
56,0.535268784
56,0.310255408
56,0.111726522
56,0.469678372
56,0.33758074
56,0.155082405
56,0.363383055
56,0.130052119
56,0.181608573
56,0.283176005
56,0.109141797
56,0.19964771
56,0.248392135
57,0.186743468
57,0.542065024
57,0.210684791
57,0.201632202
57,0.809725821
57,0.231007636
57,0.127063468
57,0.51747179
57,0.253710747
57,0.363646805
57,0.115474343
57,0.256007761
57,0.437402844
57,0.230355084
57,0.155590624
57,0.120343395
57,0.503127337
57,0.311646014
57,0.361977369
57,0.279362261
57,0.224264309
57,0.463387907
57,0.371000737
57,0.153555095
57,0.258495659
57,0.444885224
57,0.151313141
57,0.268814921
57,0.119805992
57,0.115387902
57,0.112089053
57,0.137355849
57,0.141091436
57,0.115404293
57,0.592969179
57,0.161600456
57,0.203420877
57,0.520637453
57,0.315799952
57,0.111998402
57,0.464812905
57,0.332573831
57,0.149759635
57,0.364534497
57,0.132836521
57,0.185406387
57,0.29100436
57,0.113862328
57,0.202129886
57,0.236604229
58,0.180365995
58,0.517598152
58,0.203061759
58,0.200752765
58,0.769051194
58,0.229807258
58,0.128424242
58,0.489513636
58,0.23843725
58,0.33378014
58,0.114671081
58,0.24074018
58,0.435665905
58,0.233999476
58,0.154644251
58,0.118721247
58,0.485011458
58,0.301717907
58,0.347985119
58,0.278470486
58,0.207756355
58,0.455529273
58,0.384682894
58,0.155296057
58,0.260717362
58,0.427108854
58,0.152805701
58,0.249099389
58,0.119192749
58,0.119441211
58,0.111323722
58,0.139722914
58,0.138431758
58,0.114262544
58,0.565613806
58,0.162396461
58,0.192305118
58,0.498191088
58,0.317562073
58,0.11370977
58,0.446086943
58,0.331403524
58,0.153689295
58,0.357547969
58,0.131203339
58,0.180740908
58,0.282580525
58,0.117542669
58,0.201929286
58,0.228685871
59,0.178544104
59,0.521610916
59,0.198746458
59,0.206329212
59,0.678851902
59,0.231706411
59,0.127620324
59,0.480540246
59,0.236465082
59,0.337462515
59,0.11506179
59,0.242012873
59,0.428945959
59,0.234437719
59,0.149525851
59,0.117447019
59,0.452057004
59,0.298645407
59,0.365323901
59,0.241444781
59,0.210822597
59,0.452237397
59,0.321612269
59,0.155744821
59,0.221899956
59,0.421811491
59,0.154278755
59,0.243183479
59,0.119021744
59,0.119857095
59,0.110537313
59,0.139830649
59,0.13965112
59,0.115329958
59,0.547543466
59,0.168763503
59,0.190524355
59,0.492728293
59,0.321746498
59,0.113663942
59,0.431167573
59,0.329986125
59,0.150678486
59,0.339183718
59,0.13366881
59,0.173676088
59,0.266591698
59,0.11340531
59,0.203350425
59,0.226685017
60,0.1793385
60,0.510758102
60,0.198447511
60,0.20815441
60,0.790689945
60,0.239322498
60,0.131563216
60,0.481380016
60,0.242984742
60,0.34567824
60,0.118327454
60,0.24155274
60,0.44763422
60,0.239822179
60,0.153118953
60,0.118172832
60,0.50044477
60,0.30483982
60,0.353786051
60,0.270936519
60,0.211394146
60,0.435459405
60,0.382214755
60,0.159354523
60,0.250685602
60,0.419882417
60,0.155058429
60,0.255694419
60,0.121400796
60,0.118809327
60,0.110525668
60,0.142158329
60,0.13907738
60,0.118842691
60,0.558759212
60,0.16274859
60,0.198154032
60,0.484604716
60,0.317338437
60,0.114715941
60,0.452406377
60,0.336965352
60,0.155416757
60,0.363723546
60,0.135859743
60,0.170998618
60,0.292090923
60,0.113459341
60,0.207737029
60,0.237961292
61,0.178500682
61,0.518004417
61,0.206643671
61,0.205059335
61,0.734741032
61,0.226848781
61,0.13041155
61,0.488476664
61,0.24228853
61,0.333419859
61,0.117628187
61,0.242351428
61,0.441299826
61,0.232368767
61,0.150644317
61,0.115774065
61,0.456793994
61,0.302538663
61,0.347230732
61,0.248250797
61,0.217482775
61,0.466514438
61,0.340732366
61,0.156578168
61,0.234571546
61,0.445348561
61,0.151583925
61,0.247390553
61,0.117273308
61,0.11922624
61,0.110724047
61,0.139072657
61,0.138499334
61,0.116237208
61,0.562543094
61,0.164566666
61,0.193704769
61,0.499547511
61,0.315187573
61,0.115554787
61,0.440874398
61,0.336705983
61,0.150118381
61,0.356469363
61,0.134858683
61,0.177957028
61,0.271642089
61,0.112379268
61,0.206434041
61,0.229345277
62,0.183810592
62,0.524591386
62,0.197829574
62,0.207862273
62,0.724440038
62,0.242093682
62,0.131184876
62,0.496889293
62,0.237787142
62,0.343697578
62,0.116303273
62,0.25193879
62,0.431611776
62,0.234145164
62,0.150312901
62,0.118750885
62,0.485153109
62,0.299439192
62,0.354091674
62,0.24883309
62,0.216854274
62,0.455606252
62,0.368912816
62,0.158470854
62,0.243223891
62,0.430956274
62,0.15236105
62,0.243539542
62,0.118769012
62,0.121534362
62,0.108352095
62,0.140427083
62,0.14018479
62,0.117571451
62,0.559936225
62,0.165023327
62,0.199406534
62,0.494568497
62,0.317312002
62,0.114010245
62,0.453064591
62,0.336186767
62,0.144692883
62,0.353056669
62,0.136242211
62,0.179505199
62,0.270776033
62,0.114135928
62,0.205601782
62,0.230903193
63,0.177349046
63,0.540984929
63,0.204993442
63,0.198089018
63,0.73907584
63,0.224905685
63,0.127804652
63,0.515297294
63,0.24315995
63,0.347747236
63,0.115775727
63,0.248472735
63,0.445153266
63,0.224652782
63,0.152937874
63,0.115876518
63,0.470208019
63,0.316478491
63,0.360415965
63,0.259162307
63,0.220381781
63,0.481132895
63,0.345051646
63,0.149498627
63,0.244263142
63,0.468277812
63,0.150271207
63,0.2520473
63,0.117980175
63,0.115319565
63,0.111212492
63,0.138473019
63,0.137112215
63,0.116295278
63,0.592099607
63,0.16518189
63,0.191800714
63,0.517134011
63,0.313774854
63,0.112624332
63,0.449620843
63,0.333364159
63,0.148717001
63,0.367550999
63,0.131959975
63,0.178555325
63,0.276832014
63,0.112120032
63,0.195911258
63,0.229907423
64,0.190326378
64,0.545157075
64,0.211229265
64,0.203032762
64,0.796831667
64,0.2320939
64,0.128786162
64,0.522048891
64,0.245999873
64,0.359185278
64,0.116002351
64,0.251250654
64,0.44440183
64,0.228574246
64,0.15839307
64,0.118666276
64,0.49642083
64,0.307444721
64,0.360938102
64,0.281296521
64,0.22382538
64,0.473974764
64,0.395296633
64,0.152544275
64,0.26366064
64,0.459106833
64,0.152732104
64,0.247105643
64,0.117603302
64,0.118831597
64,0.110725991
64,0.137364209
64,0.142717913
64,0.116346061
64,0.594082773
64,0.163337842
64,0.189453155
64,0.515212595
64,0.313658923
64,0.112721868
64,0.461496323
64,0.332968265
64,0.152546763
64,0.381734699
64,0.133786172
64,0.185236663
64,0.294835001
64,0.11389152
64,0.199394777
64,0.242395103
65,0.19472681
65,0.533733606
65,0.208137721
65,0.202386916
65,0.755584478
65,0.232499227
65,0.127974257
65,0.498537242
65,0.247706994
65,0.342785299
65,0.115878828
65,0.246917799
65,0.437330186
65,0.230857864
65,0.150791645
65,0.117549524
65,0.493540972
65,0.307395309
65,0.361416817
65,0.270939469
65,0.224829465
65,0.480929047
65,0.379348636
65,0.154232219
65,0.252415121
65,0.469706684
65,0.153296545
65,0.249577284
65,0.119982071
65,0.1204831
65,0.109285213
65,0.140706778
65,0.140332222
65,0.115796678
65,0.575606287
65,0.166305825
65,0.202342078
65,0.513876259
65,0.316464156
65,0.113039747
65,0.45683679
65,0.327417225
65,0.156955019
65,0.370990127
65,0.134187385
65,0.185343087
65,0.286681712
65,0.115117528
65,0.201118767
65,0.232972309
66,0.173845068
66,0.532142937
66,0.195863336
66,0.202940673
66,0.782010198
66,0.232216135
66,0.130627617
66,0.489512026
66,0.25577119
66,0.339209408
66,0.117243133
66,0.252598584
66,0.434096634
66,0.231933802
66,0.15375042
66,0.117083482
66,0.459667623
66,0.307528913
66,0.360198021
66,0.276030332
66,0.210894063
66,0.465364367
66,0.365342736
66,0.152029634
66,0.256987453
66,0.423696667
66,0.151345059
66,0.256456703
66,0.118129149
66,0.117197059
66,0.109139435
66,0.139803812
66,0.141332373
66,0.117654972
66,0.561776459
66,0.166314751
66,0.195232496
66,0.503566325
66,0.315008104
66,0.114436343
66,0.463349015
66,0.331249356
66,0.150923103
66,0.349883616
66,0.135074377
66,0.174468249
66,0.27742222
66,0.110255487
66,0.200256512
66,0.244436815
67,0.180469379
67,0.539952159
67,0.20638068
67,0.201975808
67,0.807920992
67,0.234355897
67,0.131396607
67,0.510667086
67,0.240702987
67,0.346504778
67,0.11650607
67,0.245903149
67,0.43364051
67,0.233503357
67,0.154372126
67,0.116533406
67,0.497652918
67,0.312172353
67,0.362918407
67,0.28395161
67,0.21820499
67,0.485251486
67,0.423749834
67,0.153405949
67,0.267516464
67,0.473485172
67,0.150176674
67,0.262171894
67,0.119459078
67,0.119116597
67,0.108693756
67,0.139736652
67,0.138297543
67,0.115862608
67,0.586277127
67,0.171248436
67,0.196124062
67,0.517928779
67,0.319832414
67,0.113333389
67,0.461420149
67,0.334835768
67,0.153099537
67,0.365672141
67,0.134653315
67,0.181012899
67,0.288114041
67,0.116048865
67,0.203142658
67,0.23446466
68,0.17351076
68,0.530411124
68,0.206007138
68,0.202345401
68,0.719790936
68,0.232671782
68,0.132583708
68,0.503834188
68,0.245422795
68,0.352189243
68,0.118341766
68,0.246988922
68,0.440320134
68,0.231348261
68,0.157818362
68,0.118114308
68,0.476474822
68,0.306441247
68,0.360202134
68,0.261938721
68,0.217295527
68,0.476315916
68,0.365985453
68,0.15489918
68,0.246098623
68,0.466766477
68,0.151780292
68,0.255302578
68,0.120157652
68,0.120570384
68,0.111040853
68,0.138428792
68,0.139952302
68,0.118628174
68,0.58298564
68,0.163016275
68,0.198019207
68,0.510310531
68,0.318957686
68,0.113572024
68,0.444150418
68,0.334043384
68,0.149365887
68,0.357689917
68,0.134046316
68,0.176522508
68,0.268598974
68,0.110835813
68,0.205736682
68,0.229967505
69,0.175739005
69,0.518853307
69,0.196623459
69,0.204936564
69,0.738006949
69,0.243067294
69,0.1337329
69,0.489784807
69,0.244605646
69,0.335761666
69,0.11797113
69,0.24521333
69,0.430828542
69,0.240808129
69,0.151377097
69,0.118142486
69,0.465997875
69,0.300696731
69,0.35582
69,0.265181124
69,0.213010281
69,0.475301862
69,0.362632096
69,0.159138203
69,0.247713879
69,0.451304704
69,0.1515259
69,0.244299114
69,0.117909051
69,0.121151894
69,0.108153768
69,0.142541915
69,0.140140012
69,0.118858136
69,0.568918467
69,0.17175664
69,0.207611874
69,0.501417279
69,0.320137441
69,0.11509452
69,0.430902451
69,0.331069171
69,0.149005145
69,0.347874939
