lambda,test_mse
17,0.110636592
17,0.531793773
17,0.337286264
17,0.178808033
17,0.392173707
17,0.122016594
17,0.214274436
17,0.311629623
17,0.111122556
17,0.188696951
17,0.261995077
18,0.208997324
18,0.528682232
18,0.208825141
18,0.19738549
18,0.734759986
18,0.206652537
18,0.116474822
18,0.47248432
18,0.251297981
18,0.355677307
18,0.114966586
18,0.251067579
18,0.468711674
18,0.224348128
18,0.15441449
18,0.124038294
18,0.493398368
18,0.32132411
18,0.373753339
18,0.257982463
18,0.223141506
18,0.451241016
18,0.352767676
18,0.143865794
18,0.251521558
18,0.390720606
18,0.150023401
18,0.245566875
18,0.119274966
18,0.117817692
18,0.121138901
18,0.131899357
18,0.144855484
18,0.111097045
18,0.533757567
18,0.163001791
18,0.184582412
18,0.495573848
18,0.307252616
18,0.112450704
18,0.484117329
18,0.334534258
18,0.160069317
18,0.347046554
18,0.125559077
18,0.199608296
18,0.289748043
18,0.117220409
18,0.192281619
18,0.247337878
19,0.204417214
19,0.558569193
19,0.220951572
19,0.197371587
19,0.875516236
19,0.21813412
19,0.118687294
19,0.541619003
19,0.275683522
19,0.374676377
19,0.112121105
19,0.261395812
19,0.473385155
19,0.221709207
19,0.153993428
19,0.122408301
19,0.547648668
19,0.336061835
19,0.387540042
19,0.288815737
19,0.233239383
19,0.489340812
19,0.394490927
19,0.142333716
19,0.26773712
19,0.454103053
19,0.148736611
19,0.271157086
19,0.120186083
19,0.117257856
19,0.123886168
19,0.131601572
19,0.14337869
19,0.108366929
19,0.609648049
19,0.168321833
19,0.189361751
19,0.541867435
19,0.300292432
19,0.110743128
19,0.502537787
19,0.335804522
19,0.163197741
19,0.383113384
19,0.123731725
19,0.192385137
19,0.310136199
19,0.112757213
19,0.192935765
19,0.261039495
20,0.198644564
20,0.514427304
20,0.202196792
20,0.20625025
20,0.784971893
20,0.207900882
20,0.121785522
20,0.469311655
20,0.242261872
20,0.348933458
20,0.114020891
20,0.244943947
20,0.458684415
20,0.232689485
20,0.155087605
20,0.126889214
20,0.511286855
20,0.316836655
20,0.357946068
20,0.272218645
20,0.218757898
20,0.418257564
20,0.391017884
20,0.154794499
20,0.268020928
20,0.375253856
20,0.15451239
20,0.238407135
20,0.120290063
20,0.120933145
20,0.119820617
20,0.138842449
20,0.144933835
20,0.112205908
20,0.5262236
20,0.170027554
20,0.182311594
20,0.471869737
20,0.314301044
20,0.112818874
20,0.485425234
20,0.336680114
20,0.168106496
20,0.360409975
20,0.129589304
20,0.200340599
20,0.295025766
20,0.121269517
20,0.203391686
20,0.240388602
21,0.219215527
21,0.574886501
21,0.227990091
21,0.191562459
21,0.849692464
21,0.213921726
21,0.116485514
21,0.564710379
21,0.293509215
21,0.398221284
21,0.115801737
21,0.274074018
21,0.464635968
21,0.220481306
21,0.158554465
21,0.121385843
21,0.567596257
21,0.336795419
21,0.397863507
21,0.310502917
21,0.240086734
21,0.518551707
21,0.454672217
21,0.144163191
21,0.295612097
21,0.508475602
21,0.145691246
21,0.271540284
21,0.117788784
21,0.116099343
21,0.124769352
21,0.131587654
21,0.146958217
21,0.110297911
21,0.638431609
21,0.160411835
21,0.181082323
21,0.559088945
21,0.297677368
21,0.112748206
21,0.510771334
21,0.337461263
21,0.167762488
21,0.398721576
21,0.125106916
21,0.203835189
21,0.323840261
21,0.11328952
21,0.192956358
21,0.253115535
22,0.207649112
22,0.555365801
22,0.224277332
22,0.196548969
22,0.805287182
22,0.221487477
22,0.11458686
22,0.497094244
22,0.277266741
22,0.37751016
22,0.115610033
22,0.260813028
22,0.463114262
22,0.215279594
22,0.154570103
22,0.119007431
22,0.522469342
22,0.332679421
22,0.394569695
22,0.273251593
22,0.240207151
22,0.464736342
22,0.375516653
22,0.141100228
22,0.268289387
22,0.39583984
22,0.151515484
22,0.261849493
22,0.12089707
22,0.116516814
22,0.122858353
22,0.129622981
22,0.148298368
22,0.112975381
22,0.564995646
22,0.160008177
22,0.178594083
22,0.508403361
22,0.30147481
22,0.11128854
22,0.509743273
22,0.333353311
22,0.169551045
22,0.381453156
22,0.126658365
22,0.206710398
22,0.299756408
22,0.109710038
22,0.192497373
22,0.247736484
23,0.213057175
23,0.556437671
23,0.222308323
23,0.191592067
23,0.818569064
23,0.219284698
23,0.120352469
23,0.510507226
23,0.27589646
23,0.367807835
23,0.114404932
23,0.264602065
23,0.467666
23,0.214240074
23,0.151888683
23,0.122310445
23,0.50657469
23,0.327032
23,0.390847266
23,0.25347659
23,0.240521178
23,0.469731122
23,0.342908978
23,0.147109136
23,0.254071683
23,0.418719351
23,0.148398057
23,0.259090543
23,0.120088726
23,0.117651597
23,0.123119764
23,0.131537318
23,0.147521928
23,0.111622572
23,0.582225859
23,0.165077493
23,0.191044852
23,0.517095327
23,0.302243888
23,0.11157985
23,0.494906068
23,0.333572358
23,0.162382767
23,0.369408458
23,0.126011401
23,0.211369082
23,0.296481729
23,0.113314584
23,0.190963447
23,0.247174382
24,0.217819139
24,0.569951117
24,0.220749155
24,0.196506083
24,0.852151334
24,0.235162497
24,0.115971915
24,0.546174884
24,0.291697145
24,0.391581625
24,0.115974337
24,0.263333887
24,0.474582881
24,0.215896741
24,0.161804304
24,0.115870953
24,0.541968882
24,0.330831856
24,0.387949377
24,0.291871816
24,0.243301317
24,0.483452141
24,0.395025611
24,0.146861553
24,0.279768169
24,0.449371308
24,0.148061916
24,0.270365864
24,0.121202148
24,0.120330982
24,0.121650234
24,0.132447392
24,0.146254644
24,0.112956539
24,0.615301549
24,0.159798309
24,0.190989539
24,0.540566444
24,0.29834953
24,0.114553422
24,0.509626389
24,0.341329247
24,0.167526513
24,0.388193458
24,0.128203422
24,0.211066514
24,0.310411751
24,0.110153317
24,0.186798856
24,0.256270558
25,0.207736388
25,0.518246353
25,0.208025947
25,0.202959046
25,0.798033297
25,0.217001945
25,0.119910963
25,0.475615412
25,0.248611376
25,0.355947107
25,0.115675554
25,0.247196704
25,0.457857192
25,0.227190778
25,0.153855577
25,0.120218225
25,0.518006504
25,0.321373761
25,0.361516893
25,0.266334146
25,0.222281039
25,0.442692429
25,0.384725183
25,0.15125227
25,0.253998548
25,0.400956511
25,0.152862549
25,0.251991302
25,0.121340171
25,0.120415539
25,0.119535804
25,0.13615033
25,0.144996881
25,0.113706738
25,0.549897969
25,0.161703527
25,0.189680904
25,0.487841755
25,0.302592516
25,0.113412857
25,0.475536495
25,0.337277353
25,0.159970671
25,0.368487626
25,0.1297362
25,0.193815976
25,0.30331552
25,0.114636354
25,0.197817191
25,0.241843492
26,0.208508193
26,0.553069711
26,0.211082846
26,0.197024897
26,0.795986772
26,0.219192252
26,0.114782937
26,0.514044881
26,0.275333256
26,0.364455879
26,0.112667829
26,0.252861589
26,0.466896147
26,0.217632964
26,0.155023053
26,0.115898974
26,0.488847792
26,0.323527575
26,0.386647701
26,0.268892288
26,0.234475374
26,0.481427461
26,0.358167678
26,0.144411653
26,0.253184348
26,0.440866858
26,0.148849189
26,0.262172133
26,0.116852298
26,0.118809454
26,0.1212641
26,0.128298879
26,0.1401342
26,0.110737577
26,0.593318224
26,0.15544264
26,0.17884253
26,0.529345989
26,0.301760405
26,0.1115418
26,0.496275067
26,0.335106194
26,0.163869172
26,0.388094336
26,0.126278177
26,0.202591598
26,0.289574683
26,0.113213472
26,0.191575959
26,0.252773523
27,0.207817405
27,0.575114906
27,0.22157371
27,0.194804683
27,0.842091858
27,0.225448713
27,0.119637221
27,0.526957035
27,0.268989295
27,0.37926501
27,0.112027831
27,0.255547643
27,0.470693827
27,0.214190573
27,0.156686455
27,0.119114362
27,0.51808089
27,0.345863253
27,0.39428246
27,0.283614993
27,0.239572346
27,0.516606927
27,0.380056858
27,0.147432923
27,0.269678026
27,0.474587321
27,0.146727711
27,0.26864481
27,0.117748827
27,0.120901421
27,0.123264052
27,0.131094277
27,0.145466134
27,0.111627258
27,0.612197101
27,0.160888195
27,0.184741721
27,0.54913938
27,0.299107879
27,0.109984875
27,0.507510543
27,0.337357461
27,0.163558275
27,0.375610769
27,0.124459229
27,0.195251957
27,0.30252859
27,0.11352732
27,0.187054887
27,0.252557456
28,0.203908309
28,0.559562087
28,0.21942462
28,0.19404088
28,0.786606491
28,0.223175958
28,0.116135105
28,0.511876285
28,0.263709068
28,0.37752986
28,0.110987648
28,0.254105359
28,0.464888096
28,0.220591724
28,0.153675646
28,0.117571823
28,0.506251991
28,0.334756404
28,0.381258875
28,0.263186127
28,0.235080257
28,0.489401013
28,0.366539478
28,0.145416871
28,0.250905484
28,0.438472807
28,0.148587793
28,0.247066528
28,0.117269024
28,0.118339792
28,0.120423689
28,0.131447375
28,0.144283116
28,0.108596385
28,0.588690758
28,0.159508988
28,0.190296054
28,0.525132716
28,0.306329668
28,0.108505636
28,0.497046262
28,0.331164062
28,0.162227914
28,0.362349182
28,0.124985687
28,0.196536571
28,0.292926043
28,0.112444751
28,0.190227523
28,0.254024476
29,0.209801018
29,0.54156512
29,0.211427197
29,0.198406741
29,0.790105641
29,0.203478977
29,0.118151724
29,0.501991868
29,0.265974522
29,0.37023291
29,0.112459041
29,0.264316529
29,0.465350837
29,0.226399392
29,0.153731823
29,0.119491361
29,0.513385355
29,0.325130433
29,0.380131632
29,0.2728374
29,0.230999857
29,0.453571171
29,0.390684903
29,0.146296948
29,0.265136063
29,0.404385239
29,0.148901939
29,0.251102746
29,0.119814664
29,0.117054962
29,0.12202321
29,0.133077145
29,0.146973267
29,0.109907821
29,0.570670426
29,0.164503813
29,0.176896796
29,0.513639212
29,0.309923291
29,0.110504851
29,0.49360311
29,0.342202991
29,0.158810481
29,0.381849945
29,0.126210049
29,0.196512759
29,0.300801754
29,0.118371099
29,0.194933578
29,0.246961668
30,0.196115226
30,0.535630465
30,0.204651088
30,0.200269952
30,0.776469111
30,0.211392254
30,0.121435016
30,0.492566705
30,0.252941608
30,0.346693665
30,0.111743547
30,0.25270465
30,0.452833623
30,0.225374475
30,0.151334524
30,0.12116456
30,0.495963812
30,0.323348522
30,0.376171738
30,0.262230933
30,0.224772781
30,0.458575159
30,0.351673394
30,0.148905441
30,0.247025102
30,0.412861019
30,0.150194839
30,0.248811394
30,0.122550033
30,0.119851254
30,0.119110011
30,0.133879185
30,0.145389318
30,0.110058382
30,0.553939044
30,0.165263429
30,0.18114996
30,0.504790187
30,0.308961153
30,0.111297697
30,0.478310138
30,0.332199305
30,0.164888531
30,0.361163646
30,0.125279099
30,0.193385631
30,0.285276771
30,0.112657167
30,0.193495631
30,0.236772344
31,0.197146788
31,0.551341712
31,0.216415033
31,0.200499833
31,0.819115222
31,0.203987017
31,0.123000577
31,0.504356265
31,0.245843351
31,0.36477536
31,0.112765469
31,0.251223713
31,0.464105129
31,0.227431953
31,0.152797654
31,0.120136596
31,0.499838918
31,0.320733309
31,0.367114097
31,0.265479982
31,0.227840066
31,0.451848686
31,0.38250187
31,0.149975076
31,0.259116352
31,0.420347989
31,0.15239355
31,0.254714608
31,0.119011834
31,0.120464906
31,0.120005287
31,0.133271992
31,0.140218049
31,0.109984428
31,0.569359362
31,0.168364659
31,0.180844977
31,0.506343722
31,0.306967944
31,0.11060366
31,0.490536511
31,0.331874669
31,0.158364996
31,0.375179797
31,0.125682041
31,0.186294898
31,0.29924655
31,0.116034292
31,0.196914583
31,0.248886541
32,0.211166292
32,0.547316968
32,0.216594115
32,0.198136553
32,0.81306833
32,0.219930962
32,0.121087484
32,0.520947576
32,0.275528342
32,0.369937658
32,0.112340204
32,0.264675915
32,0.475574583
32,0.220162854
32,0.151398808
32,0.1201322
32,0.538907528
32,0.320714414
32,0.376096457
32,0.282255143
32,0.233146459
32,0.486270517
32,0.398954958
32,0.146868795
32,0.279941827
32,0.450237036
32,0.148095682
32,0.255820096
32,0.119350933
32,0.116504371
32,0.120604448
32,0.133113861
32,0.146483421
32,0.110630251
32,0.588913083
32,0.160182998
32,0.189436838
32,0.527349889
32,0.298817307
32,0.110856168
32,0.49075976
32,0.325496405
32,0.160401911
32,0.388086051
32,0.125598758
32,0.191718161
32,0.314751297
32,0.113150783
32,0.188745573
32,0.245361298
33,0.20826517
33,0.541741312
33,0.210377187
33,0.194957942
33,0.837581635
33,0.228664339
33,0.121542208
33,0.512418151
33,0.277896136
33,0.372737527
33,0.115415104
33,0.25914529
33,0.454501897
33,0.2206925
33,0.160021454
33,0.118131891
33,0.526904881
33,0.320655495
33,0.386708736
33,0.28596884
33,0.231575415
33,0.465209812
33,0.376152277
33,0.146578237
33,0.260790497
33,0.426831782
33,0.152700797
33,0.268513054
33,0.119677499
33,0.116705477
33,0.118185908
33,0.135018572
33,0.145234138
33,0.112762891
33,0.590602517
33,0.158757687
33,0.191598952
33,0.521103621
33,0.30516088
33,0.113651626
33,0.500235915
33,0.337450594
33,0.162392989
33,0.388956338
33,0.129556
33,0.198546842
33,0.305744678
33,0.113415152
33,0.194959596
33,0.253451496
34,0.201908901
34,0.526662409
34,0.207259744
34,0.199853688
34,0.751100838
34,0.212430313
34,0.122662634
34,0.483522803
34,0.247276679
34,0.34607172
34,0.113498777
34,0.25327158
34,0.455780417
34,0.225766882
34,0.148021564
34,0.118032768
34,0.498151958
34,0.318120301
34,0.370393544
34,0.260164171
34,0.22606872
34,0.444459826
34,0.379169494
34,0.147447675
34,0.246183828
34,0.414776534
34,0.151770055
34,0.242599979
34,0.119632989
34,0.12091174
34,0.115481719
34,0.135067776
34,0.141808316
34,0.110098042
34,0.563933313
34,0.167564228
34,0.177046165
34,0.500516295
34,0.308165491
34,0.111421712
34,0.469260216
34,0.332874507
34,0.154124856
34,0.380012304
34,0.127466783
