"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10"
3.7766285;4.035981;3.189396;3.189396;3.189396;3.8058076;3.0767493;3.01528;3.4667253;2.9497833
3.7157753;2.8781888;3.1908216;2.97791;2.97791;3.8026493;2.767411;2.97791;3.3335512;2.767411
3.5551953;3.8930726;2.446691;3.3308206;2.2198126;3.243249;2.922271;2.9834404;3.0955834;2.3396723
3.1583824;3.897598;3.2456522;3.1583824;2.8996408;3.5947945;2.8996408;3.2865877;2.8996408;2.260075
3.3989348;3.6964538;3.1519456;3.3426685;2.973501;3.469347;2.7902405;3.0539045;2.973501;3.027815
3.6856828;3.4370377;3.3529458;3.5146036;3.1053526;3.6856828;3.0475247;3.2611277;3.3529458;2.7755442
3.1386108;4.1222425;3.1386108;3.1966827;3.1966827;3.8399484;2.3661616;3.3035939;3.0769577;2.7834272
3.02965;3.972564;3.3602931;3.3192422;3.2764337;4.0359254;3.1848927;3.5764675;2.9109106;2.8457978
3.1530387;4.190455;3.2129664;3.3230174;3.121672;3.742423;3.2966192;2.8692963;2.9481285;2.8692963
3.5506146;4.1354494;3.0442007;3.5506146;3.1149004;4.031864;2.88577;3.18093;2.88577;3.3011932
3.273939;3.4780111;3.2156777;3.4307632;3.0878625;4.1318884;2.5618744;2.7694657;2.941283;3.3289921
3.3388722;4.046329;3.0629466;3.401191;3.1442807;3.5677643;2.7408338;3.255081;2.8249006;2.8249006
3.4128964;3.820808;3.0530674;3.3717682;3.1879141;3.4523997;2.712374;3.1361365;2.752164;2.9624674
3.9545996;3.8629508;3.049481;3.54996;2.805492;3.6011293;2.624212;2.8592849;2.8592849;2.4820716
2.6434915;4.1176176;3.3004348;3.563552;2.8523104;3.608783;2.2152703;3.238351;3.024967;3.7716615
3.3346722;3.6724453;3.2936604;3.4119706;3.1594508;3.2508943;2.9468634;2.6765313;2.8208046;2.5078764
3.561276;3.8787775;3.0318444;3.4835973;3.2060955;3.561276;2.7390742;3.2060955;3.3993728;2.7390742
4.0298676;3.919504;2.8598256;3.2907622;3.1500192;3.8469217;3.4141185;2.790114;2.9249926;2.9861715
3.0140266;3.5720074;3.0797412;3.5720074;2.9436882;3.7165442;2.868025;3.0140266;3.3064048;2.786165
3.3793042;4.09168;3.1781046;3.3793042;2.9542336;3.5311885;2.8668914;3.1555657;2.6653376;2.6274104
3.8265107;3.762037;2.9012318;3.3570905;3.0918603;3.4820704;3.2519026;3.0010817;2.4431293;2.5228736
3.2135704;3.6374536;3.3891673;2.9392035;3.112668;3.6055405;3.112668;3.1643913;2.9392035;3.1643913
2.8650093;3.3430812;3.4271443;3.7658522;3.1502304;3.6437707;2.6560109;3.2187304;3.2512975;2.8167107
3.7223496;3.6808407;3.053092;3.4950771;3.012583;3.6594217;2.8801687;3.012583;2.4791594;2.7275054
3.1409488;3.656976;3.3439872;3.431885;2.956016;3.7529936;3.2476122;3.0215347;2.3135867;3.195702
3.3747108;4.2927504;3.0983737;3.2138608;2.8803763;3.5606077;2.715219;3.2565632;2.8803763;2.7505047
2.7425187;3.9305162;3.5695143;3.543607;3.3406093;4.032124;3.517011;3.2029421;3.3079283;2.8531196
3.5446959;3.8036382;2.8381135;3.307563;2.8381135;3.5860515;2.650367;3.0666528;2.7486398;3.5446959
3.7286887;4.099163;3.4576678;3.2677827;3.3481123;3.2677827;2.86045;2.9214044;2.86045;3.2250607
3.6474936;3.6285863;3.1477342;3.17814;2.8640697;3.291283;2.5817192;2.8640697;3.2641745;2.6849506
3.3354003;4.156504;3.373251;3.92878;3.1678052;3.661649;2.5587327;3.0206459;2.9089406;2.7831695
3.5968735;4.1195498;3.219031;3.219031;3.0363603;3.6250777;3.2599227;2.9307668;3.0363603;2.5241365
2.7588742;3.6364057;3.3445148;3.3953478;3.0065084;3.9223678;2.5514474;3.1105776;2.7588742;2.4920933
3.0246687;3.7983165;3.0670063;3.2553675;3.4707677;3.4707677;2.5316505;3.1842217;2.980459;2.600062
3.2649148;3.9618545;2.9436069;3.6100633;3.1688442;3.7029114;3.1171105;2.8085773;3.577094;2.103363
3.126923;4.064889;3.1676538;3.1016638;2.8833568;3.5697224;2.828862;2.9648066;2.935035;2.8062043
3.4634352;3.8106692;3.2307792;3.7345006;3.3144913;3.5303378;2.9845085;2.8660648;3.273511;2.6570516
3.6703205;3.688541;2.6890345;3.2118535;2.9842293;3.4894142;2.7826257;2.7826257;2.6387348;2.7369246
3.922831;3.9968987;3.3731992;2.9682233;3.3042762;3.7558799;3.4982471;2.6121774;2.8059635;3.0634003
2.3828032;2.8006516;3.587008;3.0287058;2.7114;4.162416;3.3212748;2.2439172;2.613395;2.8825858
3.4716063;3.5081954;3.1175947;3.4336276;2.6528964;3.4336276;3.1175947;2.5646062;3.310185;2.4677594
3.6190748;3.9000323;3.4421003;3.3186207;2.6610365;3.711945;3.0136518;3.0713832;2.4757743;2.8172822
3.9742322;3.608045;3.0631218;3.5856857;2.9416418;3.2376225;2.8033373;2.9416418;3.0242453;2.5829813
3.1628082;3.998299;3.0228624;3.1628082;2.9173453;3.3597372;3.0717196;3.2855518;3.0717196;2.7347107
3.5890703;3.5586944;3.096493;3.4444644;3.096493;3.1899173;2.8156958;2.908508;3.12068;2.937625
3.490953;3.9003043;3.4478853;3.3557513;3.1993694;3.8125875;3.646771;2.6968927;3.3557513;3.1412907
3.517242;3.744654;3.1513584;3.3806505;3.3806505;3.8228765;2.8024745;2.9479218;2.853344;2.9017506
3.6832101;3.5003462;3.3173735;2.5791612;2.9873483;3.394624;3.3567445;3.1422753;3.2336519;2.2887497
2.6407437;3.9720738;3.522505;3.320256;3.3641107;3.873971;2.7653217;2.84051;3.2975857;2.4984078
3.3386407;3.7420177;3.2143116;3.033406;3.1458247;3.5721695;3.1097379;2.6517315;2.8606687;2.8606687
3.3588946;4.3959036;2.5638828;3.2670555;3.1112409;3.5390744;2.69993;2.8922;2.5638828;2.9919996
3.2240813;3.798193;3.1066558;3.5110478;3.0642362;3.260347;3.1473494;3.0642362;2.7631395;2.9735842
3.1421452;3.6703362;3.5032496;3.3740091;3.225551;3.8354428;2.9510264;3.225551;3.1421452;3.0511446
3.5456495;4.0283575;3.0713654;3.1137996;2.6455257;3.7410607;3.1545062;3.0270505;2.9806805;3.0713654
3.9071004;3.7333198;3.2559462;3.2112598;3.2559462;3.64848;3.0638044;3.0638044;3.453577;3.0093899
3.4972596;3.8861568;3.0187685;3.2626061;3.2863643;3.4181554;2.9554412;3.3322518;3.0187685;2.2814767
3.5170853;3.8241107;3.319015;3.3618922;3.126354;3.4804862;2.661417;3.0140407;3.0140407;2.661417
2.9979968;4.2918315;3.386693;3.09494;3.3151834;3.3634202;2.7703485;2.8521264;3.1252728;2.4161692
3.4275362;3.8768106;2.8588665;3.3584793;3.16156;3.7154424;2.9702587;2.8588665;3.2842975;2.798143
2.7830992;3.9248242;3.6791356;3.3032572;2.7830992;3.0766242;3.0109198;3.1963472;2.8649433;3.1963472
3.5705352;4.026086;3.117275;3.405834;3.2512448;3.7119071;2.9625394;3.0683095;2.9051402;2.7100542
3.6899097;3.6342194;2.714577;3.374047;2.4718878;3.410518;2.5594933;3.2559023;2.714577;2.90972
3.1520302;3.8020694;3.1520302;3.6111403;3.1095204;3.8235629;2.9699378;2.6827142;3.1520302;2.6827142
3.4722447;3.6891596;3.0671635;3.5865722;3.0206983;3.6132224;2.9207416;3.111565;2.684708;2.0575743
3.4859042;3.5578222;3.2083793;3.447908;3.019357;3.4859042;2.8229237;2.7080433;2.9259558;2.8584602
3.1101117;3.733058;3.3514664;3.6830227;2.7266996;3.7083533;3.1101117;2.963366;2.4160647;2.7913206
2.3303766;3.4460702;3.6185496;3.8039403;3.332263;4.007393;3.3907847;1.9324787;2.835107;2.6142535
3.2647376;3.982201;2.9992578;3.4258964;3.2647376;3.6274195;3.2647376;3.1732407;2.9992578;2.9992578
3.3808057;3.3550565;2.8149097;2.8587027;3.0528212;3.4059086;2.9006581;3.0528212;2.9796312;3.0875008
3.587917;3.8843298;2.8260179;3.115685;3.1647582;3.587917;3.2115357;3.3400176;2.8260179;2.756457
3.1303527;4.177265;3.0298362;3.305364;3.097957;3.4070492;2.8359644;3.250361;2.9180756;2.9567337
3.9476047;3.7918622;3.477644;3.6470442;3.0168958;4.0036902;3.0875008;3.153448;2.5615246;2.6706944
3.4994617;3.8531291;3.1809733;3.4369354;3.2987704;3.1809733;2.7108936;3.1384082;3.1384082;2.8360806
3.1513078;3.6796677;3.0602682;3.383257;3.4171774;3.3481455;3.0602682;2.9601023;2.9601023;2.6544125
3.7832837;4.3609085;2.789613;3.451556;3.1336408;3.4813666;2.5222058;3.2512045;2.8466167;2.9005456
2.8546019;3.2180884;3.411454;3.6152544;2.6348886;4.0455813;1.5699483;2.8546019;3.3924365;2.334634
3.3850844;3.534384;3.2095149;3.3850844;2.55595;3.832058;2.869996;3.1086307;3.1086307;2.55595
2.884962;4.1052394;3.0390673;3.2525887;3.3956602;3.5779498;2.3926888;3.326681;2.9390125;2.8278224
3.4213004;3.8513966;3.3075926;3.3469496;2.7944062;3.5233884;2.9202642;2.7944062;3.179277;2.4821
3.1616971;4.1300607;2.5626647;3.5337136;3.4528677;3.7741666;2.906381;3.2164998;2.6602855;2.830884
3.646722;4.498983;2.8336022;3.44153;3.3829043;3.855269;2.7231424;2.9330652;3.1830688;2.8336022
3.938572;4.0577044;3.1670163;3.2952676;2.6385083;3.35371;2.7483187;2.9372783;3.0961437;3.1670163
3.7931008;4.097231;3.257494;3.6669912;3.2055624;3.3539052;3.1507857;3.2055624;3.2055624;2.3228538
3.7090464;3.835284;3.192111;3.2990024;3.1340508;3.524896;3.0724108;2.4835234;2.0623758;3.2469842
3.319782;4.047781;3.598383;3.598383;3.319782;3.5570126;3.0081718;2.7605135;2.8500562;2.7605135
3.6944768;4.0281954;3.025886;3.862394;2.8992615;3.4545536;3.0836527;3.0836527;2.584576;2.7542462
3.5312214;3.89366;3.4018626;3.2532485;2.9992392;3.4018626;2.466305;2.9570496;3.2206788;2.314569
3.1924279;3.7617917;3.0371308;3.2392604;3.1924279;3.4073231;3.1432939;2.5395317;3.1924279;2.853202
3.6926913;3.4609632;3.3835337;3.0525665;2.868482;2.99489;2.868482;3.2079747;2.99489;2.868482
3.4491072;3.8363094;3.0704255;3.3547223;3.3039641;3.5557928;2.568572;2.7195277;2.8088284;2.568572
3.493003;3.815746;3.119539;3.3028817;2.760234;3.5270452;2.3135123;2.9559379;2.1940124;2.5166748
3.5723922;3.8209445;3.4018886;3.4383945;2.741509;3.7708035;3.1004286;2.6668248;3.1962142;2.936986
3.7383823;3.8891284;3.0687492;3.4220693;3.1694508;3.5608082;2.8956804;2.8306272;2.7610455;3.120367
3.4762244;3.8854191;3.3410904;3.1847987;3.2916584;3.1847987;3.1267574;2.3549376;2.5849376;1.8640774
2.1471093;3.7145572;3.0388014;3.5192866;2.879208;4.118722;2.8472419;2.8633528;2.8472419;2.4301076
3.9804432;3.8672147;3.3231647;3.644305;3.1342583;3.6689692;2.847225;3.0474238;2.596651;3.001005
3.2026756;3.9054294;3.50998;2.8462923;3.2609057;3.6342192;2.756771;3.074935;2.658441;2.756771
2.7779768;2.8597944;3.834263;3.8041668;2.7779768;3.1330528;3.394555;3.1330528;3.1911104;2.3608978
3.5907996;4.0958343;2.8450227;3.449917;2.9987833;3.354756;2.6632466;3.2495778;2.898946;2.8450227
3.322524;3.7534435;2.7686746;3.322524;3.0652947;3.4299464;2.718087;2.4854546;3.1696577;2.9487576
3.4959857;3.2532966;3.3819854;3.5983098;3.2532966;3.4214473;2.9321647;3.0510397;3.0510397;2.7972276
3.4156988;3.6076102;2.9652154;3.2868497;2.40869;3.747089;2.7548769;2.8655663;3.1779954;2.40869
1.3420995;3.7032502;3.770599;3.7032502;3.2387285;4.0021257;2.4306197;3.2387285;3.7032502;2.3440695
3.6058893;3.6412864;2.97402;3.531099;3.0396006;3.4502597;2.8283496;2.7466974;3.159118;2.97402
3.4561465;3.884804;2.8883033;3.5760849;3.0537095;3.348626;3.1271694;3.2901945;2.8422928;2.9322896
3.423019;4.0685105;3.0187445;3.5897062;2.9723945;3.3923216;2.7016287;3.327947;3.063041;3.063041
3.1683888;3.9790843;3.322479;3.322479;2.7631347;4.0331416;2.8237221;3.0814157;3.248399;2.6986384
3.1973274;4.300652;2.9439867;3.259308;3.0231469;3.1312497;2.8580172;3.3456223;2.7639558;3.060495
3.5139148;3.8209147;2.949673;2.8844128;3.3158658;3.9450548;2.8844128;3.2241793;2.5700495;2.8145947
3.4187145;4.0122595;2.9630322;3.608619;2.8309896;3.2481034;2.8309896;2.8769686;2.7827945;2.7827945
2.9215217;3.6034493;3.5203555;3.5203555;3.0948274;3.8802786;3.410571;2.5426261;2.9525726;2.9525726
3.6470094;3.7841666;3.2453833;3.1290362;2.8857853;3.4211915;2.803835;2.6165361;2.8857853;2.3858798
3.347587;4.064807;3.5379975;3.6050503;3.2130866;3.466123;3.0576425;2.647637;2.873507;2.803736
2.733374;4.2528877;2.890378;3.5553544;3.252168;3.7876863;3.087546;3.3934817;3.3934817;2.9605098
3.4545982;3.7343488;3.2785766;3.0648096;3.0648096;3.9527032;2.792562;2.5586002;3.3992968;2.055421
3.8677177;3.7986286;3.2788537;3.0036504;2.949406;3.557073;2.831201;3.0551035;2.892049;2.5422533
2.4180686;3.0656464;3.1782355;3.3535898;2.58543;4.107776;2.728756;2.2711499;3.1567092;2.3225589
2.6130981;4.0363884;3.1677613;3.0552266;3.2689033;3.8925698;3.1130762;2.8584006;3.2689033;3.1130762
3.7402494;3.4773023;3.0705729;3.5101736;3.0190797;3.6600447;3.1195436;3.2535267;3.1662278;2.5572138
3.5671263;3.8570902;1.8396865;2.9720018;2.7447069;3.4894338;2.7447069;2.9720018;2.4500675;2.4500675
3.6817172;3.4648488;3.146772;3.3357756;3.0134377;3.494672;3.0598862;3.0598862;2.9135206;2.5348358
3.4228868;3.826691;3.172994;3.3057258;2.6781301;3.5025465;2.4862182;3.019908;3.0604317;2.6181605
3.495817;3.8759375;3.368728;3.5815437;3.4020462;3.6218;2.9550362;3.351643;3.1831238;2.8179584
2.7452083;3.7103944;3.209577;3.2983816;2.9250293;3.672152;3.4553437;3.0414205;2.5853302;2.5853302
3.4106088;3.8220139;3.4106088;3.2144387;2.7499492;3.3583744;2.6994274;3.1169515;2.9701557;2.8439255
3.7564359;4.1942754;3.3923078;3.086387;2.8138123;3.815685;3.4765127;2.6434145;3.5541744;2.8138123
3.3408313;3.7558832;2.8533363;3.2743642;3.203163;3.203163;2.742734;3.4031544;2.6183596;3.0434697
3.5287595;4.039982;3.3642793;2.6699624;3.2900815;3.6432772;3.1227984;2.9217968;2.97596;2.8037863
3.184799;3.9567714;3.037522;3.3996305;3.149963;3.62162;3.0764241;2.8647456;2.712235;2.9970453
2.6532013;3.8787274;3.089395;3.4430118;2.8051002;3.2817533;3.01607;3.089395;2.9772873;2.5373843
3.455865;4.1852016;2.9795134;3.136087;3.4766994;3.3678942;2.512875;3.271432;3.1924415;2.9795134
2.5531764;3.7132423;3.5780332;3.7311478;3.3199027;3.7830174;3.0082908;3.1761856;3.6382313;3.0442007
3.7792203;3.9427543;3.3051462;3.3051462;3.0642612;3.3402026;2.806812;2.9690802;2.681872;2.9178617
3.053819;4.048939;2.9481285;3.4263039;3.4263039;3.9413943;3.1027505;3.524936;3.053819;2.6214356
3.3434172;3.9554076;3.0674386;3.2149184;2.9469564;3.6647635;2.749411;2.8388894;2.6511328;2.7177129
3.2167;3.6973264;3.4590664;3.2167;3.0692084;3.6087127;2.8961356;2.4214723;2.4214723;1.4863229
3.5643847;3.9253416;3.1212342;3.3978293;3.0382242;3.661768;2.8991585;3.3028433;2.848146;2.7375808
3.5959232;3.9108005;3.0179868;3.3201835;2.8694136;3.5608897;2.6062713;3.1607037;2.851456;2.776215
3.32395;3.890527;3.1532466;3.2543266;3.205063;3.1532466;2.3358567;2.914062;2.8441188;2.947281
3.5054672;3.9673665;2.8419106;3.2444541;3.3977687;3.6026864;3.2107544;3.0633023;2.3369026;2.680935
3.7990596;3.9143515;3.2193775;3.722912;2.9158049;3.4519353;3.1280572;3.0790668;2.7205865;2.4777806
3.5281663;3.7729352;3.1025124;3.378897;3.2033691;3.5622447;3.250223;2.5500436;2.5500436;2.5500436
3.209077;3.7384665;2.710565;2.9630585;2.9056575;3.251771;2.7799118;2.84476;2.371967;2.710565
3.1958075;3.4732034;3.083128;3.512784;3.5508573;3.6570833;2.5427783;2.8106024;2.1758833;2.5427783
3.0467663;3.7686563;3.209214;3.0467663;3.399764;3.471485;2.973599;3.1473644;3.0108516;2.496285
3.6237082;4.049564;3.562908;3.1868558;2.801831;3.4981701;3.1868558;3.1401286;3.3924556;3.039565
3.7659674;4.3388343;3.0957017;3.4859707;3.563655;3.1722581;2.968613;2.968613;3.3097553;2.7126062
3.4691722;3.9851432;2.8886578;3.3769715;3.0348265;3.4691722;3.2753985;2.7174048;2.9397917;2.8886578
3.5681205;3.948444;2.647859;3.176661;3.1057575;3.0294404;2.9468143;3.3634267;2.647859;2.383504
3.4558032;3.6535711;2.9859927;2.7629778;2.8235648;3.486565;2.4755104;2.8806894;3.1256874;2.1881144
2.4970512;3.7615302;3.129587;3.828972;3.0102382;3.991958;2.8985963;3.071692;3.2361982;2.4238458
3.5454192;4.028125;3.3023157;3.2310345;3.1135733;3.5979667;2.8807201;2.826856;2.6453056;2.7699244
3.3095407;3.9077983;3.4857547;2.9684014;3.3095407;3.8250115;2.9684014;2.8227785;2.8227785;3.3565896
3.935675;3.8386166;3.2435603;3.0835764;3.1667643;3.5847118;2.7217302;2.9928353;3.0392349;2.9928353
2.7535045;3.9412494;3.4142814;3.6223218;3.3491328;3.551577;3.2301285;3.0950248;3.151275;2.3594718
3.4472299;3.8077016;3.2645981;3.657244;3.08989;3.709952;3.040989;2.989573;2.75253;2.878059
3.6917512;4.0057926;3.1441708;3.2313874;2.9429524;2.9429524;2.6907766;2.6163704;2.4485567;2.2467875
3.5116568;4.0216303;3.0648344;3.3297608;3.2609503;3.4835465;3.0648344;3.020534;3.224684;3.020534
3.3903587;3.669581;2.8900127;3.3160899;3.3160899;3.4594913;2.695117;3.2358594;2.695117;3.0530493
3.4671707;3.827839;3.958647;3.4671707;3.3237312;3.4671707;2.9548764;2.9548764;2.836634;2.7718196
3.3468823;3.8597085;3.3468823;3.4487174;3.3733299;3.3468823;2.6351573;2.6351573;3.2630653;2.786862
3.0309384;3.741183;3.2189918;3.1841042;2.628913;3.3772163;3.252703;3.110451;3.2189918;2.5650609
2.9121797;3.7602024;2.9663136;3.4235127;2.7942379;3.4880989;3.3180676;2.5862691;2.4188952;2.8549466
3.4899604;3.6196718;3.2275136;3.4899604;2.6825268;3.4426944;2.148008;3.028984;2.870685;2.6825268
3.386249;3.6239889;3.2726865;3.6239889;3.1445553;3.6654363;3.2106717;3.0737562;3.2106717;2.8251708
3.5563505;3.9178503;3.522278;3.2891378;3.0967188;3.767008;3.1975493;3.0422156;3.244392;2.6325984
3.914261;4.003496;3.0932226;3.0932226;3.4468935;3.3284361;3.0932226;3.1940372;2.6292;2.6292
3.4118192;3.510405;3.2222533;3.2631505;2.9881437;3.6283448;2.8766384;2.5272245;2.8766384;2.8158479
3.079913;4.0686774;3.079913;3.71153;3.3373032;3.71153;3.4447815;2.9211812;3.0036933;2.4995146
3.4285297;4.030261;3.132654;3.307682;3.2412999;3.6336417;2.710597;3.2412999;2.9665713;3.20638
3.146982;3.962008;3.1961238;2.92199;2.9831586;3.6506634;3.146982;2.92199;2.4464197;3.0952997
3.3527782;3.759447;3.0377884;3.2297044;3.185067;3.7334082;3.0893292;2.92598;3.2297044;2.8000784
3.8957562;3.7537456;2.8112228;3.3896456;2.6408558;3.2977018;3.3447301;2.4353802;3.1964405;2.4353802
3.341868;3.9869623;3.2500887;3.5280306;3.4259274;3.7255638;3.217523;3.1490266;2.8638234;2.7113218
3.3999803;3.83588;3.4806883;3.2159266;3.3999803;3.8083255;3.1640856;3.312182;2.512323;2.698142
2.655959;3.7227452;2.901983;3.4483626;3.238344;3.5291972;3.0992727;3.2639792;2.744864;2.701399
3.610683;4.3583;3.8190448;3.4610279;3.2186441;3.7807016;2.2585664;3.0711396;2.0612123;1.8150879
3.3891022;3.7274363;3.18099;3.3339267;3.2755277;3.6268632;2.9178689;3.1126037;3.076573;3.000366
3.0634391;3.8695827;2.9275014;3.1544924;2.6333737;3.7490828;2.8519096;3.3393707;2.5305638;2.4159598
3.7810454;4.374196;2.9636931;3.082764;3.6306872;3.9359274;2.8983812;3.5282667;3.2853048;3.0249999
3.4474163;4.248487;2.9341922;3.1142242;3.2946336;3.348197;2.852003;3.0807176;2.6640794;2.365098
3.2192001;3.9189987;3.412574;3.2192001;3.0448444;3.6112468;3.2711606;2.7518518;2.662902;3.106403
3.4267385;4.1277957;3.3249817;3.6036298;3.2699373;3.2699373;3.149829;2.9373434;2.6671758;3.3771539
1.7358166;4.0952907;2.695184;2.9248838;3.316159;3.5611017;2.9018168;3.0531175;2.980326;2.7373207
2.9359415;4.334951;3.262206;3.4465775;3.3115823;3.381356;2.8632178;3.1269143;2.4485362;2.9704115
3.5662029;3.75056;3.2329328;3.113015;2.7295396;3.2878978;3.2878978;2.9009266;3.113015;2.8189003
3.3815656;4.014541;3.2005222;3.4352963;3.3815656;3.8730886;2.8931499;3.0585995;2.847126;2.638381
3.4870517;4.2049856;3.3108296;3.3578808;3.0967662;3.8263202;3.2614548;3.3578808;2.7424078;2.0284066
3.8043766;4.306253;3.0971923;3.0209072;3.2963252;3.4099865;3.4623132;3.3547697;2.9383185;3.2342515
3.575675;3.9347482;3.184111;3.246058;2.84503;3.2756493;2.4682167;3.0473616;3.1180723;2.751047
3.492645;4.196727;3.381915;3.2899973;3.3522048;3.6157687;2.6334271;3.115099;2.693466;3.1526115
3.7079105;3.8301837;3.1771107;3.6406684;3.1005375;3.3768995;3.3146353;3.5174556;3.3768995;2.9734178
3.339648;4.1116586;2.9839108;3.196884;3.4040496;3.6514351;2.9839108;3.1170516;2.9352767;2.7129529
2.8067179;3.7758267;2.9370437;3.314257;2.7345774;3.5875077;2.840926;2.9370437;2.840926;2.615558
3.4277241;3.724527;3.4277241;3.071797;3.1953762;3.35611;2.6227968;2.96793;2.8921623;2.852011
3.2530954;4.4206142;3.281811;3.193066;3.462589;3.6156359;2.7771351;3.193066;2.8229582;2.8229582
3.602071;3.819746;3.1482952;3.1950393;2.9358258;3.4724274;3.323437;2.6656847;3.0476928;2.4009218
3.4823716;3.5883863;3.1799734;3.1799734;3.128214;3.5189729;2.9546134;3.128214;3.2291853;2.819496
3.1207623;3.7475212;3.4114661;3.2522905;2.6658723;3.3685129;2.6205533;2.936017;2.7507792;2.8659835
1.8524019;3.982968;3.5966477;3.288422;3.1135354;3.6813717;3.1135354;2.6319084;3.013101;2.261782
3.040989;3.9666514;3.4516714;3.57061;3.316652;3.9411743;2.8297215;3.160514;3.1025362;3.1025362
3.8477473;3.9838152;3.0217178;3.7378051;3.3091114;3.4732833;3.1958866;3.3091114;2.81068;2.2810483
3.784568;4.0954714;3.008707;3.3077517;3.3309774;3.155782;2.6276202;3.2346509;2.6729639;2.797827
3.5721967;4.3301435;2.5282507;3.272206;3.3954782;3.5721967;3.1315725;2.8416595;2.9067562;3.1315725
3.1774685;3.791429;3.6175737;3.7082748;3.0602896;3.641032;2.879054;3.0602896;3.2136636;2.927534
3.6512375;4.0072517;3.1339397;3.3156457;3.00661;3.6976573;2.860669;3.1339397;2.8068712;2.6897283
3.4752078;3.799114;3.409332;3.422859;3.2629316;3.512746;2.8608327;2.836981;3.145991;2.76181
3.4428182;4.4157324;3.2859259;3.3410041;3.4900844;3.4428182;3.2276363;3.0997534;2.682646;2.8708057
3.1869361;3.7893195;3.21946;3.5444446;2.879773;3.9086113;3.0451021;3.3111293;2.879773;3.3678834
3.7365067;3.6249816;3.2327533;3.39372;3.0408108;3.499439;2.80306;2.6589627;3.2754884;2.80306
3.4754438;4.0933533;3.2878978;3.1399498;2.966248;3.8112168;2.966248;3.4167516;2.866593;2.966248
3.8059638;3.5502486;3.5976703;3.3927846;2.5523856;3.5976703;2.8854144;3.1348107;2.8854144;2.5523856
3.630058;3.2377632;2.9630802;3.1098235;2.9630802;3.708059;2.9630802;2.6924713;2.5831168;2.3203025
3.1979423;3.8044672;3.454069;3.278051;3.0642886;3.9121454;2.964102;3.0154495;3.1979423;3.1553454
3.7107487;4.391591;3.4409134;3.2726436;3.5849051;3.680741;2.659896;3.317439;2.659896;2.8161294
2.9987068;3.9272404;2.8263063;3.232933;3.4565408;3.4225752;3.1457105;3.1457105;2.887136;3.0990698
3.3939881;3.2245333;2.8743315;2.9740307;2.639018;3.6412973;2.639018;2.9254231;3.0203848;2.8204885
3.335094;3.6280415;2.620603;3.2766926;3.2766926;3.335094;2.620603;2.4974122;2.620603;2.1933289
3.012777;3.874333;3.070506;3.226041;3.226041;3.6181798;3.070506;2.7413473;2.9515104;2.367615
3.3812122;3.8108256;3.1395671;3.1395671;2.8810744;3.8338413;2.7555218;3.1841168;2.938395;2.1240113
3.3252728;3.9670045;3.4173083;3.5281663;2.889121;3.5540617;3.2926106;3.446196;2.9376292;2.6674569
2.9106636;4.453359;3.7263591;3.0105655;3.3328624;4.1392603;3.6787722;3.1846426;1.5809921;2.1655676
3.132388;3.6009793;3.3938835;3.619512;3.2453134;3.7880926;2.7337627;3.0707529;2.7337627;2.2217276
3.672332;3.846422;3.1546576;3.4903398;2.9808304;3.4316192;2.8272276;3.0715163;2.9808304;2.8272276
3.7498794;4.1932745;2.822307;3.0334857;3.246953;3.5151114;2.6972353;3.4227712;2.6282978;2.7617252
3.237639;3.9411275;3.175714;3.5885248;3.4032717;3.847758;3.237639;2.6923509;2.790916;2.790916
3.4980416;4.003004;3.6433623;3.3643637;3.0274227;3.7702196;2.2269063;3.122882;3.1673987;2.9218795
2.617862;3.5520196;3.232933;3.4225752;2.9987068;3.6933203;2.9444768;2.7615354;2.9987068;3.0990698
3.5605743;3.4886503;3.2354069;2.6692533;2.8954532;3.5252588;3.1861823;2.483866;3.2354069;2.2561064
3.0412562;3.7303457;3.2863429;3.457192;3.1537166;3.3465946;2.7693734;2.9145265;3.0412562;2.7158966
2.4436595;3.8408587;3.2400594;3.2202556;3.2000518;4.0087442;2.8917294;3.1583767;2.9191303;3.1148887
3.7112384;4.122675;3.4728837;3.2303953;2.8102925;3.5253167;3.3589716;3.0828133;2.576028;2.7000046
3.124205;3.5843096;2.7404878;3.2720542;2.5709913;3.6172855;2.8853757;2.9506395;2.5709913;2.7404878
3.7771943;4.1071057;2.8946576;3.2265606;3.2815113;3.559756;2.7233388;3.2265606;2.8946576;3.2815113
3.6364276;4.0908995;3.3863175;2.9692857;3.1993854;3.4415946;2.5462155;3.1993854;2.6699016;3.0520096
3.5743666;3.67692;3.4188874;3.4600816;3.0087588;3.8274496;3.234703;2.6276705;2.7978778;3.0702078
3.4864311;3.9233408;2.9391594;3.3983705;3.3983705;3.567361;2.6925435;3.3983705;2.4861856;2.863516
3.4341223;3.8144987;3.5149202;3.475337;2.8880851;3.475337;2.8880851;3.023734;3.0852292;2.8880851
3.6076925;4.0182066;2.9816558;3.7640102;3.3700736;4.0182066;3.1946058;2.601229;2.8992438;3.1946058
3.9170942;3.9988828;3.156388;3.2436504;3.0607767;2.9550478;3.1097245;2.771989;2.139502;2.2582097
2.8690658;3.775867;2.5866172;3.5120966;3.212732;3.8243544;3.0555902;3.2692702;3.0209653;3.0890563
3.258242;3.8789952;3.1515303;3.561492;3.4838128;3.4425867;2.9665012;3.0935762;2.9665012;2.1855938
