,method,gamma,interv_gene,test_mse
338,DRIG,3,ENSG00000119414,0.13063715686607347
339,DRIG,3,ENSG00000163754,0.09533113347983586
340,DRIG,3,ENSG00000112118,0.1616749154058702
341,DRIG,3,ENSG00000113141,0.326518897925348
342,DRIG,3,ENSG00000108064,0.36704167833660617
343,DRIG,3,ENSG00000198258,0.466022126120201
344,DRIG,3,ENSG00000197780,0.28086297358226336
345,DRIG,3,ENSG00000083896,0.23133978549346124
346,DRIG,3,ENSG00000183479,0.4477582603946202
347,DRIG,3,ENSG00000197111,0.1504651197687045
348,DRIG,3,ENSG00000144034,0.5306570156160013
349,DRIG,3,ENSG00000268043,0.09459659428500738
350,anchor regression,3,ENSG00000205609,0.13232073742180436
351,anchor regression,3,ENSG00000205571,0.27803804895808704
352,anchor regression,3,ENSG00000100804,0.10423925404486319
353,anchor regression,3,ENSG00000204152,0.701986673682546
354,anchor regression,3,ENSG00000168538,0.17171674610571602
355,anchor regression,3,ENSG00000197734,0.1310299143666576
356,anchor regression,3,ENSG00000152253,0.7254041480390746
357,anchor regression,3,ENSG00000106263,0.1747921893417917
358,anchor regression,3,ENSG00000120948,0.45476610927237987
359,anchor regression,3,ENSG00000169750,0.15036406916503398
360,anchor regression,3,ENSG00000119718,0.11473491739520235
361,anchor regression,3,ENSG00000105618,0.15810305399622562
362,anchor regression,3,ENSG00000145191,0.10336419393032673
363,anchor regression,3,ENSG00000072756,0.18780852759916708
364,anchor regression,3,ENSG00000070785,0.22352364564102042
365,anchor regression,3,ENSG00000160075,0.11320663598502909
366,anchor regression,3,ENSG00000075856,0.23385253184108565
367,anchor regression,3,ENSG00000131931,0.3084124903279784
368,anchor regression,3,ENSG00000174243,0.7538394735403816
369,anchor regression,3,ENSG00000117360,0.6666119369009923
370,anchor regression,3,ENSG00000100949,0.10290863732777417
371,anchor regression,3,ENSG00000175792,0.33876499876380095
372,anchor regression,3,ENSG00000181029,0.532064199523796
373,anchor regression,3,ENSG00000146007,0.2786443724510213
374,anchor regression,3,ENSG00000124207,0.219531346931559
375,anchor regression,3,ENSG00000174780,0.38818639472601757
376,anchor regression,3,ENSG00000197265,0.11814945314599998
377,anchor regression,3,ENSG00000182446,0.18665032672421716
378,anchor regression,3,ENSG00000169727,0.10924126638366387
379,anchor regression,3,ENSG00000110713,0.28481837185565784
380,anchor regression,3,ENSG00000137955,0.7453876968130236
381,anchor regression,3,ENSG00000142731,0.6728455880102764
382,anchor regression,3,ENSG00000189091,0.11280709132803442
383,anchor regression,3,ENSG00000111581,0.3186932079585034
384,anchor regression,3,ENSG00000198952,0.12053462303147332
385,anchor regression,3,ENSG00000156603,0.6451948953229988
386,anchor regression,3,ENSG00000108424,0.38580516961961364
387,anchor regression,3,ENSG00000105258,0.32423003619575547
388,anchor regression,3,ENSG00000119414,0.13087038728088624
389,anchor regression,3,ENSG00000163754,0.09611667437296492
390,anchor regression,3,ENSG00000112118,0.1687173686204328
391,anchor regression,3,ENSG00000113141,0.3290215196239835
392,anchor regression,3,ENSG00000108064,0.3679262389996991
393,anchor regression,3,ENSG00000198258,0.45426687488819173
394,anchor regression,3,ENSG00000197780,0.2777379241597596
395,anchor regression,3,ENSG00000083896,0.2337161742822878
396,anchor regression,3,ENSG00000183479,0.45462819955247125
397,anchor regression,3,ENSG00000197111,0.14820396304652883
398,anchor regression,3,ENSG00000144034,0.5576698041653466
399,anchor regression,3,ENSG00000268043,0.09486172075157456
400,DRIG,4,ENSG00000205609,0.13258385013546176
401,DRIG,4,ENSG00000205571,0.2590127790121586
402,DRIG,4,ENSG00000100804,0.10548740589533062
403,DRIG,4,ENSG00000204152,0.6672221672521343
404,DRIG,4,ENSG00000168538,0.17147371027298441
405,DRIG,4,ENSG00000197734,0.1331646765963118
406,DRIG,4,ENSG00000152253,0.6841754299755483
407,DRIG,4,ENSG00000106263,0.17596663251167435
408,DRIG,4,ENSG00000120948,0.43591437157938895
409,DRIG,4,ENSG00000169750,0.14413919064129754
410,DRIG,4,ENSG00000119718,0.11295100589868608
411,DRIG,4,ENSG00000105618,0.1616303822521139
412,DRIG,4,ENSG00000145191,0.10438943218777284
413,DRIG,4,ENSG00000072756,0.19379347092101087
414,DRIG,4,ENSG00000070785,0.21183585451523532
415,DRIG,4,ENSG00000160075,0.11245086880889045
