lambda,test_crps
10.0,0.4942966163158416
10.0,0.2035564437508583
10.0,0.2706777125597
10.0,0.2417289718985557
10.0,0.1912610113620758
10.0,0.2709146916866302
10.0,0.2087837278842926
10.0,0.2266813084483146
10.0,0.1960114017128944
10.0,0.2688302502036094
10.0,0.3342266052961349
10.0,0.5127016723155975
10.0,0.2552484676241874
10.0,0.2107519075274467
10.0,0.3004151374101639
10.0,0.5315279930830001
10.0,0.3528407990932464
10.0,0.4807639360427856
10.0,0.3751755207777023
10.0,0.1880392998456955
10.0,0.2725058913230896
10.0,0.2432002112269401
10.0,0.3031819224357605
10.0,0.2103076577186584
10.0,0.3006004333496094
10.0,0.2170123353600502
10.0,0.3069706350564957
11.0,0.1872716829180717
11.0,0.2300261989235878
11.0,0.3157258778810501
11.0,0.2519592031836509
11.0,0.2689527451992035
11.0,0.2238794073462486
11.0,0.2628124922513962
11.0,0.3208112359046936
11.0,0.1936737194657325
11.0,0.4716040670871734
11.0,0.1993227690458297
11.0,0.2963887274265289
11.0,0.3842305034399033
11.0,0.2316914558410644
11.0,0.2934176802635193
11.0,0.1862762749195098
11.0,0.3680363297462463
11.0,0.4936016678810119
11.0,0.2061769962310791
11.0,0.485543155670166
11.0,0.3946253269910812
11.0,0.1841884642839431
11.0,0.341049838066101
11.0,0.497695580124855
11.0,0.2000303924083709
11.0,0.2691753417253494
11.0,0.2460618630051612
11.0,0.1917158335447311
11.0,0.2554634913802147
11.0,0.2059359192848205
11.0,0.2305419623851776
11.0,0.1997640043497085
11.0,0.2722371757030487
11.0,0.3198610246181488
11.0,0.5084171622991562
11.0,0.2578969329595565
11.0,0.2057452529668808
11.0,0.2929774314165115
11.0,0.5177016526460647
11.0,0.3535635262727737
11.0,0.4775374501943588
11.0,0.3515635818243027
11.0,0.1947652772068977
11.0,0.2683833956718445
11.0,0.2452636539936065
11.0,0.2879597425460815
11.0,0.2151730388402938
11.0,0.3082633286714554
11.0,0.2148990929126739
11.0,0.3053370654582977
12.0,0.1854316890239715
12.0,0.2314715698361396
12.0,0.3232929974794388
12.0,0.2510272815823555
12.0,0.2543097615242004
12.0,0.2250881358981132
12.0,0.2677550211548805
12.0,0.3085041910409927
12.0,0.1919203549623489
12.0,0.4560793399810791
12.0,0.2115790262818336
12.0,0.2753422528505325
12.0,0.3839900434017181
12.0,0.2323400363326072
12.0,0.3057894319295883
12.0,0.1859008908271789
12.0,0.3707906186580658
12.0,0.4767157584428787
12.0,0.2014114320278167
12.0,0.4956713557243347
12.0,0.3842648476362228
12.0,0.1899099215865135
12.0,0.3399267435073853
12.0,0.4939786553382873
12.0,0.2075894176959991
12.0,0.2782173633575439
12.0,0.2459693387150764
12.0,0.1938329666852951
12.0,0.2527148902416229
12.0,0.2151654064655304
12.0,0.2354258865118026
12.0,0.1993898004293441
12.0,0.2694929271936416
12.0,0.3193217277526855
12.0,0.491563019156456
12.0,0.2722089022397995
12.0,0.2130526974797248
12.0,0.2903264194726944
12.0,0.5164468795061111
12.0,0.348322707414627
12.0,0.4570792198181152
12.0,0.3591560900211334
12.0,0.1873041838407516
12.0,0.2624644041061401
12.0,0.2367314010858535
12.0,0.2857789605855941
12.0,0.2106687724590301
12.0,0.2994979351758957
12.0,0.2123917341232299
12.0,0.3023022323846817
13.0,0.1800549745559692
13.0,0.2293833523988723
13.0,0.3173429876565933
13.0,0.2613230496644974
13.0,0.2787993788719177
13.0,0.2148086577653885
13.0,0.2664639741182327
13.0,0.309849351644516
13.0,0.1963400915265083
13.0,0.475123381614685
13.0,0.2005818516016006
13.0,0.2582167387008667
13.0,0.3750930398702621
13.0,0.2346199095249176
13.0,0.292923754453659
13.0,0.1871913611888885
13.0,0.3552113950252533
13.0,0.4813872277736664
13.0,0.20139781832695
13.0,0.4779064238071441
13.0,0.3937700927257538
13.0,0.1883278518915176
13.0,0.3348546981811523
13.0,0.5065283715724945
13.0,0.2055810987949371
13.0,0.2701641052961349
13.0,0.230546648800373
13.0,0.1875728294253349
13.0,0.2653457045555115
13.0,0.2097727447748184
13.0,0.242101739346981
13.0,0.1979299455881119
13.0,0.274457511305809
13.0,0.3246669858694077
13.0,0.4953440725803375
13.0,0.2650349721312522
13.0,0.2129751801490783
13.0,0.2939165949821472
13.0,0.5265419900417327
13.0,0.3501568287611007
13.0,0.4763615399599075
13.0,0.3542218446731567
13.0,0.1858583152294159
13.0,0.2573901057243347
13.0,0.2414667397737503
13.0,0.2866638630628585
13.0,0.2087184846401214
13.0,0.3057487815618515
13.0,0.2122298598289489
13.0,0.3126090884208679
14.0,0.192618727684021
14.0,0.2274957939982414
14.0,0.3214031845331192
14.0,0.2488419950008392
14.0,0.252633073925972
14.0,0.2153718933463096
14.0,0.2678467839956283
14.0,0.3121670246124267
14.0,0.2049767881631851
14.0,0.4746042311191559
14.0,0.2105000719428062
14.0,0.2947759598493576
14.0,0.383853554725647
14.0,0.2358837738633155
14.0,0.2936334550380707
14.0,0.1825018644332885
14.0,0.3679345697164535
14.0,0.4759844213724136
14.0,0.2009738981723785
14.0,0.4901122748851776
14.0,0.4008127212524414
14.0,0.1900136604905128
14.0,0.3478116184473038
14.0,0.5006531655788422
14.0,0.2110892221331596
14.0,0.2655790537595749
14.0,0.2378717243671417
14.0,0.1831097483634948
14.0,0.2623363077640533
14.0,0.2022777140140533
14.0,0.2237924814224243
14.0,0.199801766872406
14.0,0.2763769090175628
14.0,0.3227656990289688
14.0,0.4960777968168258
14.0,0.251202268898487
14.0,0.219002428650856
14.0,0.2939243972301483
14.0,0.5185879796743393
14.0,0.3528667151927948
14.0,0.4881201565265655
14.0,0.3623136460781097
14.0,0.1938336044549942
14.0,0.2624920308589935
14.0,0.2513851791620254
14.0,0.2891516864299774
14.0,0.2148870676755905
14.0,0.3038797676563263
14.0,0.222223100066185
14.0,0.3132622838020324
15.0,0.1979909524321556
15.0,0.2267024546861648
15.0,0.3071741342544555
15.0,0.2635692417621612
15.0,0.2763177156448364
15.0,0.2161031365394592
15.0,0.2638012856245041
15.0,0.3036718606948853
15.0,0.1897833064198494
15.0,0.4535348981618881
15.0,0.2126212492585182
15.0,0.2925651878118515
15.0,0.3811769187450409
15.0,0.2294965118169784
15.0,0.283490389585495
15.0,0.1869371339678764
15.0,0.3797004222869873
15.0,0.4734469890594482
15.0,0.2081940323114395
15.0,0.4696660906076431
15.0,0.3933274120092392
15.0,0.1822738945484161
15.0,0.3366917431354522
15.0,0.4913807481527328
15.0,0.201747453212738
15.0,0.2811077147722244
15.0,0.2441311091184616
15.0,0.1988922864198684
15.0,0.2530059680342674
15.0,0.2251902863383293
15.0,0.2334628045558929
15.0,0.2035234242677688
15.0,0.2554488569498062
15.0,0.3227800965309143
15.0,0.5143574416637421
15.0,0.2714243561029434
15.0,0.2180005177855491
15.0,0.2875853508710861
15.0,0.508040475845337
15.0,0.3465286731719971
15.0,0.4715353518724441
15.0,0.3644635915756226
15.0,0.1918161362409591
15.0,0.2583928823471069
15.0,0.2437454521656036
15.0,0.2837898880243301
15.0,0.2256237402558326
15.0,0.3082819133996963
15.0,0.2245816960930824
15.0,0.3138084232807159
16.0,0.1959322050213813
16.0,0.2287166684865951
16.0,0.3195486456155777
16.0,0.2611607104539871
16.0,0.2705693155527114
16.0,0.2249045148491859
16.0,0.2771923035383224
16.0,0.3158752232789993
16.0,0.1875945031642913
16.0,0.4661988824605941
16.0,0.2092821910977363
16.0,0.2757539868354797
16.0,0.3813258409500122
16.0,0.2327562764286995
16.0,0.2945974051952362
16.0,0.1881709367036819
16.0,0.3504027754068374
16.0,0.470543298125267
16.0,0.2075940787792206
16.0,0.4882915288209915
16.0,0.3822420597076416
16.0,0.1931603163480758
16.0,0.3340773671865463
16.0,0.490471938252449
16.0,0.1991516202688217
16.0,0.2799953639507294
16.0,0.2500617206096649
16.0,0.1892928928136825
16.0,0.2557755917310714
16.0,0.2128436267375946
16.0,0.230411559343338
16.0,0.2044821232557296
16.0,0.2767109155654907
16.0,0.3266417622566223
16.0,0.4914865553379058
16.0,0.2668145269155502
16.0,0.2091650992631912
16.0,0.3008733332157135
16.0,0.5004674792289734
16.0,0.3438604831695556
16.0,0.4733282536268234
16.0,0.3470691621303558
16.0,0.1913450255990028
16.0,0.2562737822532653
16.0,0.2497429355978965
16.0,0.2957675844430923
16.0,0.2217851638793945
16.0,0.3043333321809768
16.0,0.2073827505111694
16.0,0.312547093629837
17.0,0.1898790121078491
17.0,0.2253276273608207
17.0,0.3166829317808151
17.0,0.2584768146276474
17.0,0.2676689296960831
17.0,0.2196575582027435
17.0,0.2682979166507721
17.0,0.3152285426855087
17.0,0.1908940911293029
17.0,0.4647155046463013
17.0,0.207695996761322
17.0,0.2895548969507217
17.0,0.3787521690130234
17.0,0.2174493491649627
17.0,0.2950907230377197
17.0,0.1842750579118728
17.0,0.3614808678627014
17.0,0.4793936342000961
17.0,0.1875512167811393
17.0,0.4908028990030288
17.0,0.3850898265838623
17.0,0.1822204947471618
17.0,0.3445431619882583
17.0,0.4932554364204407
17.0,0.1970494747161865
17.0,0.2711892247200012
17.0,0.2354885056614875
17.0,0.1857661932706832
17.0,0.2563642680644989
17.0,0.202451753616333
17.0,0.2248822391033172
17.0,0.1990521520376205
17.0,0.2723181366920471
17.0,0.3186867356300354
17.0,0.5035221099853515
17.0,0.258977335691452
17.0,0.2112172797322273
17.0,0.2853181958198547
17.0,0.5222344040870667
17.0,0.3510276824235916
17.0,0.4755552530288696
17.0,0.356412860751152
17.0,0.190693575143814
17.0,0.270163294672966
17.0,0.2634100869297981
17.0,0.2882433593273162
17.0,0.2235737726092338
17.0,0.3167445421218872
17.0,0.2143069833517074
17.0,0.3062986880540848
18.0,0.2010602235794067
18.0,0.2317911490797996
18.0,0.3242485463619232
18.0,0.2575219988822937
18.0,0.2824240893125534
18.0,0.2237999230623245
18.0,0.2829939782619476
18.0,0.3189766824245453
18.0,0.1929625153541564
18.0,0.4840048789978027
18.0,0.201935689151287
18.0,0.2776542216539382
18.0,0.3934636265039444
18.0,0.2318929865956306
18.0,0.2908129632472992
18.0,0.1834079951047897
18.0,0.3512724637985229
18.0,0.4826368600130081
18.0,0.2118992775678634
18.0,0.4999278932809829
18.0,0.3985689938068389
18.0,0.1874949559569358
18.0,0.3576517462730407
18.0,0.5078638464212417
18.0,0.2049460500478744
18.0,0.2716714978218079
18.0,0.2399602890014648
18.0,0.189386336505413
18.0,0.2536255419254303
18.0,0.2053054213523864
18.0,0.2274792596697807
18.0,0.1990628510713577
18.0,0.2712884575128555
18.0,0.3369370371103287
18.0,0.5177669495344162
18.0,0.2535022601485252
18.0,0.2049560457468033
18.0,0.2964027494192123
18.0,0.5129806995391846
18.0,0.3468731164932251
18.0,0.4763729274272918
18.0,0.369326102733612
18.0,0.2039928063750267
18.0,0.2676676571369171
18.0,0.24865453094244
18.0,0.2946602523326874
18.0,0.2240958943963051
18.0,0.3036503881216049
18.0,0.2094826608896255
18.0,0.3064899235963821
19.0,0.1946870625019073
19.0,0.2257806569337845
19.0,0.316770789027214
19.0,0.2539345592260361
19.0,0.2689940512180328
19.0,0.2395324766635894
19.0,0.2685735881328582
19.0,0.3209707379341125
19.0,0.198926955461502
19.0,0.4663989663124084
19.0,0.2033849775791168
19.0,0.2836228638887405
19.0,0.3774490147829056
19.0,0.2310635685920715
19.0,0.3053703397512436
19.0,0.1847201019525527
19.0,0.3562272220849991
19.0,0.4798954963684082
19.0,0.2077924072742462
19.0,0.4814215004444122
19.0,0.391617527604103
19.0,0.2035447254776954
19.0,0.3483849853277206
19.0,0.4976831972599029
19.0,0.2016393542289734
19.0,0.2626207202672958
19.0,0.2452036291360855
19.0,0.1928394317626953
19.0,0.2697165995836258
19.0,0.2126608625054359
19.0,0.2351192817091942
19.0,0.1995878934860229
19.0,0.2722349733114242
19.0,0.3405281156301498
19.0,0.5028132557868957
19.0,0.2684430688619613
19.0,0.2204938024282455
19.0,0.2917247951030731
19.0,0.5115391671657562
19.0,0.354036796092987
19.0,0.4763063788414001
19.0,0.3638555228710174
19.0,0.193307439982891
19.0,0.2619144231081008
19.0,0.2456003099679947
19.0,0.2935224950313568
19.0,0.2144825115799903
19.0,0.2973019391298294
19.0,0.2199602544307708
19.0,0.3144347637891769
20.0,0.1920254439115524
20.0,0.2331358596682548
20.0,0.3181980192661285
20.0,0.2623270273208618
20.0,0.2650094717741013
20.0,0.2132958620786667
20.0,0.272475916147232
20.0,0.3064323127269744
20.0,0.1933899968862533
20.0,0.4547933369874954
20.0,0.2196083292365074
20.0,0.2885690033435821
20.0,0.3816041439771652
20.0,0.2341382995247841
20.0,0.2841762095689774
20.0,0.1878304809331893
20.0,0.3631548047065734
20.0,0.4851370811462402
20.0,0.2087682485580444
20.0,0.4752982676029205
20.0,0.386856809258461
20.0,0.1952287659049034
20.0,0.3385735511779785
20.0,0.4946344822645187
20.0,0.2083137780427932
20.0,0.2734198540449142
20.0,0.2411487132310867
20.0,0.1856988281011581
20.0,0.2568673968315124
20.0,0.2143487185239792
20.0,0.2308481588959693
20.0,0.2031465321779251
20.0,0.2689242392778396
20.0,0.3192546218633652
20.0,0.5085304856300354
20.0,0.2620100349187851
20.0,0.2050783738493919
20.0,0.2924768447875976
20.0,0.5115416020154953
20.0,0.3542334228754044
20.0,0.4850839167833328
20.0,0.3635425716638565
20.0,0.1859631270170211
20.0,0.2619012504816055
20.0,0.2484626531600952
20.0,0.2975797891616821
20.0,0.2120286077260971
20.0,0.2974327355623245
20.0,0.2152775019407272
20.0,0.3177931398153305
21.0,0.187238985300064
21.0,0.2344104766845703
21.0,0.3133620321750641
21.0,0.2416813433170318
21.0,0.2583631455898285
21.0,0.2174482136964798
21.0,0.2667315572500229
21.0,0.3084948033094406
21.0,0.1995071500539779
21.0,0.4459523946046829
21.0,0.2060429036617279
21.0,0.2794678688049316
21.0,0.3774499237537384
21.0,0.2501289248466491
21.0,0.2836709409952164
21.0,0.1881965607404709
21.0,0.3657767802476883
21.0,0.4738070458173752
21.0,0.2201646685600281
21.0,0.4801502972841263
21.0,0.3816110730171204
21.0,0.1945217937231063
21.0,0.3254158169031143
21.0,0.472040718793869
21.0,0.2075627952814102
21.0,0.2931877672672272
21.0,0.2412421256303787
21.0,0.1866801053285599
21.0,0.2528528898954391
21.0,0.2146799713373184
