,method,gamma,interv_gene,test_mse
412,DRIG,4,ENSG00000145191,0.33815481114034546
413,DRIG,4,ENSG00000072756,0.444124359685666
414,DRIG,4,ENSG00000070785,0.12253222748104606
415,DRIG,4,ENSG00000160075,0.3086297136171507
416,DRIG,4,ENSG00000075856,0.5200171117728453
417,DRIG,4,ENSG00000131931,0.7313730140943804
418,DRIG,4,ENSG00000174243,0.11206967463176273
419,DRIG,4,ENSG00000117360,0.09578723222821284
420,DRIG,4,ENSG00000100949,0.14652132653217967
421,DRIG,4,ENSG00000175792,0.6999684527841731
422,DRIG,4,ENSG00000181029,0.21692213025494797
423,DRIG,4,ENSG00000146007,0.09475647391993229
424,DRIG,4,ENSG00000124207,0.7209461117239233
425,DRIG,4,ENSG00000174780,0.1333373835970871
426,DRIG,4,ENSG00000197265,0.511950133492649
427,DRIG,4,ENSG00000182446,0.2329422348086035
428,DRIG,4,ENSG00000169727,0.18108162909320266
429,DRIG,4,ENSG00000110713,0.16040515243435563
430,DRIG,4,ENSG00000137955,0.26492830131721845
431,DRIG,4,ENSG00000142731,0.6497408804871481
432,DRIG,4,ENSG00000189091,0.47175417509228756
433,DRIG,4,ENSG00000111581,0.32374025832493414
434,DRIG,4,ENSG00000198952,0.13303926516899556
435,DRIG,4,ENSG00000156603,0.28528649167215925
436,DRIG,4,ENSG00000108424,0.2993805468117791
437,DRIG,4,ENSG00000105258,0.15017829738594546
438,DRIG,4,ENSG00000119414,0.11742765182226292
439,DRIG,4,ENSG00000163754,0.10461520100547028
440,DRIG,4,ENSG00000112118,0.1117033644021017
441,DRIG,4,ENSG00000113141,0.19307403398115325
442,DRIG,4,ENSG00000108064,0.37227249692040654
443,DRIG,4,ENSG00000198258,0.6427213731041131
444,DRIG,4,ENSG00000197780,0.10287042815094381
445,DRIG,4,ENSG00000083896,0.13111603732730492
446,DRIG,4,ENSG00000183479,0.6798230534625158
447,DRIG,4,ENSG00000197111,0.1633927878092552
448,DRIG,4,ENSG00000144034,0.6537841915450341
449,DRIG,4,ENSG00000268043,0.2687333020937977
450,anchor regression,4,ENSG00000205609,0.17559937135305506
451,anchor regression,4,ENSG00000205571,0.1132441177824765
452,anchor regression,4,ENSG00000100804,0.2766556769405944
453,anchor regression,4,ENSG00000204152,0.4535547981167795
454,anchor regression,4,ENSG00000168538,0.22155473326166508
455,anchor regression,4,ENSG00000197734,0.1164349929244524
456,anchor regression,4,ENSG00000152253,0.3794558589367325
457,anchor regression,4,ENSG00000106263,0.10493284117169564
458,anchor regression,4,ENSG00000120948,0.1761106988185081
459,anchor regression,4,ENSG00000169750,0.22935909659746356
460,anchor regression,4,ENSG00000119718,0.3974335167149739
461,anchor regression,4,ENSG00000105618,0.325440321412614
462,anchor regression,4,ENSG00000145191,0.3449247178799669
463,anchor regression,4,ENSG00000072756,0.45495428567073976
464,anchor regression,4,ENSG00000070785,0.12142964603395344
465,anchor regression,4,ENSG00000160075,0.3356704494508075
466,anchor regression,4,ENSG00000075856,0.5512564251672644
467,anchor regression,4,ENSG00000131931,0.7493988944534143
468,anchor regression,4,ENSG00000174243,0.11334279600448206
469,anchor regression,4,ENSG00000117360,0.09708248548089395
470,anchor regression,4,ENSG00000100949,0.15129757122710275
471,anchor regression,4,ENSG00000175792,0.7212863544882295
472,anchor regression,4,ENSG00000181029,0.2145655063200251
473,anchor regression,4,ENSG00000146007,0.09537180997678715
474,anchor regression,4,ENSG00000124207,0.7400466144758773
475,anchor regression,4,ENSG00000174780,0.1324096914917042
476,anchor regression,4,ENSG00000197265,0.5326318350283603
477,anchor regression,4,ENSG00000182446,0.23235615294243844
478,anchor regression,4,ENSG00000169727,0.19229807902957463
479,anchor regression,4,ENSG00000110713,0.15877152074039513
480,anchor regression,4,ENSG00000137955,0.28727672816800637
481,anchor regression,4,ENSG00000142731,0.6300874159665628
482,anchor regression,4,ENSG00000189091,0.4504547373779757
483,anchor regression,4,ENSG00000111581,0.3262763932623846
484,anchor regression,4,ENSG00000198952,0.13406726548845155
485,anchor regression,4,ENSG00000156603,0.27883214128680156
486,anchor regression,4,ENSG00000108424,0.3161520171836343
487,anchor regression,4,ENSG00000105258,0.1485264208233182
488,anchor regression,4,ENSG00000119414,0.11850405293989733
489,anchor regression,4,ENSG00000163754,0.10237238332025346
490,anchor regression,4,ENSG00000112118,0.11091739406078045
491,anchor regression,4,ENSG00000113141,0.18952360647311814
492,anchor regression,4,ENSG00000108064,0.36839285544700656
493,anchor regression,4,ENSG00000198258,0.6626992323155901
494,anchor regression,4,ENSG00000197780,0.10351561362886676
495,anchor regression,4,ENSG00000083896,0.1305024088429927
496,anchor regression,4,ENSG00000183479,0.6977348448436476
497,anchor regression,4,ENSG00000197111,0.17261810416962547
498,anchor regression,4,ENSG00000144034,0.6713348081969994
499,anchor regression,4,ENSG00000268043,0.27987371224655877
500,DRIG,5,ENSG00000205609,0.17188180496562652
501,DRIG,5,ENSG00000205571,0.11346556504079597
502,DRIG,5,ENSG00000100804,0.28207753118439377
503,DRIG,5,ENSG00000204152,0.44405398551960107
504,DRIG,5,ENSG00000168538,0.21670658802289255
505,DRIG,5,ENSG00000197734,0.1134213801306199
