lambda,test_mse
19,0.367441416
19,0.237925127
19,0.145207688
19,0.11525546
19,0.355730385
19,0.265793532
19,0.344292432
19,0.179907739
19,0.273069203
19,0.487023413
19,0.23300761
19,0.163968474
19,0.167972088
19,0.485839307
19,0.147808582
19,0.210257426
19,0.120269671
19,0.114229739
19,0.099429563
19,0.138242289
19,0.143829286
19,0.12204659
19,0.549071193
19,0.177620336
19,0.190746188
19,0.516137064
19,0.338415354
19,0.107080832
19,0.409410596
19,0.323310077
19,0.148251027
19,0.274462193
19,0.139064133
19,0.202345878
19,0.197786197
19,0.10956271
19,0.200712353
19,0.213051781
20,0.214395687
20,0.553006947
20,0.239890888
20,0.208523139
20,0.552390635
20,0.270311415
20,0.143937305
20,0.517722189
20,0.211463973
20,0.325685292
20,0.116050601
20,0.24327895
20,0.379698992
20,0.233681351
20,0.14485988
20,0.113730021
20,0.359781474
20,0.269382
20,0.347438097
20,0.183663249
20,0.273486197
20,0.491386354
20,0.239334494
20,0.160268739
20,0.170749277
20,0.490178823
20,0.147874042
20,0.214818299
20,0.119766623
20,0.113702342
20,0.100572102
20,0.136251122
20,0.143563539
20,0.120815255
20,0.554842055
20,0.176514387
20,0.189280301
20,0.522699177
20,0.339317888
20,0.106625296
20,0.410734504
20,0.319999963
20,0.149480894
20,0.277424842
20,0.138138339
20,0.203092664
20,0.198592737
20,0.10814324
20,0.199142516
20,0.215134859
21,0.220014289
21,0.567464888
21,0.244332746
21,0.202548012
21,0.552977264
21,0.2655074
21,0.139778003
21,0.530869961
21,0.217497185
21,0.330653489
21,0.113794476
21,0.250941753
21,0.383131117
21,0.230173215
21,0.144142911
21,0.112774126
21,0.362269104
21,0.275191605
21,0.354344547
21,0.184977546
21,0.281494826
21,0.504536986
21,0.23810567
21,0.157161891
21,0.171843529
21,0.500573158
21,0.146737516
21,0.212109104
21,0.118953831
21,0.113321543
21,0.100595139
21,0.134263918
21,0.14314276
21,0.117821656
21,0.564222097
21,0.17348443
21,0.185914814
21,0.53190428
21,0.330318362
21,0.104370944
21,0.421842068
21,0.320596963
21,0.150234491
21,0.278436512
21,0.13468717
21,0.208280846
21,0.202591032
21,0.106015846
21,0.194265619
21,0.219427019
22,0.211416811
22,0.542083859
22,0.233008549
22,0.208400309
22,0.527153611
22,0.279064715
22,0.146065757
22,0.506109416
22,0.20306778
22,0.317878366
22,0.11889419
22,0.242280617
22,0.362625271
22,0.239816576
22,0.147442013
22,0.115003183
22,0.353951812
22,0.262839019
22,0.337063193
22,0.178137437
22,0.268329144
22,0.479976922
22,0.230236173
22,0.1638197
22,0.166874602
22,0.478358269
22,0.150579527
22,0.207816169
22,0.122396767
22,0.114833318
22,0.099808119
22,0.140100881
22,0.142908052
22,0.12454953
22,0.539725125
22,0.179069176
22,0.196377397
22,0.506513834
22,0.346244335
22,0.109174989
22,0.4055399
22,0.325440168
22,0.149487585
22,0.26865083
22,0.141625345
22,0.203643098
22,0.196047783
22,0.110883787
22,0.202719778
22,0.212353855
23,0.215507194
23,0.549284279
23,0.235733286
23,0.205668211
23,0.534208417
23,0.276104093
23,0.144682482
23,0.511086106
23,0.20855324
23,0.323220879
23,0.11729902
23,0.246866643
23,0.370231718
23,0.238743201
23,0.145832494
23,0.115590997
23,0.35543707
23,0.265512168
23,0.342616439
23,0.179327235
23,0.271683872
23,0.486802906
23,0.232302487
23,0.164109543
23,0.168563843
23,0.481611788
23,0.14848046
23,0.210685506
23,0.1216814
23,0.114620969
23,0.100043736
23,0.13911283
23,0.143646017
23,0.12205714
23,0.544817448
23,0.179896101
23,0.191980824
23,0.514307022
23,0.340938717
23,0.107551351
23,0.408769101
23,0.322875261
23,0.148723692
23,0.270816922
23,0.139363915
23,0.203227207
23,0.197317913
23,0.10931623
23,0.200835109
23,0.212929159
24,0.201990604
24,0.519772053
24,0.222224012
24,0.214262724
24,0.510155559
24,0.290196776
24,0.151161894
24,0.480591118
24,0.198611259
24,0.307510406
24,0.122319892
24,0.239629269
24,0.354200751
24,0.247416183
24,0.148395449
24,0.118672028
24,0.340917587
24,0.252926141
24,0.324022621
24,0.172302708
24,0.259033799
24,0.458557218
24,0.218280166
24,0.172495991
24,0.159096122
24,0.451617777
24,0.152979091
24,0.205690622
24,0.122900203
24,0.116767757
24,0.099379756
24,0.144473642
24,0.145373836
24,0.128444403
24,0.517877519
24,0.185037419
24,0.200901553
24,0.486850977
24,0.349625468
24,0.112605348
24,0.394521803
24,0.324513555
24,0.147199452
24,0.257297724
24,0.147204444
24,0.191888526
24,0.193976015
24,0.111225002
24,0.210912704
24,0.208450437
25,0.213919833
25,0.546630323
25,0.240205631
25,0.207254052
25,0.536032259
25,0.284849644
25,0.14634718
25,0.50931263
25,0.211578116
25,0.322385073
25,0.118659198
25,0.244425744
25,0.365717828
25,0.23847422
25,0.145580873
25,0.115714841
25,0.355747312
25,0.265467167
25,0.341743171
25,0.179264814
25,0.273453951
25,0.483730227
25,0.23328051
25,0.165399149
25,0.169390276
25,0.480317891
25,0.149720818
25,0.20884496
25,0.120357856
25,0.114450678
25,0.099946566
25,0.139731497
25,0.144028306
25,0.12434344
25,0.549952149
25,0.180663839
25,0.194756299
25,0.511192441
25,0.338947356
25,0.108520426
25,0.411050081
25,0.322725266
25,0.151946083
25,0.267810106
25,0.141864568
25,0.206534997
25,0.198944852
25,0.110747486
25,0.200973883
25,0.212909862
26,0.215527564
26,0.548909366
26,0.237997711
26,0.207334414
26,0.521131516
26,0.269113988
26,0.143281296
26,0.51121968
26,0.205907434
26,0.321707547
26,0.116278708
26,0.246087953
26,0.367718339
26,0.234498769
26,0.145479128
26,0.117038168
26,0.350608766
26,0.269778341
26,0.34538573
26,0.17391476
26,0.272005796
26,0.484125435
26,0.228434265
26,0.162577987
26,0.168123633
26,0.48302719
26,0.147963732
26,0.205974817
26,0.120876931
26,0.114124969
26,0.099959217
26,0.136950672
26,0.143070489
26,0.120871074
26,0.544615865
26,0.179878712
26,0.18736501
26,0.514434278
26,0.340187341
26,0.106579229
26,0.410452455
26,0.322337747
26,0.150682911
26,0.267740846
26,0.138609424
26,0.203067824
26,0.19719705
26,0.108631492
26,0.202180758
26,0.213721901
27,0.216562614
27,0.550795794
27,0.238809168
27,0.203394771
27,0.539527237
27,0.272076905
27,0.139647529
27,0.514054239
27,0.213930115
27,0.326774657
27,0.11611867
27,0.244464874
27,0.3753483
27,0.232384369
27,0.145298541
27,0.114550821
27,0.358929962
27,0.268912613
27,0.34166944
27,0.182291701
27,0.276112795
27,0.489820302
27,0.235057056
27,0.159210473
27,0.16967161
27,0.485680938
27,0.146350577
27,0.213326424
27,0.119114712
27,0.113705009
27,0.100577869
27,0.136315644
27,0.143865988
27,0.120856591
27,0.552713752
27,0.176293284
27,0.189509511
27,0.515469074
27,0.332803994
27,0.10686513
27,0.414247811
27,0.320133448
27,0.14942494
27,0.269523054
27,0.13734749
27,0.204342306
27,0.19776091
27,0.10837131
27,0.198413908
27,0.213193491
28,0.216138184
28,0.554726064
28,0.239482284
28,0.204229832
28,0.527495444
28,0.272672653
28,0.140297413
28,0.515066326
28,0.210838065
28,0.325251818
28,0.115444079
28,0.246003479
28,0.373864681
28,0.234788626
28,0.144539595
28,0.114919491
28,0.351443887
28,0.269156426
28,0.346064419
28,0.178447649
28,0.278423846
28,0.48928833
28,0.23124148
28,0.161092699
28,0.165698364
28,0.483652323
28,0.147119641
28,0.210323572
28,0.119480923
28,0.114063248
28,0.101002105
28,0.135829687
28,0.144151151
28,0.119843043
28,0.552477896
28,0.177954063
28,0.188655883
28,0.520185113
28,0.336064637
28,0.106147721
28,0.411797404
28,0.321668595
28,0.148366615
28,0.269562036
28,0.137135997
28,0.204215735
28,0.196612433
28,0.108589798
28,0.20061855
28,0.216379523
29,0.208999947
29,0.533018112
29,0.234304711
29,0.213095918
29,0.520803809
29,0.283291131
29,0.148621082
29,0.491723955
29,0.200057894
29,0.31537804
29,0.119884215
29,0.242683351
29,0.360983014
29,0.242236361
29,0.148333952
29,0.117899418
29,0.352390766
29,0.259769052
29,0.326986939
29,0.176701605
29,0.267955869
29,0.470325589
29,0.231061891
29,0.165495753
29,0.164445207
29,0.468875259
29,0.151377857
29,0.206064761
29,0.122677825
29,0.116266333
29,0.099372618
29,0.142216235
29,0.144523114
29,0.124949373
29,0.52832675
29,0.181236416
29,0.196599051
29,0.495227367
29,0.344872773
29,0.109701782
29,0.400147766
29,0.324788183
29,0.148954615
29,0.262786716
29,0.143419787
29,0.200909927
29,0.19558315
29,0.110489085
29,0.205663785
29,0.209261268
30,0.229819432
30,0.567383826
30,0.251190871
30,0.20226562
30,0.530334711
30,0.267632216
30,0.137747005
30,0.525352538
30,0.218182012
30,0.335874707
30,0.113597661
30,0.248309344
30,0.371985972
30,0.228506029
30,0.145460799
30,0.115009516
30,0.361398339
30,0.276024222
30,0.354340166
30,0.183321968
30,0.287083268
30,0.506685495
30,0.239714429
30,0.156595737
30,0.174459964
30,0.502502441
30,0.146899462
30,0.207768038
30,0.11814525
30,0.112552464
30,0.100394972
30,0.134916246
30,0.145084873
30,0.118391208
30,0.562759161
30,0.17746073
30,0.182293445
30,0.5319677
30,0.33330223
30,0.10411296
30,0.425460875
30,0.321312815
30,0.154862568
30,0.272948742
30,0.134650335
30,0.215389326
30,0.200181141
30,0.106907949
30,0.193932846
30,0.217435569
31,0.214773893
31,0.542908251
31,0.231200576
31,0.206484348
31,0.51284647
31,0.28105709
31,0.14493385
31,0.499420106
31,0.205008104
31,0.316176444
31,0.118033715
31,0.244164228
31,0.360792994
31,0.2396864
31,0.145827085
31,0.117795907
31,0.350493222
31,0.264904261
31,0.335973352
31,0.175895557
31,0.270912796
31,0.477362156
31,0.225886703
31,0.163667455
31,0.164600194
31,0.473777771
31,0.150260866
31,0.204723403
31,0.12154457
31,0.1134758
31,0.099009193
31,0.138385132
31,0.144288898
31,0.122558318
31,0.535838068
31,0.185312048
31,0.192640454
31,0.508396983
31,0.342535228
31,0.108354248
31,0.405873239
31,0.322616458
31,0.150001183
31,0.261704713
31,0.14198485
31,0.203641042
31,0.194592804
31,0.109912105
31,0.202217177
31,0.211558968
32,0.21461086
32,0.538180828
32,0.23524639
32,0.209175467
32,0.517748058
32,0.278265625
32,0.142480761
32,0.498292506
32,0.207994223
32,0.319714069
32,0.118021436
32,0.242946789
32,0.362530917
32,0.241647154
32,0.146476045
32,0.117225185
32,0.349850029
32,0.262254089
32,0.334014148
32,0.178198129
32,0.268787652
32,0.47502014
32,0.225647345
32,0.165177494
32,0.16755873
32,0.469435096
32,0.150075078
32,0.208411619
32,0.122752905
32,0.114116192
32,0.099892884
32,0.139835924
32,0.143287435
32,0.123407826
32,0.530768156
32,0.185825765
32,0.194169372
32,0.500089109
32,0.343838215
32,0.108977124
32,0.407275289
32,0.322199166
32,0.14772293
32,0.260749042
32,0.141939238
32,0.203559205
32,0.198171586
32,0.111019544
32,0.202057943
32,0.214024901
33,0.206225857
33,0.532123148
33,0.227966204
33,0.211859882
33,0.501039863
33,0.283089489
33,0.147961855
33,0.489470184
33,0.196561471
33,0.312837124
33,0.119457379
33,0.240710467
33,0.351746708
33,0.244905844
33,0.14589408
33,0.118238442
33,0.34729749
33,0.25936991
33,0.328180224
33,0.173243269
33,0.264300793
33,0.46750325
33,0.22539717
33,0.168081015
33,0.160749942
33,0.457999706
33,0.154283598
33,0.203475907
33,0.12480925
33,0.11462006
33,0.099115513
33,0.142839059
33,0.144103855
33,0.125116855
33,0.524778426
33,0.188548788
33,0.195583329
33,0.493464202
33,0.345490187
33,0.110380024
33,0.398918837
33,0.324737102
33,0.148985237
33,0.259815454
33,0.14454101
33,0.198781684
33,0.191837206
33,0.111622766
33,0.20821546
33,0.209760576
34,0.211510494
34,0.533262849
34,0.231564775
34,0.212930262
34,0.51174593
34,0.283304483
34,0.149211437
34,0.489165008
34,0.201736674
34,0.313955128
34,0.120034866
34,0.243542269
34,0.358532041
34,0.242939711
34,0.147276223
34,0.11819151
34,0.346734643
34,0.25886637
34,0.329809397
34,0.173268482
34,0.267792463
34,0.470290959
34,0.224341065
34,0.165950507
34,0.163035631
34,0.462419808
34,0.151785091
34,0.200668424
34,0.12333101
34,0.116260961
34,0.098814525
34,0.141942665
34,0.144790351
34,0.125645265
34,0.529273808
34,0.185514331
34,0.196817905
34,0.496857136
34,0.346370131
34,0.110128567
34,0.400821447
34,0.323010504
34,0.148866698
34,0.259395957
34,0.145106345
34,0.201754048
