lambda,test_scrps
7,0.515454611
7,0.909516585
7,0.785953212
7,0.602565479
7,0.815080947
7,0.550477839
7,0.653982252
7,0.685603023
7,0.508750859
7,0.596164328
7,0.668194085
8,0.695497292
8,1.121461654
8,0.726256883
8,0.624063295
8,1.183662546
8,0.723889995
8,0.558794671
8,1.208489501
8,0.738174456
8,0.850902754
8,0.534662032
8,0.734099984
8,0.949277061
8,0.686139792
8,0.58778199
8,0.549254936
8,0.871534073
8,0.792386603
8,0.859144729
8,0.66863879
8,0.76955511
8,1.080605888
8,0.731152415
8,0.593435824
8,0.643259454
8,1.061771238
8,0.582243705
8,0.709990394
8,0.543449178
8,0.546070957
8,0.531149006
8,0.564390737
8,0.595673805
8,0.534217316
8,1.164270175
8,0.605150956
8,0.620934808
8,1.122145319
8,0.778516477
8,0.520308802
8,0.918091023
8,0.763131076
8,0.612488353
8,0.802423632
8,0.555363393
8,0.65377593
8,0.674126583
8,0.52206704
8,0.613835412
8,0.691552544
9,0.696844304
9,1.147905397
9,0.767493457
9,0.626330465
9,1.143841982
9,0.725302714
9,0.573421806
9,1.138193202
9,0.737932307
9,0.852623737
9,0.533892429
9,0.734048641
9,0.952392823
9,0.671718878
9,0.569806463
9,0.548546773
9,0.831484973
9,0.771965951
9,0.844501442
9,0.648487747
9,0.771179658
9,1.098819554
9,0.725895476
9,0.572116041
9,0.635163784
9,1.115976292
9,0.574787611
9,0.695820087
9,0.539164099
9,0.549335212
9,0.516997984
9,0.577904314
9,0.580834943
9,0.544638342
9,1.113639235
9,0.647246301
9,0.630717784
9,1.143308067
9,0.772172648
9,0.528321624
9,0.934099269
9,0.778607482
9,0.59623149
9,0.808270264
9,0.562205005
9,0.663099754
9,0.687172771
9,0.53541531
9,0.61898905
9,0.68289212
10,0.699813175
10,1.113014543
10,0.741489321
10,0.629414743
10,1.148845398
10,0.687900555
10,0.568039232
10,1.077710605
10,0.742565209
10,0.86051771
10,0.539183754
10,0.757025945
10,0.950914276
10,0.673176271
10,0.576027244
10,0.537131146
10,0.895666689
10,0.7779953
10,0.866676146
10,0.661123836
10,0.777265435
10,1.067155004
10,0.757302862
10,0.590367794
10,0.625634861
10,1.040798187
10,0.583202493
10,0.679541296
10,0.539490527
10,0.536712936
10,0.537401891
10,0.566797566
10,0.578811079
10,0.540406132
10,1.131935346
10,0.623013431
10,0.612819743
10,1.065869308
10,0.773548555
10,0.526907647
10,0.91532743
10,0.774317509
10,0.589664781
10,0.785089576
10,0.562321281
10,0.652336639
10,0.681481463
10,0.527786759
10,0.599961746
10,0.673364234
11,0.709080702
11,1.119432139
11,0.723987538
11,0.636671895
11,1.087987316
11,0.72092554
11,0.57697674
11,1.068638211
11,0.684134984
11,0.826112992
11,0.547314566
11,0.743569237
11,0.896303689
11,0.684631753
11,0.589803839
11,0.531502014
11,0.873701006
11,0.764270383
11,0.838896078
11,0.657897168
11,0.758746421
11,1.022171336
11,0.714158189
11,0.610750002
11,0.596338183
11,1.006311351
11,0.572407013
11,0.689362168
11,0.55163855
11,0.537470552
11,0.531982848
11,0.572959477
11,0.595058805
11,0.552886999
11,1.133430099
11,0.650126517
11,0.636809564
11,1.090134132
11,0.774201548
11,0.534842175
11,0.895548081
11,0.769035864
11,0.609672749
11,0.743538028
11,0.572863376
11,0.64293161
11,0.670501125
11,0.543617868
11,0.632557088
11,0.683637226
12,0.679960048
12,1.063605666
12,0.709612483
12,0.649848276
12,1.108470035
12,0.733816397
12,0.582286853
12,1.113838875
12,0.711322886
12,0.818256342
12,0.551461726
12,0.740066677
12,0.879079109
12,0.687839991
12,0.593569654
12,0.544874918
12,0.848703003
12,0.768622142
12,0.838166428
12,0.65439775
12,0.759623832
12,1.061955893
12,0.730535489
12,0.6260656
12,0.620483869
12,1.03627429
12,0.609308416
12,0.721736622
12,0.551157236
12,0.547534341
12,0.530804774
12,0.57537722
12,0.59024139
12,0.556692702
12,1.043823504
12,0.629678077
12,0.627862334
12,1.061401713
12,0.795468682
12,0.543992913
12,0.893114895
12,0.760171843
12,0.607291949
12,0.766121572
12,0.575030673
12,0.619878435
12,0.666903949
12,0.543099779
12,0.627098078
12,0.65618428
13,0.659105682
13,1.094264936
13,0.70247848
13,0.663686305
13,1.090493369
13,0.729183793
13,0.596067601
13,1.029498112
13,0.700350279
13,0.813000309
13,0.550506914
13,0.71786918
13,0.917121661
13,0.68761391
13,0.581657511
13,0.545371991
13,0.854960114
13,0.773217475
13,0.831554878
13,0.653931791
13,0.767016619
13,1.018570966
13,0.733558232
13,0.601432979
13,0.623535722
13,1.063549107
13,0.578471994
13,0.6853939
13,0.533043504
13,0.55102323
13,0.532403016
13,0.595084494
13,0.575400352
13,0.555837214
13,1.08680476
13,0.619019961
13,0.639047718
13,1.028116196
13,0.758794707
13,0.542140424
13,0.880612421
13,0.761694092
13,0.586762965
13,0.745631212
13,0.575519377
13,0.6371108
13,0.658093792
13,0.546749967
13,0.641450417
13,0.655589533
14,0.695648819
14,1.104364908
14,0.733976871
14,0.613688505
14,1.137995088
14,0.728427303
14,0.597605884
14,1.082217348
14,0.685905093
14,0.836426079
14,0.544329363
14,0.722484756
14,0.898045868
14,0.680493057
14,0.5752249
14,0.542942935
14,0.893699789
14,0.774679202
14,0.856455088
14,0.656270987
14,0.760758466
14,1.031657189
14,0.726556027
14,0.608934128
14,0.62636885
14,1.090335947
14,0.589854044
14,0.686378139
14,0.542190015
14,0.553656489
14,0.532772535
14,0.572920036
14,0.590575641
14,0.55494228
14,1.079966021
14,0.635487992
14,0.622794646
14,1.05853079
14,0.795573699
14,0.535333079
14,0.896211708
14,0.775145423
14,0.615147287
14,0.792484009
14,0.564754683
14,0.664379823
14,0.687793326
14,0.554326499
14,0.633733547
14,0.683813202
15,0.666208971
15,1.091556394
15,0.724623394
15,0.640618843
15,1.075200009
15,0.726638043
15,0.570308101
15,1.054743272
15,0.735654324
15,0.817817855
15,0.549835342
15,0.728279424
15,0.899624467
15,0.673830253
15,0.594079036
15,0.542620793
15,0.845842087
15,0.743356878
15,0.819601822
15,0.645747888
15,0.770044637
15,1.024545282
15,0.723561126
15,0.60354442
15,0.625471741
15,1.032241684
15,0.595947158
15,0.66324259
15,0.554065484
15,0.543767619
15,0.544409567
15,0.567414594
15,0.580399483
15,0.552071309
15,1.121065867
15,0.62662527
15,0.648946464
15,1.10844847
15,0.774024236
15,0.541028851
15,0.897773874
15,0.752603918
15,0.603011113
15,0.769589657
15,0.571000308
15,0.630860877
15,0.683159006
15,0.539840293
15,0.641102868
15,0.674386793
16,0.697847253
16,1.067710304
16,0.701420891
16,0.630961275
16,1.086326265
16,0.728336066
16,0.580816114
16,1.088269973
16,0.71615417
16,0.824806982
16,0.550819325
16,0.726356667
16,0.8763695
16,0.689688087
16,0.5971178
16,0.548914725
16,0.864110404
16,0.752624989
16,0.854178488
16,0.647160506
16,0.771333444
16,1.018460083
16,0.720246816
16,0.58640846
16,0.640144044
16,1.01491797
16,0.585105413
16,0.68720268
16,0.556784552
16,0.539111686
16,0.537678379
16,0.563932908
16,0.592104691
16,0.544633061
16,1.105917335
16,0.630043918
16,0.631701434
16,1.038322622
16,0.764306349
16,0.537196732
16,0.872586286
16,0.755145377
16,0.588407427
16,0.767197657
16,0.569868135
16,0.680780995
16,0.673788702
16,0.541552472
16,0.642334199
16,0.669800073
17,0.683451986
17,1.084177947
17,0.701041925
17,0.658129764
17,1.058983564
17,0.74810248
17,0.592811722
17,1.063428456
17,0.677093196
17,0.829477125
17,0.554104322
17,0.715883875
17,0.88075276
17,0.683200246
17,0.582338017
17,0.544724721
17,0.846265548
17,0.758194822
17,0.836044919
17,0.639517742
17,0.766000485
17,1.040424657
17,0.733360445
17,0.608048141
17,0.616244626
17,0.969298816
17,0.591983092
17,0.685631812
17,0.560777536
17,0.549960053
17,0.544199198
17,0.585351563
17,0.598972803
17,0.561983979
17,1.035228497
17,0.62839433
17,0.621643144
17,1.039867997
17,0.775359702
17,0.54350794
17,0.873075652
17,0.759604675
17,0.601943022
17,0.747670913
17,0.58394016
17,0.647748268
17,0.652548021
17,0.555949092
17,0.645929897
17,0.657983249
18,0.706568557
18,1.106373775
18,0.732726479
18,0.647386634
18,1.078527081
18,0.721375501
18,0.595888728
18,1.056713021
18,0.709172064
18,0.833769441
18,0.553899473
18,0.735753566
18,0.876048899
18,0.67120384
18,0.605276525
18,0.547114298
18,0.853057325
18,0.782314205
18,0.850759506
18,0.659483773
18,0.770591933
18,1.021817762
18,0.713304842
18,0.611839336
18,0.608951896
18,1.02261948
18,0.581148702
18,0.696033204
18,0.558860248
18,0.543360788
18,0.53603982
18,0.579015481
18,0.600048578
18,0.559957737
18,1.082159573
18,0.633769059
18,0.632591689
18,1.051848423
18,0.755734009
18,0.541046113
18,0.898621666
18,0.775155658
18,0.611104238
18,0.769413215
18,0.573570633
18,0.653898114
18,0.664343262
18,0.539702824
18,0.62742486
18,0.670759708
19,0.680419952
19,1.0379695
19,0.714396101
19,0.629592752
19,1.067915148
19,0.725830615
19,0.576028693
19,1.034773344
19,0.689563918
19,0.843013501
19,0.555241507
19,0.716136336
19,0.907583743
19,0.69374916
19,0.591975093
19,0.559717453
19,0.853730518
19,0.760602826
19,0.833698893
19,0.663467163
19,0.755249339
19,1.000839031
19,0.699378484
19,0.606145245
19,0.619739163
19,1.011314476
19,0.607240498
19,0.677626228
19,0.557347929
19,0.564872748
19,0.548037726
19,0.588643843
19,0.590159339
19,0.559148991
19,1.07449944
19,0.619327724
19,0.627236402
19,0.999219805
19,0.776123112
19,0.546210748
19,0.871562344
19,0.751613265
19,0.617684442
19,0.748449004
19,0.58403061
19,0.678027356
19,0.658308184
19,0.553629696
19,0.655645436
19,0.701775616
20,0.684440422
20,1.050000191
20,0.725111127
20,0.623204058
20,1.050784111
20,0.712013292
20,0.605315828
20,1.083812475
20,0.691973358
20,0.819653535
20,0.559860927
20,0.705545908
20,0.858951688
20,0.676788884
20,0.605385017
20,0.557034111
20,0.837119311
20,0.750034058
20,0.831037283
20,0.639487159
20,0.767041945
20,1.012832958
20,0.728056473
20,0.617308384
20,0.65455727
20,1.044004256
20,0.603888196
20,0.675302356
20,0.54657757
20,0.549713409
20,0.543798757
20,0.583531332
20,0.612352085
20,0.56417219
20,1.084066993
20,0.63387925
20,0.631830108
20,1.003838068
20,0.761297393
20,0.547335732
20,0.877063155
20,0.761135638
20,0.606478363
20,0.752201015
20,0.5799878
20,0.67800411
20,0.664403856
20,0.559003276
20,0.631191248
20,0.700841922
21,0.706616533
21,1.071028954
21,0.723584104
21,0.643282044
21,1.014140886
21,0.708575684
21,0.607392585
21,1.031893981
21,0.713535672
21,0.78305366
21,0.553595144
21,0.742354673
21,0.890416157
21,0.667362684
21,0.578154492
21,0.534819436
21,0.806866747
21,0.764543498
21,0.825166315
21,0.651874238
21,0.764214194
21,1.008538562
21,0.716569209
21,0.612582737
21,0.641894597
21,1.020348597
21,0.607104903
21,0.666585732
21,0.568205422
21,0.56438536
21,0.557423007
21,0.580001205
21,0.592842138
21,0.563170552
21,1.04371314
21,0.636690807
21,0.631808174
21,1.014387608
21,0.758878696
21,0.550461489
21,0.875121123
21,0.775266159
21,0.603759164
21,0.732098258
21,0.578359163
21,0.666212243
21,0.669974059
21,0.543141282
21,0.618277657
21,0.653910285
22,0.678994149
22,1.05795573
22,0.709730971
22,0.660873866
22,1.044475472
22,0.719995278
22,0.591132665
22,1.025879639
22,0.675732112
22,0.806558603
22,0.565109825
22,0.734654409
22,0.906844705
22,0.691529113
22,0.612052584
22,0.564827734
22,0.829328912
22,0.754520679
22,0.806881267
22,0.640715814
22,0.760620642
22,0.971971768
22,0.695555371
22,0.622372019
22,0.633024359
22,0.960904568
22,0.621723217
22,0.68317132
22,0.559889895
22,0.571734762
22,0.544584811
22,0.579788083
22,0.598843592
22,0.569197965
22,0.95179069
22,0.658792782
22,0.63589257
22,1.015132272
22,0.773590857
22,0.557430798
22,0.881762356
22,0.757499242
22,0.615943068
22,0.711767793
22,0.593550014
22,0.689709407
22,0.667963696
22,0.563913423
22,0.647503763
22,0.673480046
23,0.686796075
23,1.033219498
23,0.710110027
23,0.65415054
23,1.004516423
23,0.739079267
23,0.601943141
23,1.016330504
23,0.654614687
23,0.840436918
23,0.561063236
23,0.713652736
23,0.887194985
23,0.678636807
23,0.592477965
23,0.566241741
23,0.82259441
23,0.754760557
23,0.833485216
23,0.646635741
23,0.747113967
23,0.998447895
23,0.689775884
23,0.61299718
23,0.603182971
23,0.990162367
23,0.612791419
23,0.678148329
23,0.560373133
23,0.543004805
23,0.551024997
23,0.582742751
23,0.58087278
23,0.570966166
23,1.011628759
23,0.656576556
23,0.633227098
23,0.990386188
23,0.779124486
23,0.547014624
23,0.882715547
23,0.757993692
23,0.594024307
23,0.737781876
23,0.581257039
23,0.650603724
23,0.646758687
23,0.542943263
23,0.638881224
23,0.6655065
24,0.688615191
24,0.998704481
24,0.686384988
24,0.652458245
24,0.996978831
24,0.735835683
24,0.595146447
24,1.007530016
24,0.648896658
24,0.779225302
24,0.567284924
24,0.740965205
24,0.845295936
24,0.69934907
24,0.590227586
24,0.567509586
24,0.82540161
24,0.73249355
24,0.798002839
24,0.633193743
24,0.740298909
24,0.956026614
24,0.706706923
24,0.609354913
24,0.609075356
24,0.979674685
24,0.5999897
24,0.660433972
24,0.560667866
24,0.563175184
24,0.559577167
24,0.591712326
24,0.588936311
24,0.574243414
24,1.027112573
24,0.636521578
24,0.662042576
24,0.963157672
24,0.783388329
24,0.558846289
24,0.859893769
24,0.764157289
24,0.609174615
24,0.726791781
24,0.589582705
24,0.665397608
24,0.666259897
24,0.56934498
24,0.655896038
24,0.67799226
25,0.687249541
25,1.043369436
25,0.719903702
25,0.670664746
25,1.011566144
25,0.723223519
25,0.595355552
25,1.067554873
25,0.718213409
25,0.84452368
25,0.566564059
25,0.727611214
25,0.86285041
25,0.700615972
25,0.586140114
25,0.549384367
25,0.825755155
25,0.755018324
25,0.817494696
25,0.644108927
25,0.762792242
25,0.998584628
25,0.707499373
25,0.603945553
25,0.625375497
25,0.967020178
25,0.59519645
25,0.68638069
25,0.569924116
25,0.571270016
25,0.553831273
25,0.589736688
25,0.625188744
25,0.576047283
25,1.013888443
25,0.644101071
25,0.6409141
25,1.012286556
25,0.783790654
25,0.552422172
25,0.87096771
25,0.756225562
25,0.609222358
25,0.774868602
25,0.586012316
25,0.660702121
25,0.676814765
25,0.549220484
25,0.644661403
25,0.696628129
26,0.694819695
26,1.033973801
26,0.707884973
26,0.650735575
26,0.976880199
26,0.749793726
26,0.600843865
26,1.023113137
26,0.675681037
26,0.825168592
26,0.566265428
26,0.746637344
26,0.866611248
26,0.689470506
26,0.598604858
26,0.570457193
26,0.847232896
26,0.74841553
26,0.841850704
26,0.640256488
26,0.750317538
26,0.985105622
26,0.698385292
26,0.613300645
26,0.641358733
26,1.014131916
26,0.601943606
26,0.670582837
26,0.577979261
26,0.558782268
26,0.554720849
26,0.590041608
26,0.60430702
26,0.571951753
26,1.026703173
26,0.616111308
26,0.635832769
26,1.009215635
26,0.772518307
26,0.555727905
26,0.878958505
26,0.762734377
26,0.603572553
26,0.753305024
26,0.593763942
26,0.658971059
26,0.694472927
26,0.572184879
26,0.640756732
26,0.662681133
27,0.693359268
27,1.028055137
27,0.72461465
27,0.661394596
27,1.040581852
27,0.731941193
27,0.601014632
27,1.006181878
27,0.678858507
27,0.831132019
27,0.568345666
27,0.72732659
27,0.866742414
27,0.682958037
27,0.599796396
27,0.576860934
27,0.850288552
27,0.742638451
27,0.820012701
27,0.658959895
27,0.750743937
27,0.991673023
27,0.69630276
27,0.610659879
27,0.628290117
27,0.979188961
27,0.598251313
27,0.68971566
27,0.561317265
27,0.568708533
27,0.55595547
27,0.585293287
27,0.614792061
27,0.570641553
27,1.063244522
27,0.659675592
27,0.614371109
27,1.023893762
27,0.772928822
27,0.556384552
27,0.873266417
27,0.78062287
27,0.618964088
27,0.738273257
27,0.584903032
27,0.646972924
27,0.674008405
27,0.575138503
27,0.640660161
27,0.683173561
28,0.690313369
28,1.042516375
28,0.717327529
28,0.650282162
28,1.023046178
28,0.703745449
28,0.618735093
28,0.983501506
28,0.688439649
28,0.796758312
28,0.56366815
28,0.722452039
28,0.866600704
28,0.691562515
28,0.591310596
28,0.573323673
28,0.834793943
28,0.766525787
28,0.799727201
28,0.645418251
28,0.754566401
28,0.98459869
28,0.69334771
28,0.612340921
28,0.65495252
28,1.047033083
28,0.603802514
28,0.685456443
28,0.561915869
28,0.563154227
28,0.545476228
28,0.580277622
28,0.602508599
28,0.569244742
28,1.048043233
28,0.643677503
28,0.633598596
28,1.012208772
28,0.776452422
28,0.555907458
28,0.856029588
28,0.752957839
28,0.621678692
28,0.750639862
28,0.589661145
28,0.671916044
28,0.661158603
28,0.562511259
28,0.638528377
28,0.711370796
29,0.677055842
29,1.001884842
29,0.718205798
29,0.64942593
29,1.028491169
29,0.732875627
29,0.615382618
29,0.972563696
29,0.698209673
29,0.795639557
29,0.57231006
29,0.718740398
29,0.841597992
29,0.694675398
29,0.62434268
29,0.570834965
29,0.804094481
29,0.740063071
29,0.806624365
29,0.662384909
29,0.75533756
29,0.976234174
29,0.696010435
29,0.638024378
29,0.64321779
29,0.949822557
29,0.606594723
29,0.68071717
29,0.587092626
29,0.574851125
29,0.554201949
29,0.598489875
29,0.614997411
29,0.581848586
29,0.985829121
29,0.646936768
29,0.639466351
29,0.976840305
29,0.788237149
29,0.564363557
29,0.85945555
29,0.765018797
29,0.606612688
29,0.721263915
29,0.598560429
29,0.697289938
29,0.662673807
29,0.560471815
29,0.652520061
29,0.673670208
30,0.698638254
30,1.045007634
30,0.721189487
30,0.670542896
30,1.013184786
30,0.711205679
30,0.609031904
30,1.020065558
30,0.716887879
30,0.816249084
30,0.569296002
30,0.70913111
30,0.826926231
30,0.671763641
30,0.597357851
30,0.583444238
30,0.806368637
30,0.749799955
30,0.838149208
30,0.660360813
30,0.758245724
30,1.017143536
30,0.704850841
30,0.605436641
30,0.627512735
30,1.027491343
30,0.607212812
30,0.660986584
30,0.572319597
30,0.584747177
30,0.550870222
30,0.580079532
30,0.607437187
30,0.57498886
30,1.051904333
30,0.650527352
30,0.645425111
30,0.984479576
30,0.747480255
30,0.557050771
30,0.880312413
30,0.754433751
30,0.646839607
30,0.743612707
30,0.586025691
30,0.665217036
30,0.660720676
30,0.573025471
30,0.648555475
30,0.702433699
31,0.689026028
31,1.016498786
31,0.707319444
31,0.656762201
31,1.016800416
31,0.7289572
31,0.607732934
31,1.001928467
31,0.679057527
31,0.783727765
31,0.570745796
31,0.726996434
31,0.860489804
31,0.707150817
31,0.620736551
31,0.577324045
31,0.833478236
31,0.749208695
31,0.810513347
31,0.655004627
31,0.746884704
31,0.990700018
31,0.717207789
31,0.608728927
31,0.621142805
31,0.930631757
31,0.605313361
31,0.667055798
31,0.604032016
31,0.583346289
31,0.552910364
31,0.592186266
31,0.597756386
31,0.577799654
31,0.966125959
31,0.649934512
31,0.648506814
31,0.960858405
31,0.779212302
31,0.562460452
31,0.865701139
31,0.775217849
31,0.625494885
31,0.718128854
31,0.594788098
31,0.659837049
31,0.657865512
31,0.548938364
31,0.660693836
31,0.668531835
32,0.663514173
32,1.029022068
32,0.714301443
32,0.646791774
32,0.977066088
32,0.735224032
32,0.595918131
32,1.021257406
32,0.697496945
32,0.805280125
32,0.57697053
32,0.727972221
32,0.850264919
32,0.715590733
32,0.615500087
32,0.582998729
32,0.834453279
32,0.742225438
32,0.815503937
32,0.65761829
32,0.752258152
32,0.979798228
32,0.721931267
32,0.638318586
32,0.633369285
32,0.919176316
32,0.614424324
32,0.660676485
32,0.577582121
32,0.584444654
32,0.545264858
32,0.59309001
32,0.603069407
32,0.585155267
32,1.017054456
32,0.665401566
32,0.638158149
32,0.988763946
32,0.780645382
32,0.559802568
32,0.88107304
32,0.767325747
32,0.61478914
32,0.760252464
32,0.602460843
32,0.672018462
32,0.657807308
32,0.565928775
32,0.640098226
32,0.703246737
33,0.675622779
33,0.996069956
33,0.709858668
33,0.639787507
33,0.936490911
33,0.718992776
33,0.57805059
33,0.968267345
33,0.684200573
33,0.792054588
33,0.579695433
33,0.709377909
33,0.850112486
33,0.707927907
33,0.591338331
33,0.573230308
33,0.809323299
33,0.740956378
33,0.810031754
33,0.649515069
33,0.734993672
33,0.934129238
33,0.693684018
33,0.635711229
33,0.654530323
33,0.932050842
33,0.605175024
33,0.673454803
33,0.586135709
33,0.589250642
33,0.55084877
33,0.60488978
33,0.600856924
33,0.586094868
33,0.99404934
33,0.652842021
33,0.636546099
33,0.96998657
33,0.797567177
33,0.569877517
33,0.849314302
33,0.786639947
33,0.627517939
33,0.747906023
33,0.603862083
33,0.670723838
33,0.663215864
33,0.564029813
33,0.650443447
33,0.667411011
34,0.691906267
34,1.016868997
34,0.715937167
34,0.66328938
34,1.001719612
34,0.736067927
34,0.60047524
34,0.997903889
34,0.677213967
34,0.799210244
34,0.579187161
34,0.705864692
34,0.890909201
34,0.702089
34,0.601095521
34,0.589092964
34,0.813131255
34,0.748653227
34,0.79998365
34,0.645503479
34,0.737935811
34,0.980734164
34,0.688157672
34,0.631431174
34,0.630018342
34,0.96343019
34,0.611667627
34,0.656417847
34,0.563982528
34,0.574816483
34,0.55863443
34,0.60193572
34,0.613512945
34,0.580180329
34,1.004109132
34,0.652371985
34,0.657691735
34,0.958023673
34,0.771036994
34,0.566696018
34,0.862106723
34,0.760487068
34,0.641849351
34,0.745065206
34,0.597412103
34,0.665548676
