lambda,test_scrps
34,0.668924224
34,0.570410734
34,0.657124668
34,0.672481418
35,0.704768336
35,1.031298453
35,0.707031327
35,0.661279279
35,0.994097924
35,0.720588917
35,0.612041163
35,0.97735675
35,0.709171921
35,0.793588746
35,0.578130144
35,0.721165144
35,0.839971983
35,0.69105128
35,0.613521737
35,0.583195508
35,0.824408972
35,0.742080224
35,0.816329861
35,0.652128947
35,0.747367913
35,0.942228615
35,0.711402816
35,0.620058703
35,0.642096418
35,0.962227553
35,0.602656716
35,0.691702396
35,0.582520097
35,0.591691673
35,0.557931006
35,0.600351256
35,0.601259726
35,0.586816132
35,1.02524296
35,0.65533849
35,0.635634977
35,0.976584423
35,0.780841285
35,0.56826815
35,0.864160264
35,0.760772753
35,0.618888026
35,0.720142841
35,0.600712216
35,0.669038761
35,0.65214681
35,0.570882869
35,0.647415489
35,0.715994483
36,0.706699866
36,0.989227563
36,0.705913234
36,0.65737673
36,0.958245838
36,0.746357948
36,0.620077735
36,0.971580577
36,0.703689831
36,0.803025657
36,0.583168983
36,0.719728714
36,0.850221598
36,0.715909368
36,0.626101559
36,0.585873431
36,0.820747042
36,0.735767943
36,0.792453766
36,0.642003757
36,0.742819262
36,0.953015339
36,0.686473966
36,0.62394709
36,0.628958291
36,0.934376603
36,0.635409284
36,0.68144604
36,0.570435643
36,0.567813206
36,0.570527738
36,0.60827986
36,0.619734991
36,0.589571548
36,1.02480278
36,0.653877521
36,0.658358735
36,0.959358925
36,0.790224594
36,0.573421615
36,0.847035134
36,0.756266493
36,0.623011076
36,0.747343355
36,0.608748811
36,0.69794606
36,0.667559081
36,0.589713866
36,0.663472384
36,0.672014743
37,0.685533422
37,1.001833051
37,0.696839952
37,0.663153648
37,0.9621059
37,0.755879927
37,0.612201947
37,0.980881578
37,0.678145027
37,0.772308999
37,0.5824489
37,0.719109648
37,0.835437202
37,0.690697247
37,0.623772323
37,0.575379997
37,0.818030101
37,0.73281523
37,0.786460423
37,0.640667582
37,0.740806073
37,0.954401988
37,0.701372862
37,0.634136492
37,0.654940534
37,0.910628742
37,0.620291877
37,0.682144493
37,0.590929306
37,0.566315192
37,0.558296716
37,0.62113837
37,0.611796135
37,0.586559951
37,0.976168668
37,0.669256908
37,0.652623934
37,0.944383472
37,0.781982386
37,0.575883746
37,0.850007921
37,0.772471696
37,0.620296001
37,0.739231712
37,0.601684868
37,0.680856651
37,0.657588333
37,0.581170988
37,0.641268682
37,0.668379998
38,0.692394561
38,1.039936829
38,0.740352225
38,0.650040966
38,0.963457012
38,0.736245763
38,0.601230681
38,1.001400506
38,0.703150755
38,0.804505855
38,0.57931872
38,0.723314553
38,0.842791998
38,0.693648851
38,0.622241062
38,0.588654929
38,0.863632166
38,0.73641904
38,0.828231412
38,0.644993305
38,0.744607782
38,0.968300873
38,0.685813206
38,0.629272318
38,0.65279001
38,1.000361258
38,0.607074475
38,0.67310679
38,0.576393533
38,0.571979868
38,0.56488331
38,0.605026513
38,0.614183968
38,0.583168596
38,1.005276513
38,0.655374545
38,0.651013428
38,0.984897977
38,0.768994302
38,0.566328096
38,0.84491843
38,0.759299445
38,0.621044844
38,0.743150288
38,0.605027294
38,0.682989097
38,0.663089734
38,0.555262733
38,0.657676458
38,0.693010759
39,0.69757393
39,0.993478107
39,0.723038304
39,0.645312142
39,0.957391423
39,0.732368064
39,0.605403286
39,0.960097718
39,0.699777782
39,0.812494862
39,0.582903165
39,0.720175916
39,0.848398477
39,0.691440493
39,0.613455755
39,0.580001855
39,0.788413733
39,0.745272249
39,0.801635683
39,0.669648361
39,0.758344591
39,0.959514338
39,0.690855992
39,0.621474218
39,0.637269956
39,0.928570068
39,0.629873997
39,0.681762391
39,0.584937781
39,0.58654719
39,0.56735183
39,0.601798129
39,0.627300024
39,0.583637154
39,0.990797389
39,0.655607712
39,0.645723969
39,0.971404052
39,0.775395685
39,0.567980278
39,0.846036685
39,0.755460763
39,0.617017096
39,0.722444248
39,0.600840873
39,0.675834614
39,0.682974267
39,0.573387277
39,0.644733554
39,0.695029706
40,0.705516535
40,0.995648366
40,0.714409649
40,0.678528678
40,0.9687877
40,0.736120373
40,0.621209216
40,0.990911597
40,0.684122241
40,0.771265
40,0.585102594
40,0.711704379
40,0.843818337
40,0.699161422
40,0.61910072
40,0.583251548
40,0.789426327
40,0.761216956
40,0.778314561
40,0.628917623
40,0.75032115
40,0.942665482
40,0.698954284
40,0.644407165
40,0.62370165
40,0.904432255
40,0.611974132
40,0.656082404
40,0.593431324
40,0.587460738
40,0.572385865
40,0.616053498
40,0.614513892
40,0.585333961
40,0.986498106
40,0.653586125
40,0.656503445
40,0.911042631
40,0.760205597
40,0.579893351
40,0.845805711
40,0.758957994
40,0.627366197
40,0.721780956
40,0.607660544
40,0.674702609
40,0.667396128
40,0.578797901
40,0.663448524
40,0.682599461
41,0.673462349
41,0.989296287
41,0.689282519
41,0.662420684
41,0.950347018
41,0.730482721
41,0.615541768
41,0.953851438
41,0.661724126
41,0.790308124
41,0.586171001
41,0.729402369
41,0.845744002
41,0.680562991
41,0.617774183
41,0.583148569
41,0.810600293
41,0.743839538
41,0.789781421
41,0.647985095
41,0.746977383
41,0.947636706
41,0.692365134
41,0.640378034
41,0.617251289
41,0.992882836
41,0.619192946
41,0.671951133
41,0.601957762
41,0.577266216
41,0.568900663
41,0.604795712
41,0.620187503
41,0.592123705
41,0.993969274
41,0.669933468
41,0.650556207
41,0.971415675
41,0.770138443
41,0.569956428
41,0.850695789
41,0.768142575
41,0.651830447
41,0.739069438
41,0.606834304
41,0.66697706
41,0.649655622
41,0.58679437
41,0.653413743
41,0.684238827
42,0.715770024
42,1.006443393
42,0.704105949
42,0.663333482
42,0.974414271
42,0.748286456
42,0.621499801
42,0.966299838
42,0.692339462
42,0.783619136
42,0.587338334
42,0.705981857
42,0.856514704
42,0.7014162
42,0.615260673
42,0.584199667
42,0.838335705
42,0.740836018
42,0.809370232
42,0.633974451
42,0.754122597
42,0.952973247
42,0.700614524
42,0.628413796
42,0.655197513
42,0.937435603
42,0.624601924
42,0.658841032
42,0.595256019
42,0.582772255
42,0.577700382
42,0.607601142
42,0.624313802
42,0.586453313
42,0.992711467
42,0.66275484
42,0.646630967
42,0.977892882
42,0.759654576
42,0.579367441
42,0.891509444
42,0.765545875
42,0.628599966
42,0.722949171
42,0.607543653
42,0.681497586
42,0.658220673
42,0.573797631
42,0.660755616
42,0.682104826
43,0.68406772
43,1.000202763
43,0.723973459
43,0.669829744
43,0.952317035
43,0.756705832
43,0.634568214
43,0.958682734
43,0.663686794
43,0.793336868
43,0.594456309
43,0.719339323
43,0.83089782
43,0.702570343
43,0.626733601
43,0.575263882
43,0.809627301
43,0.735450995
43,0.782480878
43,0.655233395
43,0.758208549
43,0.944560343
43,0.688330996
43,0.628177899
43,0.646860808
43,0.943822908
43,0.632940036
43,0.670863962
43,0.598349321
43,0.59595561
43,0.576348966
43,0.619860649
43,0.616798234
43,0.602041048
43,0.994266856
43,0.657836992
43,0.682072675
43,0.947803092
43,0.785061562
43,0.583236605
43,0.848309404
43,0.758465284
43,0.637694228
43,0.725898194
43,0.623269427
43,0.670286596
43,0.657483399
43,0.573960078
43,0.683398062
43,0.70630523
44,0.690898198
44,0.995066792
44,0.719729429
44,0.66465764
44,0.945169467
44,0.738287562
44,0.614814651
44,0.970033741
44,0.679931021
44,0.793456024
44,0.591735739
44,0.731150395
44,0.854536688
44,0.693166292
44,0.631736231
44,0.579689056
44,0.828303742
44,0.745684707
44,0.793177533
44,0.659631407
44,0.745164257
44,0.935262549
44,0.712075371
44,0.638173485
44,0.627259088
44,0.924272972
44,0.621692777
44,0.674561983
44,0.609101731
44,0.589552814
44,0.57830022
44,0.612178671
44,0.642833495
44,0.591943955
44,0.962638366
44,0.676336437
44,0.664792496
44,0.937959188
44,0.765973091
44,0.580046564
44,0.845070052
44,0.760483146
44,0.634769845
44,0.750529754
44,0.614794624
44,0.691099828
44,0.670615983
44,0.576615727
44,0.648505276
44,0.684058803
45,0.700490177
45,0.97861712
45,0.720852387
45,0.666664517
45,0.9630108
45,0.718335271
45,0.621421522
45,0.916462642
45,0.703779036
45,0.794123518
45,0.589097428
45,0.721318108
45,0.821075094
45,0.709238648
45,0.634658355
45,0.579205304
45,0.812539405
45,0.743611562
45,0.797204185
45,0.663830841
45,0.765977663
45,0.942118698
45,0.697434992
45,0.635461658
45,0.640962499
45,0.93801403
45,0.642039979
45,0.688629502
45,0.593272167
45,0.58361119
45,0.574173135
45,0.606000251
45,0.629388577
45,0.603012663
45,0.972860384
45,0.678150105
45,0.656521738
45,0.966597688
45,0.77218312
45,0.591003847
45,0.867486918
45,0.763529378
45,0.630394
45,0.713527632
45,0.615620553
45,0.681478715
45,0.65289799
45,0.591391277
45,0.655562246
45,0.667253691
46,0.721545565
46,1.016064268
46,0.736223471
46,0.678379798
46,0.916782779
46,0.742791373
46,0.62221874
46,0.910748821
46,0.643931317
46,0.783335346
46,0.592593199
46,0.737851554
46,0.832190996
46,0.688469595
46,0.63543011
46,0.579439789
46,0.790133625
46,0.747846776
46,0.789123017
46,0.6491503
46,0.748424858
46,0.93789748
46,0.69554342
46,0.647120041
46,0.632405823
46,0.942895275
46,0.619353598
46,0.67932806
46,0.603713036
46,0.597019023
46,0.574198693
46,0.618416375
46,0.61335445
46,0.59493469
46,0.941733199
46,0.679142082
46,0.650574249
46,0.931622583
46,0.782972467
46,0.581538486
46,0.84581793
46,0.768205971
46,0.636699414
46,0.725456733
46,0.612082922
46,0.681700897
46,0.674494147
46,0.580791467
46,0.651234508
46,0.671785814
47,0.690095651
47,0.989378953
47,0.696228617
47,0.665084612
47,0.947355247
47,0.729851317
47,0.617065006
47,0.973328882
47,0.67437374
47,0.797397327
47,0.592316055
47,0.71133666
47,0.828615564
47,0.692525852
47,0.615449089
47,0.581129962
47,0.808268672
47,0.751778263
47,0.809886432
47,0.657543576
47,0.739082009
47,0.959669983
47,0.691850948
47,0.649330968
47,0.6384893
47,0.915833223
47,0.626935047
47,0.658550763
47,0.615247923
47,0.577340025
47,0.576201445
47,0.616247082
47,0.627172112
47,0.600214928
47,0.982475185
47,0.658473468
47,0.662470251
47,0.98117696
47,0.771355832
47,0.585486513
47,0.852334344
47,0.76071431
47,0.618691254
47,0.730547625
47,0.616961896
47,0.676921773
47,0.685899317
47,0.579194629
47,0.663198227
47,0.699747401
48,0.675033897
48,0.980423552
48,0.694021297
48,0.685555422
48,0.891241527
48,0.749380201
48,0.636180794
48,0.924121273
48,0.689819622
48,0.779320157
48,0.606370586
48,0.720415193
48,0.820306575
48,0.720939189
48,0.624102062
48,0.594214624
48,0.797155315
48,0.716382438
48,0.770967793
48,0.641232085
48,0.739991075
48,0.914016509
48,0.704931229
48,0.621153742
48,0.636171442
48,0.920435411
48,0.627457219
48,0.666665906
48,0.617414707
48,0.613724995
48,0.586580878
48,0.638246673
48,0.619390911
48,0.600754851
48,0.932541269
48,0.666716689
48,0.656933004
48,0.916991061
48,0.784260714
48,0.589357668
48,0.834017485
48,0.758236212
48,0.61782195
48,0.703687519
48,0.621694708
48,0.68458181
48,0.671245384
48,0.591941279
48,0.658819723
48,0.68195892
49,0.699060798
49,0.996804094
49,0.730745751
49,0.663275576
49,0.920685911
49,0.763166624
49,0.627769327
49,0.971959502
49,0.676372939
49,0.796831709
49,0.597136772
49,0.723269892
49,0.799240321
49,0.694627231
49,0.623697412
49,0.608967787
49,0.813328415
49,0.737367231
49,0.8073286
49,0.645471978
49,0.742845285
49,0.927041084
49,0.701319605
49,0.648960125
49,0.655754161
49,0.907750833
49,0.632004982
49,0.676618969
49,0.601771671
49,0.575448298
49,0.573913288
49,0.61558882
49,0.625472736
49,0.606228626
49,0.984858525
49,0.655267853
49,0.654362953
49,0.919473928
49,0.783131987
49,0.585938197
49,0.842493975
49,0.75897432
49,0.630326396
49,0.756129885
49,0.619548708
49,0.682456088
49,0.681264609
49,0.586139053
49,0.680262792
49,0.695836061
50,0.712526459
50,0.99332673
50,0.704613161
50,0.653417736
50,0.962720948
50,0.743659264
50,0.643494695
50,0.96401186
50,0.686585033
50,0.81286999
50,0.598240674
50,0.713278741
50,0.827229345
50,0.713327354
50,0.610911584
50,0.588553637
50,0.784078085
50,0.739264756
50,0.799477696
50,0.652195096
50,0.747421676
50,0.941473305
50,0.701323324
50,0.658850384
50,0.625788027
50,0.91421898
50,0.634519827
50,0.687779897
50,0.611565745
50,0.606519949
50,0.580020183
50,0.620357865
50,0.627778602
50,0.599316603
50,0.959872031
50,0.637332797
50,0.65563966
50,0.943317473
50,0.776553893
50,0.585533118
50,0.854461884
50,0.761161298
50,0.63004396
50,0.725631231
50,0.618940365
50,0.675364161
50,0.67110638
50,0.587880933
50,0.651318598
50,0.695207417
51,0.705663729
51,0.977865732
51,0.706006074
51,0.688590783
51,0.96547575
51,0.732021451
51,0.628788042
51,0.971319079
51,0.668243051
51,0.783931589
51,0.593089318
51,0.723475039
51,0.834354484
51,0.727071989
51,0.619306749
51,0.583004659
51,0.808990192
51,0.737709147
51,0.800612736
51,0.660452563
51,0.751271474
51,0.95599001
51,0.70971238
51,0.633494616
51,0.646069968
51,0.913665164
51,0.635248905
51,0.66789611
51,0.610489446
51,0.581530476
51,0.584419543
51,0.609933841
51,0.624430907
51,0.604772103
51,0.981044662
51,0.675938791
51,0.653979945
51,0.931892359
51,0.779477483
51,0.58761602
51,0.854323757
51,0.769751334
51,0.642412895
51,0.755472237
51,0.618020815
51,0.68283273
51,0.664838594
51,0.584816009
51,0.639816064
51,0.713909072
52,0.687617105
52,0.95608902
52,0.706195009
52,0.686427712
52,0.892013276
52,0.730943
52,0.626921058
52,0.951800859
52,0.684866434
52,0.784969497
52,0.600856555
52,0.695652062
52,0.812451583
52,0.707849568
52,0.633617884
52,0.599950778
52,0.788781828
52,0.743034005
52,0.783144498
52,0.64780724
52,0.75600189
52,0.909206229
52,0.714515316
52,0.657094431
52,0.662794054
52,0.903976494
52,0.638822252
52,0.665562838
52,0.6063784
52,0.611927164
52,0.588594717
52,0.623438221
52,0.616198671
52,0.611192232
52,0.923913378
52,0.700731498
52,0.643959731
52,0.915706408
52,0.786895049
52,0.598100424
52,0.834877324
52,0.765992361
52,0.630185574
52,0.715839058
52,0.628800625
52,0.685969883
52,0.678990012
52,0.592725044
52,0.66095103
52,0.679410499
53,0.680140728
53,0.976920491
53,0.721601301
53,0.677100354
53,0.970826918
53,0.735596579
53,0.618480563
53,0.948016912
53,0.687863678
53,0.800945991
53,0.600929588
53,0.716575497
53,0.846596915
53,0.699181908
53,0.629646003
53,0.596841764
53,0.833982807
53,0.736243218
53,0.779565305
53,0.650040972
53,0.748148805
53,0.931836301
53,0.71095379
53,0.639219195
53,0.662415761
53,0.934361994
53,0.62955122
53,0.662443906
53,0.605175012
53,0.596052265
53,0.592424893
53,0.618622357
53,0.62237789
53,0.605652481
53,0.965951538
53,0.664168262
53,0.671505225
53,0.962521994
53,0.762758553
53,0.592155242
53,0.851858068
53,0.765857893
53,0.644354421
53,0.709489167
53,0.619948149
53,0.69943428
53,0.669523638
53,0.591621029
53,0.661210263
53,0.709907424
54,0.684739429
54,1.003813595
54,0.719042951
54,0.67241137
54,0.951147127
54,0.750032949
54,0.620342469
54,0.941504717
54,0.669645041
54,0.787712401
54,0.601005584
54,0.735562259
54,0.815857035
54,0.700160915
54,0.628532505
54,0.60461365
54,0.81954354
54,0.734046161
54,0.789497197
54,0.67840184
54,0.746742696
54,0.927273232
54,0.702521181
54,0.6469037
54,0.668698281
54,0.955922371
54,0.626862597
54,0.655937719
54,0.60792954
54,0.597748256
54,0.58034296
54,0.605700248
54,0.632330775
54,0.600910151
54,0.97872563
54,0.652667284
54,0.650392908
54,0.927144086
54,0.777491224
54,0.590052736
54,0.84191885
54,0.757379651
54,0.630621266
54,0.72079193
54,0.619351512
54,0.672471106
54,0.685446143
54,0.59039942
54,0.659373003
54,0.655678266
55,0.711792243
55,0.974157441
55,0.712495023
55,0.685247558
55,0.906658047
55,0.756666297
55,0.619954735
55,0.948931181
55,0.684868991
55,0.795932341
55,0.603806335
55,0.734138829
55,0.819476557
55,0.72055124
55,0.639037567
55,0.592362982
55,0.815223587
55,0.735271931
55,0.769813198
55,0.649815732
55,0.747059381
55,0.91234622
55,0.704518437
55,0.648990816
55,0.638543719
55,0.906120163
55,0.627775437
55,0.674770367
55,0.605374432
55,0.590191829
55,0.591423899
55,0.623847884
55,0.633315551
55,0.604312986
55,0.962621522
55,0.667421705
55,0.666123497
55,0.927877384
55,0.779772097
55,0.596180552
55,0.84587003
55,0.773168832
55,0.626133788
55,0.720021021
55,0.624783695
55,0.711784065
55,0.686625922
55,0.604684734
55,0.689115632
55,0.666452783
56,0.681783432
56,0.973489189
56,0.716089958
56,0.694418502
56,0.932171428
56,0.737873757
56,0.63127833
56,0.897952902
56,0.689773464
56,0.76653856
56,0.605071568
56,0.72789529
56,0.813749778
56,0.7307899
56,0.629427576
56,0.609576195
56,0.794118947
56,0.72064743
56,0.783623582
56,0.637526029
56,0.730829465
56,0.909748453
56,0.7067487
56,0.653439355
56,0.60345645
56,0.901503003
56,0.645825464
56,0.662060517
56,0.621404314
56,0.598509353
56,0.586068511
56,0.630996054
56,0.622952574
56,0.609924155
56,0.950149828
56,0.663920814
56,0.682285869
56,0.943387836
56,0.791974396
56,0.599009234
56,0.82680797
56,0.762624574
56,0.641271669
56,0.743701494
56,0.628424382
56,0.682465637
56,0.683897322
56,0.610869437
56,0.701434368
56,0.671293843
57,0.70865404
57,0.989770281
57,0.719086683
57,0.663864195
57,0.900952041
57,0.717365062
57,0.629580551
57,0.99786889
57,0.677622581
57,0.784463245
57,0.600118417
57,0.726921993
57,0.809687239
57,0.704243779
57,0.63208726
57,0.592144495
57,0.80757494
57,0.750187367
57,0.798928159
57,0.680198556
57,0.755725318
57,0.936120862
57,0.714387238
57,0.62991876
57,0.654400074
57,0.934959263
57,0.630868018
57,0.679446918
57,0.597512633
57,0.583041584
57,0.591313064
57,0.624187553
57,0.62896769
57,0.602146304
57,1.010272664
57,0.659245139
57,0.657092428
57,0.965126771
57,0.774873877
57,0.593400419
57,0.859965783
57,0.75905183
57,0.659184051
57,0.716207254
57,0.621323586
57,0.701402903
57,0.669777256
57,0.602960128
57,0.66661287
57,0.67138446
58,0.69701187
58,0.955947447
58,0.698310477
58,0.680538392
58,0.895759791
58,0.763643885
58,0.6148018
58,0.944777638
58,0.687074
58,0.772397602
58,0.606615472
58,0.705558825
58,0.863419986
58,0.709503627
58,0.620979428
58,0.62550441
58,0.816657662
58,0.727710336
58,0.796969992
58,0.665766674
58,0.744059074
58,0.918285763
58,0.692654532
58,0.656583905
58,0.660338831
58,0.931262982
58,0.629320335
58,0.686105257
58,0.602427477
58,0.612129027
58,0.588921583
58,0.616053861
58,0.640878308
58,0.613678187
58,0.929209554
58,0.692912954
58,0.664782435
58,0.937469679
58,0.76811524
58,0.592555875
58,0.848666358
58,0.758992833
58,0.649644214
58,0.729346102
58,0.623965955
58,0.666290247
58,0.68767584
58,0.601038122
58,0.657671094
58,0.705156469
59,0.701966
59,0.959008896
59,0.709124237
59,0.663246769
59,0.934054381
59,0.727865034
59,0.626028478
59,0.942074418
59,0.687100732
59,0.786752528
59,0.602553415
59,0.7363388
59,0.850294089
59,0.708894062
59,0.619914365
59,0.596359205
59,0.785630774
59,0.748824811
59,0.775521362
59,0.66627664
59,0.748049152
59,0.929066056
59,0.717786765
59,0.640541577
59,0.651356667
59,0.92412585
59,0.628508765
59,0.659232014
59,0.612025529
59,0.596384436
59,0.592771125
59,0.624307501
59,0.638108557
59,0.607093698
59,0.930400634
59,0.697468197
59,0.655242729
59,0.940418762
59,0.767913753
59,0.597158855
59,0.866011775
59,0.757182235
59,0.638383669
59,0.712760162
59,0.625212198
59,0.69612025
59,0.67496081
59,0.594640839
59,0.670284432
59,0.680643213
60,0.708599877
60,0.945211464
60,0.690540826
60,0.682081306
60,0.896987808
60,0.751067948
60,0.629073673
60,0.927508867
60,0.707295495
60,0.772125536
60,0.612122172
60,0.718855971
60,0.82535454
60,0.701338863
60,0.625213444
60,0.61058858
60,0.813887012
60,0.732950234
60,0.790463191
60,0.65622825
60,0.754651117
60,0.907549679
60,0.699439901
60,0.663808298
60,0.636167991
60,0.924350029
60,0.64712503
60,0.670113641
60,0.625747931
60,0.614518505
60,0.589664084
60,0.642154306
60,0.636023539
60,0.616551286
60,0.90858146
60,0.675105917
60,0.67804724
60,0.908736759
60,0.775257009
60,0.601059014
60,0.816782802
60,0.76004833
60,0.65171032
60,0.7398579
60,0.634628195
60,0.659377956
60,0.677448821
60,0.60982756
60,0.669744074
60,0.674181461
61,0.696112537
61,0.986259466
61,0.720785236
61,0.679474771
61,0.911955738
61,0.733880317
61,0.62811954
61,0.958285248
61,0.662378871
61,0.792712909
61,0.608185518
61,0.735862404
61,0.810384208
61,0.718325442
61,0.634900182
61,0.618435359
61,0.801722705
61,0.755980372
61,0.799988574
61,0.663451868
61,0.741847324
61,0.922568905
61,0.711787462
61,0.657270825
61,0.659145284
61,0.922645861
61,0.635055202
61,0.687122673
61,0.612521183
61,0.605413812
61,0.595375198
61,0.637515783
61,0.63351109
61,0.617341137
61,0.958109993
61,0.697814113
61,0.664613438
61,0.945122528
61,0.78604635
61,0.59759202
61,0.848160315
61,0.778379196
61,0.650782597
61,0.737074327
61,0.633301038
61,0.691391599
61,0.672607803
61,0.603070223
61,0.665470958
61,0.684303224
62,0.697210485
62,0.962078172
62,0.725653082
62,0.691308194
62,0.909252667
62,0.743884081
62,0.644458038
62,0.907058609
62,0.684767872
62,0.768394125
62,0.608649433
62,0.735347623
62,0.846828187
62,0.712868321
62,0.635980451
62,0.614912909
62,0.808410227
62,0.732701689
62,0.789935619
62,0.660513836
62,0.754642177
62,0.915311468
62,0.703791916
62,0.659983778
62,0.65512957
62,0.932217824
62,0.65499115
62,0.677602601
62,0.626780105
62,0.612682945
62,0.5907336
62,0.629017091
62,0.643941277
62,0.612843454
62,0.930663872
62,0.667884159
62,0.665115029
62,0.927913451
62,0.784376633
62,0.600310659
62,0.855846429
62,0.764679956
62,0.645127094
62,0.727949816
62,0.633432955
62,0.69891091
62,0.677363908
62,0.600521457
62,0.67610212
62,0.715125585
63,0.715335453
63,0.982265365
63,0.719463879
63,0.690703011
63,0.929081255
63,0.764005834
63,0.641731524
63,0.922272551
63,0.688045549
63,0.780172694
63,0.612768501
63,0.734546411
63,0.826724505
63,0.716225034
63,0.637139046
63,0.617019439
63,0.793697959
63,0.730532265
63,0.792149264
63,0.67060172
63,0.736616874
63,0.904595476
63,0.709947103
63,0.668974954
63,0.656344229
63,0.862669057
63,0.62935704
63,0.682840294
63,0.621448338
63,0.609124607
63,0.595516229
63,0.622531176
63,0.644511431
63,0.615936714
63,0.928389722
63,0.726647186
63,0.684675592
63,0.939441389
63,0.789531767
63,0.601337832
63,0.832630002
63,0.770423353
63,0.632608664
63,0.698853803
63,0.632387829
63,0.670432347
63,0.666456997
63,0.606818694
63,0.68538155
63,0.692141658
64,0.695913565
64,0.963359308
64,0.699628204
64,0.684180105
64,0.920847505
64,0.738626343
64,0.641638035
64,0.931203061
64,0.694937962
64,0.793632436
64,0.616120636
64,0.730320603
64,0.813157785
64,0.723855513
64,0.645158952
64,0.635364187
64,0.780712658
64,0.737571317
64,0.79636991
64,0.669397748
64,0.73912499
64,0.923547691
64,0.684947729
64,0.653889102
64,0.628733867
64,0.863612932
64,0.633373743
64,0.69533608
64,0.609597868
64,0.613218361
64,0.589661622
64,0.626871365
64,0.634221649
64,0.622705287
64,0.925211179
64,0.682942754
64,0.662238455
64,0.941249371
64,0.785950875
64,0.599494129
64,0.832222021
64,0.765810877
64,0.650926822
64,0.739409864
64,0.632606262
64,0.673555738
64,0.68225202
64,0.60202387
64,0.668399966
64,0.692122251
65,0.697851062
65,0.948271084
65,0.695625407
65,0.69526394
65,0.920604253
65,0.737792474
65,0.641006559
65,0.92539463
65,0.7056925
65,0.761921507
65,0.618127799
65,0.740929604
65,0.814405757
65,0.716953146
65,0.625468922
65,0.620182973
65,0.799047786
65,0.740251952
65,0.793242168
65,0.665557539
65,0.744381917
65,0.923105627
65,0.704342782
65,0.66704675
65,0.639110225
65,0.905110383
65,0.639140844
65,0.696373171
65,0.623102313
65,0.613699812
65,0.592814511
65,0.627533847
65,0.622068471
65,0.619801545
65,0.923762369
65,0.698917967
65,0.678224385
65,0.916324919
65,0.781308782
65,0.61346727
65,0.839241916
65,0.765290838
65,0.64233678
65,0.745435691
65,0.637574989
65,0.680632287
65,0.671755636
65,0.595619226
65,0.683987105
65,0.691022789
66,0.715091658
66,0.984849644
66,0.709806001
66,0.679927272
66,0.907474142
66,0.744214529
66,0.605998659
66,0.911307424
66,0.694082785
66,0.793233484
66,0.611717087
66,0.722305161
66,0.811109817
66,0.707811922
66,0.638562912
66,0.609642065
66,0.805325949
66,0.75375731
66,0.79617036
66,0.671788079
66,0.749414581
66,0.927401567
66,0.702805483
66,0.628173333
66,0.645743114
66,0.904905683
66,0.643757063
66,0.68300947
66,0.611262608
66,0.60184738
66,0.593756294
66,0.635328668
66,0.647816366
66,0.606293797
66,0.94244644
66,0.697849327
66,0.680235201
66,0.949477249
66,0.791644073
66,0.606895602
66,0.852685243
66,0.765837282
66,0.646444851
66,0.747383296
66,0.633107948
66,0.694301206
66,0.672131813
66,0.602770269
66,0.661863178
66,0.689895874
67,0.70022276
67,0.967202652
67,0.720317054
67,0.680182546
67,0.9135638
67,0.755340207
67,0.634110767
67,0.920258987
67,0.70901134
67,0.78808164
67,0.609545487
67,0.716287148
67,0.813569039
67,0.711278397
67,0.640353382
67,0.591707397
67,0.816039938
67,0.73775056
67,0.8148359
67,0.670388222
67,0.757207406
67,0.91141237
67,0.695436412
67,0.657949382
67,0.645555699
67,0.913606572
67,0.636462981
67,0.687591887
67,0.629427278
67,0.610225481
67,0.597561997
67,0.626949853
67,0.63931188
67,0.617936313
67,0.964124173
67,0.677011997
67,0.669052106
67,0.935689813
67,0.79224025
67,0.603075242
67,0.85794856
67,0.769565839
67,0.6588323
67,0.73446883
67,0.633456469
67,0.676091534
67,0.678361237
67,0.61053884
67,0.670840991
67,0.682722902
68,0.696375549
68,0.965506637
68,0.708317214
68,0.673406476
68,0.912540162
68,0.756413978
68,0.640785271
68,0.917700201
68,0.68022356
68,0.783403254
68,0.619433975
68,0.745042449
68,0.820555818
68,0.707169491
68,0.654605478
68,0.616220015
68,0.818998605
68,0.746985739
68,0.785252315
68,0.666133797
68,0.749580985
68,0.916367763
68,0.711726761
68,0.642953801
68,0.645867616
68,0.907417488
68,0.643030822
68,0.678094107
68,0.631042522
68,0.617093349
68,0.596836406
68,0.642029095
68,0.648942518
68,0.632055324
68,0.979205489
68,0.706857967
68,0.674110937
68,0.908131856
68,0.787719905
68,0.608401591
68,0.834532982
68,0.764517444
68,0.642891413
68,0.714193678
68,0.637388265
68,0.696061403
68,0.681606483
68,0.619225788
68,0.684713644
68,0.68242721
69,0.709074742
69,0.963335586
69,0.729927325
69,0.684933436
69,0.932445365
69,0.744366688
69,0.637991726
69,0.9525033
69,0.694229293
69,0.789086878
69,0.61716578
69,0.725872344
69,0.815861368
69,0.716091502
69,0.634399211
69,0.603833675
69,0.818477523
69,0.740903616
69,0.781840777
69,0.674343687
69,0.751479346
69,0.938314521
69,0.729097497
69,0.657823306
69,0.658549505
69,0.920757008
69,0.634343427
69,0.679573226
69,0.616770953
69,0.608258718
69,0.600932604
69,0.613947386
69,0.640935504
69,0.620196235
69,0.957103449
69,0.662821811
69,0.684133112
69,0.947307914
69,0.787061822
69,0.608337694
69,0.849492693
69,0.768218899
69,0.655317485
69,0.730505902
69,0.633121413
