,Q1_X1,Q1_X2,Q2_X1,Q2_X2,S_X1,S_X2
0,6.62049391048e-312,6.620486929636e-312,0.2659153010391747,0.2512097222768602,0.24546113597451769,0.23367159479589183
1,6.62048692999e-312,0.0,0.27232549807047346,0.2504353587603597,0.25275129129284934,0.23468572567324308
2,0.0,6.6204938738e-312,0.26642535636580134,0.2570506596033073,0.266858691565255,0.2575261352444215
3,6.62049390099e-312,6.62048693082e-312,0.2732037225595564,0.27139311525980814,0.2336349125805336,0.24763084478296726
4,6.62048693118e-312,0.0,0.258915302392439,0.27217617962043283,0.25866179988800864,0.2730314325542599
5,0.0,6.620493888343e-312,0.2638861019418085,0.25623994690403307,0.2572665067619201,0.2411773192084563
6,6.620493878857e-312,6.62048693201e-312,0.27243784989103104,0.25088617366683885,0.24634118244169134,0.23407189270283524
7,6.620486932364e-312,0.0,0.2711170047786662,0.25789398239951,0.25713131229106456,0.24820007690732993
8,0.0,6.62049389846e-312,0.2614737948309942,0.25061455492973284,0.26355645288949436,0.27504714196946345
9,6.62049387443e-312,6.620486933194e-312,0.26573061944584453,0.25417427643176893,0.23577549995611236,0.22190773194808588
10,6.62048693355e-312,0.0,0.26106341988369985,0.24937667623007287,0.23773310130369407,0.2462957551567272
11,0.0,6.620493907316e-312,0.2621600762663334,0.2741035411603088,0.2757857305827187,0.2472521075773214
12,6.620493885814e-312,6.62048693438e-312,0.26522873108270195,0.2593032557318422,0.26087590513316694,0.2358344184129868
13,6.620486934735e-312,0.0,0.25783783892108103,0.2698313573416099,0.2555068694006999,0.2479855911850053
14,0.0,6.62049359807e-312,0.26932391938454703,0.2608851162599015,0.235309674502041,0.21868622745052047
15,6.620493620837e-312,6.620486935565e-312,0.2691679399274297,0.26376639933608514,0.26095044033504666,0.25398754243150146
16,6.62048693592e-312,0.0,0.26291832459435827,0.25836470865281236,0.23645397391598555,0.2579879279003897
17,0.0,6.62049360123e-312,0.2697270630791031,0.24819663986295115,0.25600513936261093,0.24168693106650196
18,6.620493627793e-312,6.62048693675e-312,0.2641463995109421,0.2599373169152711,0.24935484804180785,0.23965293962755008
19,6.620486937107e-312,0.0,0.25991034449384953,0.26216805288036127,0.25139847280339,0.24358138742801172
20,0.0,6.620493611983e-312,0.26838456438830427,0.2668464802662872,0.23698188875047876,0.23222483541194394
21,6.620493623366e-312,6.620486937937e-312,0.254582492296634,0.28008305318545434,0.24263867777513948,0.269374685071333
22,6.62048693829e-312,0.0,0.25479699675321243,0.2529992564968522,0.2466052666321379,0.25066073773242403
23,0.0,6.62049360882e-312,0.2653075131108885,0.2631422842856227,0.25565764990820616,0.22489217955241214
24,6.62049361388e-312,6.62048693912e-312,0.25747560381587,0.27108218245356996,0.24314667724529004,0.23599058683677399
25,6.62048693948e-312,0.0,0.26929353446827964,0.24689300884494192,0.2517889121254687,0.2322999039450072
26,0.0,6.620493614513e-312,0.2701300192888785,0.25600783716970965,0.2612295013060515,0.23852166325958513
27,6.620493610086e-312,6.62048694031e-312,0.270148193560129,0.26135284573741036,0.22475734558472882,0.24573871743889364
28,6.620486940664e-312,0.0,0.268833278729502,0.26264566790401556,0.2673540659386965,0.24322538231691515
29,0.0,6.62049361894e-312,0.2586161660579481,0.2693045136119745,0.236929824709477,0.23996524846144907
30,6.620493625263e-312,6.620486941494e-312,0.26127335886861447,0.26647944526389045,0.23849472514673298,0.25505303588734884
31,6.62048694185e-312,0.0,0.24348610458144349,0.2660932666326876,0.2547211317946956,0.24327217226490805
32,0.0,6.62051630754e-312,0.27106500022175173,0.2588456730998545,0.25233018536978624,0.2606620877972535
33,6.620516292995e-312,6.62048694268e-312,0.278450460052306,0.2567029519597668,0.26054154025753173,0.24928886165833397
34,6.620486943035e-312,0.0,0.26754907463576083,0.26094303118223006,0.2358626245102633,0.2571001722598788
35,0.0,6.62051630185e-312,0.2666114982584349,0.27134372122762307,0.239070169325605,0.24375404498301478
36,6.62051630501e-312,6.620486943865e-312,0.2605001693554795,0.2597185878957704,0.24649270843164228,0.24446147611597335
37,6.62048694422e-312,0.0,0.2594235083934624,0.26136382672145253,0.26630172968931987,0.2547214329257531
38,0.0,6.62051630248e-312,0.2672980950334586,0.25550968093365967,0.2737353263474118,0.2529326970564585
39,6.620516282244e-312,6.62048694505e-312,0.25991959849638013,0.25922286072967926,0.26353956281213253,0.2540968733095831
40,6.620486945407e-312,0.0,0.2569867166080577,0.2647905058089858,0.2463275944853559,0.23675412968979948
41,0.0,6.62051628351e-312,0.25125152749160096,0.2715103355878967,0.2360362621715787,0.2515203122455688
42,6.62051629679e-312,6.620486946237e-312,0.2626709142687924,0.26474597656158816,0.27442158675834494,0.25151772837529396
43,6.620486946593e-312,0.0,0.26383648908253654,0.26224854109109874,0.2441918276377446,0.255447544497422
44,0.0,6.620516292363e-312,0.2586744150233382,0.2592192867442321,0.250187469099982,0.26121810436730797
45,6.620516311335e-312,6.620486947423e-312,0.2553292591645945,0.27749560942042495,0.24940492219630928,0.2668311668193303
46,6.62048694778e-312,0.0,0.2720028377319299,0.2510268050672261,0.2583897486170804,0.23789980829675372
47,0.0,6.62051629742e-312,0.26892539284871253,0.25830910175873634,0.24528668649832985,0.2639452748786034
48,6.62051629995e-312,6.62048694861e-312,0.266650698749048,0.26694595965810597,0.26846425334947355,0.25969875041521195
49,6.620486948964e-312,0.0,0.2571700018074665,0.2598923913656508,0.23645557907089243,0.25761694187828055
50,0.0,6.620516303746e-312,0.26762547012771265,0.2685282424496239,0.25174187452344343,0.24887092927715948
51,6.62051630691e-312,6.620486949794e-312,0.26733758788993434,0.2624698823099796,0.27553465883496,0.22660866403585056
52,6.62048695015e-312,0.0,0.26305508496886243,0.26198203205528725,0.24348381387283924,0.2455909796692043
53,0.0,6.62051635434e-312,0.2619384878574078,0.27460656965927277,0.24671939954217526,0.262029609462732
54,6.62051632272e-312,6.62048695098e-312,0.2731022622294723,0.2516873113519842,0.26202055592722484,0.2292338248567305
55,6.620486951336e-312,0.0,0.27652626351911236,0.25554197895653286,0.247393580301,0.22889719406414222
56,0.0,6.6205163341e-312,0.2753543083037284,0.26621911000103804,0.24785367900439126,0.2716278546230272
57,6.62051634738e-312,6.620486952166e-312,0.27036436532405617,0.26597678542454073,0.2621295887041857,0.22618046080879817
58,6.62048695252e-312,0.0,0.2664915611522898,0.26635055059380697,0.25454399912212466,0.2501095502290187
59,0.0,6.62051634106e-312,0.2452946394498039,0.2698933529564763,0.252660482238814,0.2635917516292484
60,6.62051633347e-312,6.62048695335e-312,0.2575909447520921,0.2490568396392906,0.25778035244252084,0.248372548601557
61,6.620486953707e-312,0.0,0.2586043720281035,0.25858896065548953,0.2601704166115081,0.2610751913657444
62,0.0,6.620516342955e-312,0.26489460013859545,0.2625132557490216,0.25594033799559013,0.2301056688932397
63,6.620516345485e-312,6.620486954537e-312,0.2662251004152827,0.264066375829462,0.2292313466523247,0.26817965577162206
64,6.620486954893e-312,0.0,0.26331097757399435,0.25930963282924746,0.2634286181226091,0.24474561327798194
65,0.0,6.62051634991e-312,0.2600655987136682,0.26802686544289844,0.22914452224048187,0.24167452821447333
66,6.620513259235e-312,6.620486955723e-312,0.25521432875655214,0.27748866297003116,0.2598642639304849,0.24549166197515926
67,6.62048695608e-312,0.0,0.2551706330964727,0.26041604084280845,0.23861244768898116,0.24703960282499893
68,0.0,6.620513304293e-312,0.25912744303237323,0.2740818994971431,0.22886757274588831,0.2588041023986747
