,Q1_X1,Q1_X2,Q2_X1,Q2_X2,S_X1,S_X2
0,6.62017203248e-312,6.6205035846e-312,0.11533972676407678,0.46550469007479933,0.11467288897984329,0.3707454483617403
1,6.620493894668e-312,6.620486929874e-312,0.12339386670626384,0.4589912696851529,0.11880509584691346,0.41642471016475924
2,6.62048693023e-312,0.0,0.12318439681265292,0.46820111353994487,0.07771668931014353,0.45518320576264637
3,0.0,6.62049388455e-312,0.1201500065480764,0.4834553442489301,0.13451273585987045,0.4827185512990395
4,6.620493878225e-312,6.62048693106e-312,0.11509848151260471,0.48120069524460274,0.15777773564879627,0.48192084030624605
5,6.620486931415e-312,0.0,0.10387866406204538,0.479232901401343,0.10281353791437797,0.4590596731279055
6,0.0,6.620493896565e-312,0.1234310952191231,0.4571038604582577,0.09309954571165546,0.4056405314120066
7,6.620493909845e-312,6.620486932245e-312,0.10077295292207944,0.462578986248936,0.08114550158490319,0.45075841379295156
8,6.6204869326e-312,0.0,0.11474172112067726,0.46672663598194697,0.14875450464224926,0.43386126635668265
9,0.0,6.620493899094e-312,0.10946374695817596,0.4639587239534697,0.12597103388901398,0.44059797391293776
10,6.62049390352e-312,6.62048693343e-312,0.10984657972970602,0.4566979817661728,0.1286288168561167,0.42107502082205894
11,6.620486933787e-312,0.0,0.11992638433578984,0.48399997755889157,0.14731244310101899,0.4735215558264786
12,0.0,6.620493909213e-312,0.10741353560953637,0.4576009677711409,0.10261094234151324,0.36883190152603484
13,6.62049387696e-312,6.620486934617e-312,0.12178985422526645,0.4801164325462314,0.13044104492923392,0.400454754741824
14,6.62048693497e-312,0.0,0.1220627669178771,0.4751456875714588,0.10555322081407181,0.4055069066595287
15,0.0,6.620493604394e-312,0.11278451282771951,0.46428473559330297,0.07983461151626292,0.45101115394151425
16,6.620493596805e-312,6.6204869358e-312,0.11873642807446905,0.4725656825983948,0.12501679078194539,0.42318047642238077
17,6.62048693616e-312,0.0,0.12315128587005819,0.4585194615795687,0.0974377543246987,0.42290333888075127
18,0.0,6.62049361325e-312,0.12705026678799436,0.46365102333375185,0.10455270486010493,0.45609149695705453
19,6.62049361135e-312,6.62048693699e-312,0.10419843858710143,0.47212436819225934,0.10607031215354301,0.4262248407312158
20,6.620486937344e-312,0.0,0.10555352933619866,0.46868306215224786,0.14580443611660898,0.4180967886961049
21,0.0,6.62049362147e-312,0.10026448954585798,0.48653278640044106,0.10878640375823223,0.47454813753201286
22,6.62049359238e-312,6.620486938174e-312,0.10821825362284232,0.45008178140406385,0.12578093248723343,0.41616025802182466
23,6.62048693853e-312,0.0,0.12596406495292356,0.47023784128599666,0.14327619728093655,0.4422768179856491
24,0.0,6.62049361704e-312,0.12671129002505532,0.48527741077567677,0.12110572101384676,0.45469038965790964
25,6.620493617675e-312,6.62048693936e-312,0.12367628200860159,0.45826093858614814,0.08682322670404918,0.3901052444324946
26,6.620486939715e-312,0.0,0.12190207031597333,0.4709282022975898,0.09899256789620203,0.42100907271275034
27,0.0,6.62049359491e-312,0.1247876759070734,0.46947835428359963,0.12183327779614572,0.46524801179828945
28,6.620493599967e-312,6.620486940545e-312,0.11018123801018165,0.47347663737851176,0.10668441071177182,0.45918169034601086
29,6.6204869409e-312,0.0,0.11040494924391286,0.4803465406421733,0.13316548768932024,0.4675666339024265
30,0.0,6.620493624e-312,0.12135728714444105,0.46633296389336354,0.14303226727252827,0.4888231965151877
31,6.620493588584e-312,6.62048694173e-312,0.09784697622007166,0.48775215262727023,0.09051222768332345,0.48351902609819886
32,6.620486942087e-312,0.0,0.1210337663360328,0.4668995776085567,0.10896586088518356,0.4314914503076298
33,0.0,6.620516308805e-312,0.10814529248862936,0.46186711284593474,0.11583845295276396,0.37842892804930783
34,6.620516280347e-312,6.620486942917e-312,0.12474804000916195,0.4724353259087216,0.11789433631187884,0.4494857341024293
35,6.620486943273e-312,0.0,0.11500546401037648,0.48477958532324394,0.1355149328149431,0.5100788497587465
36,0.0,6.620516282877e-312,0.10348249542759658,0.477395369488649,0.10206360121665381,0.45215215915075313
37,6.6205163126e-312,6.620486944103e-312,0.10711134250523402,0.4568893014314267,0.12360990206214817,0.4739417724222674
38,6.62048694446e-312,0.0,0.11456825943251148,0.47127603693518993,0.11859627200878253,0.4239572716446146
39,0.0,6.620516313865e-312,0.10339168881000926,0.4729949102284826,0.1369363777912983,0.4656046069950953
40,6.62051628161e-312,6.62048694529e-312,0.11531259335640531,0.46854487677806134,0.1252940920021114,0.4510803397196387
41,6.620486945644e-312,0.0,0.11448816234584325,0.48080955699612526,0.10988177965262547,0.4403459991430949
42,0.0,6.62051629363e-312,0.12136858755731283,0.47774354961103016,0.09786010787613397,0.45212510201831924
43,6.620516285406e-312,6.620486946474e-312,0.11604980444101054,0.46759736366226057,0.1319438845619476,0.43459552626293274
44,6.62048694683e-312,0.0,0.10097318126888555,0.4723201648377422,0.11444455572980117,0.5030970806862431
45,0.0,6.620516310703e-312,0.09895781696552863,0.48029516021330676,0.1565587804666979,0.5328321089896634
46,6.62051629426e-312,6.62048694766e-312,0.12251007257239599,0.46097438276294356,0.13273409515025036,0.4250522913134691
47,6.620486948016e-312,0.0,0.11525667962500485,0.46213693285619695,0.12047943703216646,0.47052877054784537
