,Q1_X1,Q1_X2,Q2_X1,Q2_X2,S_X1,S_X2
0,0.0,6.62049388771e-312,0.3798821854295895,0.17561948025393692,0.3436371928981198,0.14982738439072874
1,6.620493894035e-312,6.62048693011e-312,0.3833844712461265,0.16367209627344792,0.348537931337199,0.15443274247148664
2,6.620486930466e-312,0.0,0.37180818838479845,0.16410239013436223,0.34896829843710364,0.15451752289931509
3,0.0,6.6204938953e-312,0.37480809799194303,0.17780628464836146,0.3387673112237911,0.1620659982776096
4,6.620493883284e-312,6.620486931296e-312,0.36970546944747906,0.17222824998746755,0.3446115698989669,0.16031699806527255
5,6.62048693165e-312,0.0,0.3729812953277085,0.17120378610129472,0.35463547009105045,0.16921694757022365
6,0.0,6.620493897197e-312,0.3867405729509411,0.16778157605672184,0.3717967815999579,0.16923472199282297
7,6.62049387633e-312,6.62048693248e-312,0.37410520319183893,0.17034165139298751,0.3720428015862588,0.15612217154130614
8,6.62048693284e-312,0.0,0.371149298998651,0.16218031249274723,0.38426593036473644,0.17876026475845241
9,0.0,6.62049390289e-312,0.3826401759646547,0.1616243966368065,0.325938413949703,0.17078476401906595
10,6.620493904154e-312,6.62048693367e-312,0.37285990291636273,0.16042962413373385,0.35172989261561904,0.14753620891082941
11,6.620486934024e-312,0.0,0.36889701897316174,0.18302450444210272,0.332024763953523,0.16371159409445657
12,0.0,6.620493875063e-312,0.3735638112311487,0.1785388469584549,0.36740226640379037,0.1847592028730486
13,6.620493596173e-312,6.620486934854e-312,0.3621956863217659,0.17401599775856424,0.3614442170387856,0.17691916233376015
14,6.62048693521e-312,0.0,0.37620943703495,0.16087351985680198,0.35883597530587663,0.1655278635449935
15,0.0,6.620493620204e-312,0.3752614392964363,0.1667863026452827,0.37400744463305635,0.15992060115751805
16,6.620493606924e-312,6.62048693604e-312,0.3668245556323435,0.16969901323054115,0.3740548923378153,0.16479579475927364
17,6.620486936395e-312,0.0,0.37966547348871893,0.16499247963975783,0.3701671771206142,0.14520616218924953
18,0.0,6.62049358985e-312,0.37539080656893875,0.1731936874954928,0.3627406308159479,0.16576132537864974
