"score";"value";"env";"penalty";"method";"sim"
"1";"mse";0.0280354163585836;"non-targeting";0.1;"anchor";366
"2";"mse";0.0311901672382882;"ENSG00000187514";0.1;"anchor";366
"3";"mse";0.0154989282831896;"ENSG00000172757";0.1;"anchor";366
"4";"mse";0.0618761376893717;"ENSG00000147604";0.1;"anchor";366
"5";"mse";0.0233726148752863;"ENSG00000133112";0.1;"anchor";366
"6";"mse";0.0465372951414443;"ENSG00000125691";0.1;"anchor";366
"7";"mse";0.0491036988605404;"ENSG00000110700";0.1;"anchor";366
"8";"mse";0.0398693631654349;"ENSG00000108518";0.1;"anchor";366
"9";"mse";0.042041488462696;"ENSG00000075624";0.1;"anchor";366
"10";"mse";0.0166089049600007;"ENSG00000067225";0.1;"anchor";366
"11";"mse";0.0280374428128909;"non-targeting";0.2;"anchor";366
"12";"mse";0.0311909022868488;"ENSG00000187514";0.2;"anchor";366
"13";"mse";0.0154649552596305;"ENSG00000172757";0.2;"anchor";366
"14";"mse";0.0613211669701552;"ENSG00000147604";0.2;"anchor";366
"15";"mse";0.0230773563705545;"ENSG00000133112";0.2;"anchor";366
"16";"mse";0.0459820188659042;"ENSG00000125691";0.2;"anchor";366
"17";"mse";0.0483679395596581;"ENSG00000110700";0.2;"anchor";366
"18";"mse";0.0400409150775914;"ENSG00000108518";0.2;"anchor";366
"19";"mse";0.0420090767165256;"ENSG00000075624";0.2;"anchor";366
"20";"mse";0.0165541351104187;"ENSG00000067225";0.2;"anchor";366
"21";"mse";0.0280404405076606;"non-targeting";0.3;"anchor";366
"22";"mse";0.0311961090579235;"ENSG00000187514";0.3;"anchor";366
"23";"mse";0.0154383687272405;"ENSG00000172757";0.3;"anchor";366
"24";"mse";0.0608320781682023;"ENSG00000147604";0.3;"anchor";366
"25";"mse";0.0228334101062103;"ENSG00000133112";0.3;"anchor";366
"26";"mse";0.0455176386601156;"ENSG00000125691";0.3;"anchor";366
"27";"mse";0.0477205584848187;"ENSG00000110700";0.3;"anchor";366
"28";"mse";0.040209604975839;"ENSG00000108518";0.3;"anchor";366
"29";"mse";0.0419820333593087;"ENSG00000075624";0.3;"anchor";366
"30";"mse";0.016523200528984;"ENSG00000067225";0.3;"anchor";366
"31";"mse";0.0280440537382651;"non-targeting";0.4;"anchor";366
