"score";"value";"env";"penalty";"method";"sim"
"1";"mse";0.0269914007698767;"non-targeting";0.1;"anchor";452
"2";"mse";0.0439725034260449;"ENSG00000187514";0.1;"anchor";452
"3";"mse";0.0176397904806645;"ENSG00000172757";0.1;"anchor";452
"4";"mse";0.0570968422719967;"ENSG00000147604";0.1;"anchor";452
"5";"mse";0.0179045740835537;"ENSG00000133112";0.1;"anchor";452
"6";"mse";0.0413134213288771;"ENSG00000125691";0.1;"anchor";452
"7";"mse";0.0786095738065713;"ENSG00000110700";0.1;"anchor";452
"8";"mse";0.0464249421884476;"ENSG00000108518";0.1;"anchor";452
"9";"mse";0.0429471168902181;"ENSG00000075624";0.1;"anchor";452
"10";"mse";0.0260102055245592;"ENSG00000067225";0.1;"anchor";452
"11";"mse";0.0269904811991254;"non-targeting";0.2;"anchor";452
"12";"mse";0.0440344867065409;"ENSG00000187514";0.2;"anchor";452
"13";"mse";0.0176926001403973;"ENSG00000172757";0.2;"anchor";452
"14";"mse";0.0566978839774679;"ENSG00000147604";0.2;"anchor";452
"15";"mse";0.0176692194207363;"ENSG00000133112";0.2;"anchor";452
"16";"mse";0.0409448430579005;"ENSG00000125691";0.2;"anchor";452
"17";"mse";0.0780088406411562;"ENSG00000110700";0.2;"anchor";452
"18";"mse";0.0466612318721033;"ENSG00000108518";0.2;"anchor";452
"19";"mse";0.0428254868818111;"ENSG00000075624";0.2;"anchor";452
"20";"mse";0.0259339378348297;"ENSG00000067225";0.2;"anchor";452
"21";"mse";0.0269918653089468;"non-targeting";0.3;"anchor";452
"22";"mse";0.0440845491991692;"ENSG00000187514";0.3;"anchor";452
"23";"mse";0.0177448874578953;"ENSG00000172757";0.3;"anchor";452
"24";"mse";0.05634621926429;"ENSG00000147604";0.3;"anchor";452
"25";"mse";0.0175309097650785;"ENSG00000133112";0.3;"anchor";452
"26";"mse";0.0406185179825754;"ENSG00000125691";0.3;"anchor";452
"27";"mse";0.077470547581102;"ENSG00000110700";0.3;"anchor";452
"28";"mse";0.0468823742948869;"ENSG00000108518";0.3;"anchor";452
"29";"mse";0.0427218576416421;"ENSG00000075624";0.3;"anchor";452
"30";"mse";0.0258556569499511;"ENSG00000067225";0.3;"anchor";452
"31";"mse";0.0269948978723761;"non-targeting";0.4;"anchor";452
"32";"mse";0.0441253953515409;"ENSG00000187514";0.4;"anchor";452
"33";"mse";0.0177965331794468;"ENSG00000172757";0.4;"anchor";452
"34";"mse";0.056032401238792;"ENSG00000147604";0.4;"anchor";452
"35";"mse";0.0174569309953617;"ENSG00000133112";0.4;"anchor";452
"36";"mse";0.0403276843493655;"ENSG00000125691";0.4;"anchor";452
"37";"mse";0.0769839626211125;"ENSG00000110700";0.4;"anchor";452
"38";"mse";0.0470907172002309;"ENSG00000108518";0.4;"anchor";452
"39";"mse";0.0426323652279477;"ENSG00000075624";0.4;"anchor";452
"40";"mse";0.0257770613933136;"ENSG00000067225";0.4;"anchor";452
"41";"mse";0.0269991308267678;"non-targeting";0.5;"anchor";452
"42";"mse";0.0441590200752672;"ENSG00000187514";0.5;"anchor";452
"43";"mse";0.0178474917548221;"ENSG00000172757";0.5;"anchor";452
"44";"mse";0.0557495092890695;"ENSG00000147604";0.5;"anchor";452
"45";"mse";0.0174262497852911;"ENSG00000133112";0.5;"anchor";452
"46";"mse";0.0400671056909421;"ENSG00000125691";0.5;"anchor";452
"47";"mse";0.0765409617302049;"ENSG00000110700";0.5;"anchor";452
"48";"mse";0.0472880210130173;"ENSG00000108518";0.5;"anchor";452
"49";"mse";0.0425542030600698;"ENSG00000075624";0.5;"anchor";452
"50";"mse";0.025699273045631;"ENSG00000067225";0.5;"anchor";452
"51";"mse";0.0270042487515415;"non-targeting";0.6;"anchor";452
"52";"mse";0.0441869200465336;"ENSG00000187514";0.6;"anchor";452
"53";"mse";0.0178977522027555;"ENSG00000172757";0.6;"anchor";452
"54";"mse";0.0554923358689021;"ENSG00000147604";0.6;"anchor";452
"55";"mse";0.0174249956191423;"ENSG00000133112";0.6;"anchor";452
"56";"mse";0.0398326263517203;"ENSG00000125691";0.6;"anchor";452
"57";"mse";0.0761352318319048;"ENSG00000110700";0.6;"anchor";452
"58";"mse";0.0474756395183253;"ENSG00000108518";0.6;"anchor";452
"59";"mse";0.0424852802250273;"ENSG00000075624";0.6;"anchor";452
"60";"mse";0.025623022376823;"ENSG00000067225";0.6;"anchor";452
"61";"mse";0.0270100241287072;"non-targeting";0.7;"anchor";452
"62";"mse";0.0442102350763231;"ENSG00000187514";0.7;"anchor";452
"63";"mse";0.0179473190533223;"ENSG00000172757";0.7;"anchor";452
"64";"mse";0.0552568716521166;"ENSG00000147604";0.7;"anchor";452
"65";"mse";0.0174438268950686;"ENSG00000133112";0.7;"anchor";452
"66";"mse";0.0396208818166573;"ENSG00000125691";0.7;"anchor";452
"67";"mse";0.0757617583763082;"ENSG00000110700";0.7;"anchor";452
"68";"mse";0.047654638571032;"ENSG00000108518";0.7;"anchor";452
"69";"mse";0.0424240047168773;"ENSG00000075624";0.7;"anchor";452
"70";"mse";0.0255487728546484;"ENSG00000067225";0.7;"anchor";452
"71";"mse";0.0270162894416975;"non-targeting";0.8;"anchor";452
"72";"mse";0.044229844801956;"ENSG00000187514";0.8;"anchor";452
"73";"mse";0.0179962030772606;"ENSG00000172757";0.8;"anchor";452
"74";"mse";0.0550399681919621;"ENSG00000147604";0.8;"anchor";452
"75";"mse";0.0174763414778272;"ENSG00000133112";0.8;"anchor";452
"76";"mse";0.0394291027065692;"ENSG00000125691";0.8;"anchor";452
"77";"mse";0.0754164838688547;"ENSG00000110700";0.8;"anchor";452
"78";"mse";0.047825875755559;"ENSG00000108518";0.8;"anchor";452
"79";"mse";0.042369141289873;"ENSG00000075624";0.8;"anchor";452
"80";"mse";0.0254768050445281;"ENSG00000067225";0.8;"anchor";452
"81";"mse";0.0270229191900885;"non-targeting";0.9;"anchor";452
"82";"mse";0.0442464361498576;"ENSG00000187514";0.9;"anchor";452
"83";"mse";0.0180444168728288;"ENSG00000172757";0.9;"anchor";452
"84";"mse";0.0548391101812007;"ENSG00000147604";0.9;"anchor";452
"85";"mse";0.017518088518184;"ENSG00000133112";0.9;"anchor";452
"86";"mse";0.0392549777892443;"ENSG00000125691";0.9;"anchor";452
"87";"mse";0.0750960731188338;"ENSG00000110700";0.9;"anchor";452
"88";"mse";0.0479900549090123;"ENSG00000108518";0.9;"anchor";452
"89";"mse";0.0423197155267668;"ENSG00000075624";0.9;"anchor";452
"90";"mse";0.0254072739274639;"ENSG00000067225";0.9;"anchor";452
"91";"mse";0.0270298179556997;"non-targeting";1;"anchor";452
"92";"mse";0.0442605512587257;"ENSG00000187514";1;"anchor";452
"93";"mse";0.0180919728807093;"ENSG00000172757";1;"anchor";452
"94";"mse";0.0546522576186934;"ENSG00000147604";1;"anchor";452
"95";"mse";0.0175659379387212;"ENSG00000133112";1;"anchor";452
"96";"mse";0.0390965555165016;"ENSG00000125691";1;"anchor";452
"97";"mse";0.0747977473905236;"ENSG00000110700";1;"anchor";452
"98";"mse";0.0481477641396334;"ENSG00000108518";1;"anchor";452
