"score";"value";"env";"penalty";"method";"sim"
"1";"mse";0.0196295807771322;"non-targeting";0.1;"anchor";281
"2";"mse";0.0336088803874908;"ENSG00000187514";0.1;"anchor";281
"3";"mse";0.026232461858945;"ENSG00000172757";0.1;"anchor";281
"4";"mse";0.0523883128903253;"ENSG00000147604";0.1;"anchor";281
"5";"mse";0.021597225370398;"ENSG00000133112";0.1;"anchor";281
"6";"mse";0.0572975802546952;"ENSG00000125691";0.1;"anchor";281
"7";"mse";0.0687039494767622;"ENSG00000110700";0.1;"anchor";281
"8";"mse";0.0289764869225183;"ENSG00000108518";0.1;"anchor";281
"9";"mse";0.0418351290105099;"ENSG00000075624";0.1;"anchor";281
"10";"mse";0.0339557420514954;"ENSG00000067225";0.1;"anchor";281
"11";"mse";0.0196014751688154;"non-targeting";0.2;"anchor";281
"12";"mse";0.0335025551423305;"ENSG00000187514";0.2;"anchor";281
"13";"mse";0.0261765733199385;"ENSG00000172757";0.2;"anchor";281
"14";"mse";0.052086488081681;"ENSG00000147604";0.2;"anchor";281
"15";"mse";0.0216186893101797;"ENSG00000133112";0.2;"anchor";281
"16";"mse";0.0565855588896861;"ENSG00000125691";0.2;"anchor";281
"17";"mse";0.0680857018173505;"ENSG00000110700";0.2;"anchor";281
"18";"mse";0.0290232594734299;"ENSG00000108518";0.2;"anchor";281
"19";"mse";0.0419385136988004;"ENSG00000075624";0.2;"anchor";281
"20";"mse";0.0341950045313115;"ENSG00000067225";0.2;"anchor";281
"21";"mse";0.0195779226805219;"non-targeting";0.3;"anchor";281
"22";"mse";0.0334053623951846;"ENSG00000187514";0.3;"anchor";281
"23";"mse";0.0261268425823654;"ENSG00000172757";0.3;"anchor";281
"24";"mse";0.051815893166511;"ENSG00000147604";0.3;"anchor";281
"25";"mse";0.0216443670110453;"ENSG00000133112";0.3;"anchor";281
"26";"mse";0.0559471228632517;"ENSG00000125691";0.3;"anchor";281
"27";"mse";0.0675268008889882;"ENSG00000110700";0.3;"anchor";281
"28";"mse";0.029065666469141;"ENSG00000108518";0.3;"anchor";281
"29";"mse";0.0420367459664643;"ENSG00000075624";0.3;"anchor";281
"30";"mse";0.0344362925049592;"ENSG00000067225";0.3;"anchor";281
"31";"mse";0.0195580682093749;"non-targeting";0.4;"anchor";281
"32";"mse";0.0333161829274039;"ENSG00000187514";0.4;"anchor";281
"33";"mse";0.0260824019853873;"ENSG00000172757";0.4;"anchor";281
"34";"mse";0.0515721373756686;"ENSG00000147604";0.4;"anchor";281
"35";"mse";0.0216724231814001;"ENSG00000133112";0.4;"anchor";281
"36";"mse";0.055372721773902;"ENSG00000125691";0.4;"anchor";281
"37";"mse";0.0670191646539291;"ENSG00000110700";0.4;"anchor";281
"38";"mse";0.0291041720052417;"ENSG00000108518";0.4;"anchor";281
"39";"mse";0.0421298153437683;"ENSG00000075624";0.4;"anchor";281
"40";"mse";0.0346772389934521;"ENSG00000067225";0.4;"anchor";281
"41";"mse";0.0195412553727918;"non-targeting";0.5;"anchor";281
"42";"mse";0.0332340688808483;"ENSG00000187514";0.5;"anchor";281
"43";"mse";0.0260425210124742;"ENSG00000172757";0.5;"anchor";281
"44";"mse";0.0513516295538311;"ENSG00000147604";0.5;"anchor";281
"45";"mse";0.0217017220601337;"ENSG00000133112";0.5;"anchor";281
"46";"mse";0.0548542767173914;"ENSG00000125691";0.5;"anchor";281
"47";"mse";0.0665561674017297;"ENSG00000110700";0.5;"anchor";281
"48";"mse";0.0291391461463006;"ENSG00000108518";0.5;"anchor";281
"49";"mse";0.0422178582404811;"ENSG00000075624";0.5;"anchor";281
"50";"mse";0.0349161272840336;"ENSG00000067225";0.5;"anchor";281
"51";"mse";0.019526969609147;"non-targeting";0.6;"anchor";281
