"score";"value";"env";"penalty";"method";"sim"
"1";"mse";0.029791905269162;"non-targeting";0.1;"anchor";258
"2";"mse";0.0278533803996736;"ENSG00000187514";0.1;"anchor";258
"3";"mse";0.0244947550516942;"ENSG00000172757";0.1;"anchor";258
"4";"mse";0.0434041241929043;"ENSG00000147604";0.1;"anchor";258
"5";"mse";0.0211515426869993;"ENSG00000133112";0.1;"anchor";258
"6";"mse";0.0579096062512783;"ENSG00000125691";0.1;"anchor";258
"7";"mse";0.053302136229371;"ENSG00000110700";0.1;"anchor";258
"8";"mse";0.044974902459282;"ENSG00000108518";0.1;"anchor";258
"9";"mse";0.032814601608111;"ENSG00000075624";0.1;"anchor";258
"10";"mse";0.0278290776176248;"ENSG00000067225";0.1;"anchor";258
"11";"mse";0.0298074862037176;"non-targeting";0.2;"anchor";258
"12";"mse";0.0278887606325294;"ENSG00000187514";0.2;"anchor";258
"13";"mse";0.0244330970806413;"ENSG00000172757";0.2;"anchor";258
"14";"mse";0.0432076414820046;"ENSG00000147604";0.2;"anchor";258
"15";"mse";0.0211808538560501;"ENSG00000133112";0.2;"anchor";258
"16";"mse";0.0574397561335084;"ENSG00000125691";0.2;"anchor";258
"17";"mse";0.0530103693507;"ENSG00000110700";0.2;"anchor";258
"18";"mse";0.044898248007881;"ENSG00000108518";0.2;"anchor";258
"19";"mse";0.0328406800458879;"ENSG00000075624";0.2;"anchor";258
"20";"mse";0.0277919309585705;"ENSG00000067225";0.2;"anchor";258
"21";"mse";0.029825140446628;"non-targeting";0.3;"anchor";258
"22";"mse";0.0279234426898906;"ENSG00000187514";0.3;"anchor";258
"23";"mse";0.0243727003534102;"ENSG00000172757";0.3;"anchor";258
"24";"mse";0.0430335837261863;"ENSG00000147604";0.3;"anchor";258
"25";"mse";0.0212067002329227;"ENSG00000133112";0.3;"anchor";258
"26";"mse";0.0570264258980543;"ENSG00000125691";0.3;"anchor";258
"27";"mse";0.0527506448729966;"ENSG00000110700";0.3;"anchor";258
"28";"mse";0.0448355287633242;"ENSG00000108518";0.3;"anchor";258
"29";"mse";0.0328651632374236;"ENSG00000075624";0.3;"anchor";258
"30";"mse";0.027757755810616;"ENSG00000067225";0.3;"anchor";258
"31";"mse";0.0298443282580085;"non-targeting";0.4;"anchor";258
"32";"mse";0.0279573395616135;"ENSG00000187514";0.4;"anchor";258
"33";"mse";0.0243137885568064;"ENSG00000172757";0.4;"anchor";258
"34";"mse";0.0428783269818183;"ENSG00000147604";0.4;"anchor";258
"35";"mse";0.0212296601820527;"ENSG00000133112";0.4;"anchor";258
"36";"mse";0.0566608760758717;"ENSG00000125691";0.4;"anchor";258
"37";"mse";0.052518090128581;"ENSG00000110700";0.4;"anchor";258
"38";"mse";0.0447846272967815;"ENSG00000108518";0.4;"anchor";258
"39";"mse";0.0328882234044252;"ENSG00000075624";0.4;"anchor";258
"40";"mse";0.0277262278847286;"ENSG00000067225";0.4;"anchor";258
"41";"mse";0.0298646355992705;"non-targeting";0.5;"anchor";258
"42";"mse";0.0279904000955406;"ENSG00000187514";0.5;"anchor";258
"43";"mse";0.0242565211815538;"ENSG00000172757";0.5;"anchor";258
"44";"mse";0.0427390032612174;"ENSG00000147604";0.5;"anchor";258
